university,discipline,condition,demographic,total_peer_speakers,total_demo_speakers,matched_speakers_count,pct_demo_from_database,any_speaker_from_database,num_peer_universities,num_demo_in_database
Northeastern University,Chemistry,control,Black,1,0,0,0.0,0,40,16
Northeastern University,Chemistry,control,Hispanic,1,0,0,0.0,0,40,18
Northeastern University,Computer Science,treatment,female,3,0,0,0.0,0,40,0
Northeastern University,Computer Science,treatment,URM,3,0,0,0.0,0,40,36
Northeastern University,Computer Science,treatment,Black,3,0,0,0.0,0,40,18
Northeastern University,Computer Science,treatment,Hispanic,3,0,0,0.0,0,40,18
Northeastern University,Mathematics,treatment,female,5,0,0,0.0,0,40,0
Northeastern University,Mathematics,treatment,URM,5,0,0,0.0,0,40,31
Northeastern University,Mathematics,treatment,Black,5,0,0,0.0,0,40,11
Northeastern University,Mathematics,treatment,Hispanic,5,0,0,0.0,0,40,20
Northeastern University,Physics,treatment,female,3,1,0,0.0,0,40,0
Northeastern University,Physics,treatment,URM,3,0,0,0.0,0,40,31
Northeastern University,Physics,treatment,Black,3,0,0,0.0,0,40,9
Northeastern University,Physics,treatment,Hispanic,3,0,0,0.0,0,40,22
Northwestern University,Computer Science,control,female,7,4,0,0.0,0,40,0
Northwestern University,Computer Science,control,URM,7,0,0,0.0,0,40,35
Northwestern University,Computer Science,control,Black,7,0,0,0.0,0,40,24
Northwestern University,Computer Science,control,Hispanic,7,0,0,0.0,0,40,11
Northwestern University,Mathematics,treatment,female,27,4,0,0.0,0,40,0
Northwestern University,Mathematics,treatment,URM,27,1,0,0.0,0,40,33
Northwestern University,Mathematics,treatment,Black,27,1,0,0.0,0,40,15
Northwestern University,Mathematics,treatment,Hispanic,27,0,0,0.0,0,40,18
Ohio State University,Chemistry,treatment,female,22,5,0,0.0,0,40,0
Ohio State University,Chemistry,treatment,URM,22,0,0,0.0,0,40,31
Ohio State University,Chemistry,treatment,Black,22,0,0,0.0,0,40,14
Ohio State University,Chemistry,treatment,Hispanic,22,0,0,0.0,0,40,17
Ohio State University,Mathematics,treatment,female,40,2,0,0.0,0,40,0
Ohio State University,Mathematics,treatment,URM,40,3,0,0.0,0,40,26
Ohio State University,Mathematics,treatment,Black,40,1,0,0.0,0,40,13
Ohio State University,Mathematics,treatment,Hispanic,40,0,0,0.0,0,40,13
Ohio State University,Physics,treatment,female,34,3,0,0.0,0,40,0
Ohio State University,Physics,treatment,URM,34,1,0,0.0,0,40,42
Ohio State University,Physics,treatment,Black,34,0,0,0.0,0,40,14
Ohio State University,Physics,treatment,Hispanic,34,0,0,0.0,0,40,28
Ohio University,Chemistry,control,female,1,0,0,0.0,0,40,0
Ohio University,Chemistry,control,URM,1,0,0,0.0,0,40,23
Ohio University,Chemistry,control,Black,1,0,0,0.0,0,40,13
Ohio University,Chemistry,control,Hispanic,1,0,0,0.0,0,40,10
Ohio University,Physics,treatment,female,2,0,0,0.0,0,40,0
Ohio University,Physics,treatment,URM,2,0,0,0.0,0,40,19
Ohio University,Physics,treatment,Black,2,0,0,0.0,0,40,8
Ohio University,Physics,treatment,Hispanic,2,0,0,0.0,0,40,11
Oklahoma State University-Stillwater,Chemistry,treatment,female,0,0,0,0.0,0,40,0
Oklahoma State University-Stillwater,Chemistry,treatment,URM,0,0,0,0.0,0,40,25
Oklahoma State University-Stillwater,Chemistry,treatment,Black,0,0,0,0.0,0,40,13
Oklahoma State University-Stillwater,Chemistry,treatment,Hispanic,0,0,0,0.0,0,40,12
Oklahoma State University-Stillwater,Mathematics,control,female,0,0,0,0.0,0,40,0
Oklahoma State University-Stillwater,Mathematics,control,URM,0,0,0,0.0,0,40,20
Oklahoma State University-Stillwater,Mathematics,control,Black,0,0,0,0.0,0,40,8
Oklahoma State University-Stillwater,Mathematics,control,Hispanic,0,0,0,0.0,0,40,12
Oklahoma State University-Stillwater,Physics,control,female,0,0,0,0.0,0,40,0
Oklahoma State University-Stillwater,Physics,control,URM,0,0,0,0.0,0,40,14
Oklahoma State University-Stillwater,Physics,control,Black,0,0,0,0.0,0,40,4
Oklahoma State University-Stillwater,Physics,control,Hispanic,0,0,0,0.0,0,40,10
Old Dominion University,Chemistry,treatment,female,4,1,0,0.0,0,40,0
Old Dominion University,Chemistry,treatment,URM,4,0,0,0.0,0,40,27
Old Dominion University,Chemistry,treatment,Black,4,0,0,0.0,0,40,13
Old Dominion University,Chemistry,treatment,Hispanic,4,0,0,0.0,0,40,14
Old Dominion University,Computer Science,control,female,5,0,0,0.0,0,40,0
Old Dominion University,Computer Science,control,URM,5,2,0,0.0,0,40,15
Old Dominion University,Computer Science,control,Black,5,2,0,0.0,0,40,10
Old Dominion University,Computer Science,control,Hispanic,5,0,0,0.0,0,40,5
Old Dominion University,Physics,control,female,0,0,0,0.0,0,40,0
Old Dominion University,Physics,control,URM,0,0,0,0.0,0,40,21
Old Dominion University,Physics,control,Black,0,0,0,0.0,0,40,8
Old Dominion University,Physics,control,Hispanic,0,0,0,0.0,0,40,13
Oregon State University,Chemistry,control,female,1,0,0,0.0,0,40,0
Oregon State University,Chemistry,control,URM,1,0,0,0.0,0,40,25
Oregon State University,Chemistry,control,Black,1,0,0,0.0,0,40,13
Oregon State University,Chemistry,control,Hispanic,1,0,0,0.0,0,40,12
Oregon State University,Computer Science,control,female,0,0,0,0.0,0,40,0
Oregon State University,Computer Science,control,URM,0,0,0,0.0,0,40,20
Oregon State University,Computer Science,control,Black,0,0,0,0.0,0,40,14
Oregon State University,Computer Science,control,Hispanic,0,0,0,0.0,0,40,6
Oregon State University,Mathematics,treatment,female,2,2,0,0.0,0,40,0
Oregon State University,Mathematics,treatment,URM,2,1,0,0.0,0,40,19
Oregon State University,Mathematics,treatment,Black,2,0,0,0.0,0,40,5
Oregon State University,Mathematics,treatment,Hispanic,2,0,0,0.0,0,40,14
Oregon State University,Mechanical Engineering,treatment,female,0,0,0,0.0,0,40,0
Oregon State University,Mechanical Engineering,treatment,URM,0,0,0,0.0,0,40,25
Oregon State University,Mechanical Engineering,treatment,Black,0,0,0,0.0,0,40,14
Oregon State University,Mechanical Engineering,treatment,Hispanic,0,0,0,0.0,0,40,11
Oregon State University,Physics,control,female,1,0,0,0.0,0,40,0
Oregon State University,Physics,control,URM,1,0,0,0.0,0,40,17
Oregon State University,Physics,control,Black,1,0,0,0.0,0,40,6
Oregon State University,Physics,control,Hispanic,1,0,0,0.0,0,40,11
Pennsylvania State University,Chemistry,treatment,female,9,1,0,0.0,0,40,0
Pennsylvania State University,Chemistry,treatment,URM,9,0,0,0.0,0,40,30
Pennsylvania State University,Chemistry,treatment,Black,9,0,0,0.0,0,40,12
Pennsylvania State University,Chemistry,treatment,Hispanic,9,0,0,0.0,0,40,18
Pennsylvania State University,Mathematics,control,female,40,6,0,0.0,0,40,0
Pennsylvania State University,Mathematics,control,URM,40,6,0,0.0,0,40,32
Pennsylvania State University,Mathematics,control,Black,40,1,0,0.0,0,40,14
Pennsylvania State University,Mathematics,control,Hispanic,40,0,0,0.0,0,40,18
Pennsylvania State University,Mechanical Engineering,control,female,2,0,0,0.0,0,40,0
Pennsylvania State University,Mechanical Engineering,control,URM,2,0,0,0.0,0,40,60
Pennsylvania State University,Mechanical Engineering,control,Black,2,0,0,0.0,0,40,41
Pennsylvania State University,Mechanical Engineering,control,Hispanic,2,0,0,0.0,0,40,19
Pennsylvania State University,Physics,control,female,9,0,0,0.0,0,40,0
Pennsylvania State University,Physics,control,URM,9,2,1,50.0,1,40,47
Pennsylvania State University,Physics,control,Black,9,1,1,100.0,1,40,15
Pennsylvania State University,Physics,control,Hispanic,9,0,0,0.0,0,40,32
Princeton University,Chemistry,treatment,female,23,5,0,0.0,0,40,0
Princeton University,Chemistry,treatment,URM,23,3,0,0.0,0,40,32
Princeton University,Chemistry,treatment,Black,23,0,0,0.0,0,40,16
Princeton University,Chemistry,treatment,Hispanic,23,0,0,0.0,0,40,16
Princeton University,Computer Science,treatment,female,13,7,0,0.0,0,40,0
Princeton University,Computer Science,treatment,URM,13,0,0,0.0,0,40,35
Princeton University,Computer Science,treatment,Black,13,0,0,0.0,0,40,25
Princeton University,Computer Science,treatment,Hispanic,13,0,0,0.0,0,40,10
Princeton University,Mathematics,control,female,112,6,0,0.0,0,40,0
Princeton University,Mathematics,control,URM,112,5,0,0.0,0,40,36
Princeton University,Mathematics,control,Black,112,1,0,0.0,0,40,15
Princeton University,Mathematics,control,Hispanic,112,0,0,0.0,0,40,21
Princeton University,Mechanical Engineering,control,female,10,2,0,0.0,0,40,0
Princeton University,Mechanical Engineering,control,URM,10,1,0,0.0,0,40,59
Princeton University,Mechanical Engineering,control,Black,10,1,0,0.0,0,40,39
Princeton University,Mechanical Engineering,control,Hispanic,10,0,0,0.0,0,40,20
Princeton University,Physics,control,female,15,2,0,0.0,0,40,0
Princeton University,Physics,control,URM,15,1,1,100.0,1,40,51
Princeton University,Physics,control,Black,15,0,0,0.0,0,40,17
Princeton University,Physics,control,Hispanic,15,0,0,0.0,0,40,34
Purdue University,Chemistry,control,female,14,2,0,0.0,0,40,0
Purdue University,Chemistry,control,URM,14,0,0,0.0,0,40,41
Purdue University,Chemistry,control,Black,14,0,0,0.0,0,40,18
Purdue University,Chemistry,control,Hispanic,14,0,0,0.0,0,40,23
Purdue University,Computer Science,treatment,female,7,1,0,0.0,0,40,0
Purdue University,Computer Science,treatment,URM,7,0,0,0.0,0,40,37
Purdue University,Computer Science,treatment,Black,7,0,0,0.0,0,40,23
Purdue University,Computer Science,treatment,Hispanic,7,0,0,0.0,0,40,14
Purdue University,Mathematics,treatment,female,30,3,0,0.0,0,40,0
Purdue University,Mathematics,treatment,URM,30,2,0,0.0,0,40,27
Purdue University,Mathematics,treatment,Black,30,0,0,0.0,0,40,10
Purdue University,Mathematics,treatment,Hispanic,30,0,0,0.0,0,40,17
Purdue University,Mechanical Engineering,treatment,female,1,1,0,0.0,0,40,0
Purdue University,Mechanical Engineering,treatment,URM,1,0,0,0.0,0,40,50
Purdue University,Mechanical Engineering,treatment,Black,1,0,0,0.0,0,40,31
Purdue University,Mechanical Engineering,treatment,Hispanic,1,0,0,0.0,0,40,19
Purdue University,Physics,control,female,20,5,0,0.0,0,40,0
Purdue University,Physics,control,URM,20,0,0,0.0,0,40,46
Purdue University,Physics,control,Black,20,0,0,0.0,0,40,11
Purdue University,Physics,control,Hispanic,20,0,0,0.0,0,40,35
Rensselaer Polytechnic Institute,Chemistry,treatment,female,2,0,0,0.0,0,40,0
Rensselaer Polytechnic Institute,Chemistry,treatment,URM,2,0,0,0.0,0,40,37
Rensselaer Polytechnic Institute,Chemistry,treatment,Black,2,0,0,0.0,0,40,17
Rensselaer Polytechnic Institute,Chemistry,treatment,Hispanic,2,0,0,0.0,0,40,20
Rensselaer Polytechnic Institute,Computer Science,control,female,0,0,0,0.0,0,40,0
Rensselaer Polytechnic Institute,Computer Science,control,URM,0,0,0,0.0,0,40,34
Rensselaer Polytechnic Institute,Computer Science,control,Black,0,0,0,0.0,0,40,17
Rensselaer Polytechnic Institute,Computer Science,control,Hispanic,0,0,0,0.0,0,40,17
Rensselaer Polytechnic Institute,Mathematics,treatment,female,0,0,0,0.0,0,40,0
Rensselaer Polytechnic Institute,Mathematics,treatment,URM,0,0,0,0.0,0,40,34
Rensselaer Polytechnic Institute,Mathematics,treatment,Black,0,0,0,0.0,0,40,13
Rensselaer Polytechnic Institute,Mathematics,treatment,Hispanic,0,0,0,0.0,0,40,21
Rensselaer Polytechnic Institute,Mechanical Engineering,treatment,female,2,0,0,0.0,0,40,0
Rensselaer Polytechnic Institute,Mechanical Engineering,treatment,URM,2,0,0,0.0,0,40,29
Rensselaer Polytechnic Institute,Mechanical Engineering,treatment,Black,2,0,0,0.0,0,40,18
Rensselaer Polytechnic Institute,Mechanical Engineering,treatment,Hispanic,2,0,0,0.0,0,40,11
Rensselaer Polytechnic Institute,Physics,control,female,1,0,0,0.0,0,40,0
Rensselaer Polytechnic Institute,Physics,control,URM,1,0,0,0.0,0,40,31
Rensselaer Polytechnic Institute,Physics,control,Black,1,0,0,0.0,0,40,7
Rensselaer Polytechnic Institute,Physics,control,Hispanic,1,0,0,0.0,0,40,24
Rice University,Chemistry,treatment,female,24,5,0,0.0,0,40,0
Rice University,Chemistry,treatment,URM,24,2,0,0.0,0,40,30
Rice University,Chemistry,treatment,Black,24,2,0,0.0,0,40,13
Rice University,Chemistry,treatment,Hispanic,24,0,0,0.0,0,40,17
Rice University,Computer Science,control,female,4,1,0,0.0,0,40,0
Rice University,Computer Science,control,URM,4,0,0,0.0,0,40,34
Rice University,Computer Science,control,Black,4,0,0,0.0,0,40,24
Rice University,Computer Science,control,Hispanic,4,0,0,0.0,0,40,10
Rice University,Mathematics,treatment,female,17,2,0,0.0,0,40,0
Rice University,Mathematics,treatment,URM,17,1,1,100.0,1,40,33
Rice University,Mathematics,treatment,Black,17,1,1,100.0,1,40,14
Rice University,Mathematics,treatment,Hispanic,17,0,0,0.0,0,40,19
Rice University,Mechanical Engineering,treatment,female,0,0,0,0.0,0,40,0
Rice University,Mechanical Engineering,treatment,URM,0,0,0,0.0,0,40,58
Rice University,Mechanical Engineering,treatment,Black,0,0,0,0.0,0,40,40
Rice University,Mechanical Engineering,treatment,Hispanic,0,0,0,0.0,0,40,18
Rice University,Physics,treatment,female,13,2,0,0.0,0,40,0
Rice University,Physics,treatment,URM,13,1,0,0.0,0,40,49
Rice University,Physics,treatment,Black,13,0,0,0.0,0,40,16
Rice University,Physics,treatment,Hispanic,13,0,0,0.0,0,40,33
Rutgers University-New Brunswick,Chemistry,treatment,female,6,2,0,0.0,0,40,0
Rutgers University-New Brunswick,Chemistry,treatment,URM,6,1,1,100.0,1,40,28
Rutgers University-New Brunswick,Chemistry,treatment,Black,6,1,1,100.0,1,40,13
Rutgers University-New Brunswick,Chemistry,treatment,Hispanic,6,0,0,0.0,0,40,15
Rutgers University-New Brunswick,Computer Science,treatment,female,2,1,0,0.0,0,40,0
Rutgers University-New Brunswick,Computer Science,treatment,URM,2,0,0,0.0,0,40,35
Rutgers University-New Brunswick,Computer Science,treatment,Black,2,0,0,0.0,0,40,21
Rutgers University-New Brunswick,Computer Science,treatment,Hispanic,2,0,0,0.0,0,40,14
Rutgers University-New Brunswick,Mathematics,control,female,33,2,0,0.0,0,40,0
Rutgers University-New Brunswick,Mathematics,control,URM,33,4,0,0.0,0,40,28
Rutgers University-New Brunswick,Mathematics,control,Black,33,0,0,0.0,0,40,13
Rutgers University-New Brunswick,Mathematics,control,Hispanic,33,0,0,0.0,0,40,15
Rutgers University-New Brunswick,Mechanical Engineering,treatment,female,4,0,0,0.0,0,40,0
Rutgers University-New Brunswick,Mechanical Engineering,treatment,URM,4,0,0,0.0,0,40,61
Rutgers University-New Brunswick,Mechanical Engineering,treatment,Black,4,0,0,0.0,0,40,39
Rutgers University-New Brunswick,Mechanical Engineering,treatment,Hispanic,4,0,0,0.0,0,40,22
Rutgers University-New Brunswick,Physics,control,female,28,3,0,0.0,0,40,0
Rutgers University-New Brunswick,Physics,control,URM,28,3,0,0.0,0,40,43
Rutgers University-New Brunswick,Physics,control,Black,28,0,0,0.0,0,40,13
Rutgers University-New Brunswick,Physics,control,Hispanic,28,0,0,0.0,0,40,30
Stanford University,Chemistry,treatment,female,32,8,0,0.0,0,40,0
Stanford University,Chemistry,treatment,URM,32,1,0,0.0,0,40,31
Stanford University,Chemistry,treatment,Black,32,1,0,0.0,0,40,15
Stanford University,Chemistry,treatment,Hispanic,32,0,0,0.0,0,40,16
Stanford University,Mathematics,treatment,female,106,10,0,0.0,0,40,0
Stanford University,Mathematics,treatment,URM,106,1,0,0.0,0,40,36
Stanford University,Mathematics,treatment,Black,106,0,0,0.0,0,40,15
Stanford University,Mathematics,treatment,Hispanic,106,0,0,0.0,0,40,21
Stanford University,Physics,control,female,13,3,0,0.0,0,40,0
Stanford University,Physics,control,URM,13,1,0,0.0,0,40,50
Stanford University,Physics,control,Black,13,1,0,0.0,0,40,16
Stanford University,Physics,control,Hispanic,13,0,0,0.0,0,40,34
Stony Brook University,Chemistry,control,female,18,4,0,0.0,0,40,0
Stony Brook University,Chemistry,control,URM,18,1,0,0.0,0,40,34
Stony Brook University,Chemistry,control,Black,18,1,0,0.0,0,40,16
Stony Brook University,Chemistry,control,Hispanic,18,0,0,0.0,0,40,18
Stony Brook University,Computer Science,control,female,1,0,0,0.0,0,40,0
Stony Brook University,Computer Science,control,URM,1,0,0,0.0,0,40,33
Stony Brook University,Computer Science,control,Black,1,0,0,0.0,0,40,23
Stony Brook University,Computer Science,control,Hispanic,1,0,0,0.0,0,40,10
Stony Brook University,Mathematics,control,female,25,2,0,0.0,0,40,0
Stony Brook University,Mathematics,control,URM,25,3,0,0.0,0,40,34
Stony Brook University,Mathematics,control,Black,25,1,0,0.0,0,40,15
Stony Brook University,Mathematics,control,Hispanic,25,0,0,0.0,0,40,19
Stony Brook University,Physics,treatment,female,42,7,0,0.0,0,40,0
Stony Brook University,Physics,treatment,URM,42,4,0,0.0,0,40,45
Stony Brook University,Physics,treatment,Black,42,0,0,0.0,0,40,16
Stony Brook University,Physics,treatment,Hispanic,42,0,0,0.0,0,40,29
Syracuse University,Chemistry,treatment,female,0,0,0,0.0,0,40,0
Syracuse University,Chemistry,treatment,URM,0,0,0,0.0,0,40,38
Syracuse University,Chemistry,treatment,Black,0,0,0,0.0,0,40,17
Syracuse University,Chemistry,treatment,Hispanic,0,0,0,0.0,0,40,21
Syracuse University,Physics,treatment,female,3,0,0,0.0,0,40,0
Syracuse University,Physics,treatment,URM,3,0,0,0.0,0,40,34
Syracuse University,Physics,treatment,Black,3,0,0,0.0,0,40,9
Syracuse University,Physics,treatment,Hispanic,3,0,0,0.0,0,40,25
Temple University,Chemistry,treatment,female,0,0,0,0.0,0,40,0
Temple University,Chemistry,treatment,URM,0,0,0,0.0,0,40,21
Temple University,Chemistry,treatment,Black,0,0,0,0.0,0,40,13
Temple University,Chemistry,treatment,Hispanic,0,0,0,0.0,0,40,8
Temple University,Mathematics,control,female,7,5,0,0.0,0,40,0
Temple University,Mathematics,control,URM,7,0,0,0.0,0,40,29
Temple University,Mathematics,control,Black,7,0,0,0.0,0,40,7
Temple University,Mathematics,control,Hispanic,7,0,0,0.0,0,40,22
Temple University,Physics,treatment,female,0,0,0,0.0,0,40,0
Temple University,Physics,treatment,URM,0,0,0,0.0,0,40,18
Temple University,Physics,treatment,Black,0,0,0,0.0,0,40,6
Temple University,Physics,treatment,Hispanic,0,0,0,0.0,0,40,12
Texas A&M University,Chemistry,treatment,female,13,3,0,0.0,0,40,0
Texas A&M University,Chemistry,treatment,URM,13,3,0,0.0,0,40,40
Texas A&M University,Chemistry,treatment,Black,13,0,0,0.0,0,40,17
Texas A&M University,Chemistry,treatment,Hispanic,13,0,0,0.0,0,40,23
Texas A&M University,Computer Science,control,female,0,0,0,0.0,0,40,0
Texas A&M University,Computer Science,control,URM,0,0,0,0.0,0,40,35
Texas A&M University,Computer Science,control,Black,0,0,0,0.0,0,40,20
Texas A&M University,Computer Science,control,Hispanic,0,0,0,0.0,0,40,15
Texas A&M University,Mathematics,treatment,female,19,0,0,0.0,0,40,0
Texas A&M University,Mathematics,treatment,URM,19,5,0,0.0,0,40,30
Texas A&M University,Mathematics,treatment,Black,19,0,0,0.0,0,40,11
Texas A&M University,Mathematics,treatment,Hispanic,19,0,0,0.0,0,40,19
Texas A&M University,Mechanical Engineering,treatment,female,0,0,0,0.0,0,40,0
Texas A&M University,Mechanical Engineering,treatment,URM,0,0,0,0.0,0,40,32
Texas A&M University,Mechanical Engineering,treatment,Black,0,0,0,0.0,0,40,18
Texas A&M University,Mechanical Engineering,treatment,Hispanic,0,0,0,0.0,0,40,14
Texas Tech University,Chemistry,treatment,female,4,3,0,0.0,0,40,0
Texas Tech University,Chemistry,treatment,URM,4,1,0,0.0,0,40,25
Texas Tech University,Chemistry,treatment,Black,4,1,0,0.0,0,40,13
Texas Tech University,Chemistry,treatment,Hispanic,4,0,0,0.0,0,40,12
Texas Tech University,Computer Science,treatment,female,1,0,0,0.0,0,40,0
Texas Tech University,Computer Science,treatment,URM,1,0,0,0.0,0,40,17
Texas Tech University,Computer Science,treatment,Black,1,0,0,0.0,0,40,12
Texas Tech University,Computer Science,treatment,Hispanic,1,0,0,0.0,0,40,5
Texas Tech University,Mathematics,control,female,1,1,0,0.0,0,40,0
Texas Tech University,Mathematics,control,URM,1,0,0,0.0,0,40,24
Texas Tech University,Mathematics,control,Black,1,0,0,0.0,0,40,12
Texas Tech University,Mathematics,control,Hispanic,1,0,0,0.0,0,40,12
Texas Tech University,Mechanical Engineering,treatment,female,1,0,0,0.0,0,40,0
Texas Tech University,Mechanical Engineering,treatment,URM,1,0,0,0.0,0,40,28
Texas Tech University,Mechanical Engineering,treatment,Black,1,0,0,0.0,0,40,17
Texas Tech University,Mechanical Engineering,treatment,Hispanic,1,0,0,0.0,0,40,11
Texas Tech University,Physics,treatment,female,1,1,0,0.0,0,40,0
Texas Tech University,Physics,treatment,URM,1,0,0,0.0,0,40,21
Texas Tech University,Physics,treatment,Black,1,0,0,0.0,0,40,8
Texas Tech University,Physics,treatment,Hispanic,1,0,0,0.0,0,40,13
Tufts University,Chemistry,treatment,female,0,0,0,0.0,0,40,0
Tufts University,Chemistry,treatment,URM,0,0,0,0.0,0,40,26
Tufts University,Chemistry,treatment,Black,0,0,0,0.0,0,40,13
Tufts University,Chemistry,treatment,Hispanic,0,0,0,0.0,0,40,13
Tufts University,Computer Science,control,female,0,0,0,0.0,0,40,0
Tufts University,Computer Science,control,URM,0,0,0,0.0,0,40,18
Tufts University,Computer Science,control,Black,0,0,0,0.0,0,40,7
Tufts University,Computer Science,control,Hispanic,0,0,0,0.0,0,40,11
Tufts University,Mathematics,control,female,9,1,0,0.0,0,40,0
Tufts University,Mathematics,control,URM,9,0,0,0.0,0,40,32
Tufts University,Mathematics,control,Black,9,0,0,0.0,0,40,8
Tufts University,Mathematics,control,Hispanic,9,0,0,0.0,0,40,24
Tufts University,Mechanical Engineering,control,female,0,0,0,0.0,0,40,0
Tufts University,Mechanical Engineering,control,URM,0,0,0,0.0,0,40,16
Tufts University,Mechanical Engineering,control,Black,0,0,0,0.0,0,40,9
Tufts University,Mechanical Engineering,control,Hispanic,0,0,0,0.0,0,40,7
Tufts University,Physics,treatment,female,3,0,0,0.0,0,40,0
Tufts University,Physics,treatment,URM,3,0,0,0.0,0,40,20
Tufts University,Physics,treatment,Black,3,0,0,0.0,0,40,10
Tufts University,Physics,treatment,Hispanic,3,0,0,0.0,0,40,10
Tulane University,Chemistry,control,female,2,0,0,0.0,0,40,0
Tulane University,Chemistry,control,URM,2,0,0,0.0,0,40,23
Tulane University,Chemistry,control,Black,2,0,0,0.0,0,40,13
Tulane University,Chemistry,control,Hispanic,2,0,0,0.0,0,40,10
Tulane University,Computer Science,control,female,1,0,0,0.0,0,40,0
Tulane University,Computer Science,control,URM,1,0,0,0.0,0,40,22
Tulane University,Computer Science,control,Black,1,0,0,0.0,0,40,12
Tulane University,Computer Science,control,Hispanic,1,0,0,0.0,0,40,10
Tulane University,Mathematics,treatment,female,4,0,0,0.0,0,40,0
Tulane University,Mathematics,treatment,URM,4,2,0,0.0,0,40,26
Tulane University,Mathematics,treatment,Black,4,0,0,0.0,0,40,4
Tulane University,Mathematics,treatment,Hispanic,4,0,0,0.0,0,40,22
Tulane University,Physics,treatment,female,0,0,0,0.0,0,40,0
Tulane University,Physics,treatment,URM,0,0,0,0.0,0,40,20
Tulane University,Physics,treatment,Black,0,0,0,0.0,0,40,7
Tulane University,Physics,treatment,Hispanic,0,0,0,0.0,0,40,13
"University at Albany, SUNY",Mathematics,control,female,4,2,0,0.0,0,40,0
"University at Albany, SUNY",Mathematics,control,URM,4,0,0,0.0,0,40,27
"University at Albany, SUNY",Mathematics,control,Black,4,0,0,0.0,0,40,14
"University at Albany, SUNY",Mathematics,control,Hispanic,4,0,0,0.0,0,40,13
"University at Albany, SUNY",Physics,treatment,female,1,0,0,0.0,0,40,0
"University at Albany, SUNY",Physics,treatment,URM,1,0,0,0.0,0,40,21
"University at Albany, SUNY",Physics,treatment,Black,1,0,0,0.0,0,40,8
"University at Albany, SUNY",Physics,treatment,Hispanic,1,0,0,0.0,0,40,13
University at Buffalo,Chemistry,control,female,5,2,0,0.0,0,40,0
University at Buffalo,Chemistry,control,URM,5,1,0,0.0,0,40,26
University at Buffalo,Chemistry,control,Black,5,0,0,0.0,0,40,14
University at Buffalo,Chemistry,control,Hispanic,5,0,0,0.0,0,40,12
University at Buffalo,Computer Science,control,female,1,1,0,0.0,0,40,0
University at Buffalo,Computer Science,control,URM,1,0,0,0.0,0,40,19
University at Buffalo,Computer Science,control,Black,1,0,0,0.0,0,40,9
University at Buffalo,Computer Science,control,Hispanic,1,0,0,0.0,0,40,10
University at Buffalo,Mathematics,control,female,0,0,0,0.0,0,40,0
University at Buffalo,Mathematics,control,URM,0,0,0,0.0,0,40,31
University at Buffalo,Mathematics,control,Black,0,0,0,0.0,0,40,8
University at Buffalo,Mathematics,control,Hispanic,0,0,0,0.0,0,40,23
University at Buffalo,Mechanical Engineering,control,female,2,0,0,0.0,0,40,0
University at Buffalo,Mechanical Engineering,control,URM,2,0,0,0.0,0,40,21
University at Buffalo,Mechanical Engineering,control,Black,2,0,0,0.0,0,40,13
University at Buffalo,Mechanical Engineering,control,Hispanic,2,0,0,0.0,0,40,8
University at Buffalo,Physics,treatment,female,1,0,0,0.0,0,40,0
University at Buffalo,Physics,treatment,URM,1,0,0,0.0,0,40,17
University at Buffalo,Physics,treatment,Black,1,0,0,0.0,0,40,7
University at Buffalo,Physics,treatment,Hispanic,1,0,0,0.0,0,40,10
University of Alabama,Chemistry,treatment,female,6,1,0,0.0,0,40,0
University of Alabama,Chemistry,treatment,URM,6,1,0,0.0,0,40,24
University of Alabama,Chemistry,treatment,Black,6,0,0,0.0,0,40,12
University of Alabama,Chemistry,treatment,Hispanic,6,0,0,0.0,0,40,12
University of Alabama,Computer Science,control,female,3,0,0,0.0,0,40,0
University of Alabama,Computer Science,control,URM,3,0,0,0.0,0,40,17
University of Alabama,Computer Science,control,Black,3,0,0,0.0,0,40,13
University of Alabama,Computer Science,control,Hispanic,3,0,0,0.0,0,40,4
University of Alabama,Mathematics,control,female,2,0,0,0.0,0,40,0
University of Alabama,Mathematics,control,URM,2,0,0,0.0,0,40,18
University of Alabama,Mathematics,control,Black,2,0,0,0.0,0,40,8
University of Alabama,Mathematics,control,Hispanic,2,0,0,0.0,0,40,10
University of Alabama,Mechanical Engineering,treatment,female,8,3,0,0.0,0,40,0
University of Alabama,Mechanical Engineering,treatment,URM,8,0,0,0.0,0,40,20
University of Alabama,Mechanical Engineering,treatment,Black,8,0,0,0.0,0,40,13
University of Alabama,Mechanical Engineering,treatment,Hispanic,8,0,0,0.0,0,40,7
University of Alabama,Physics,control,female,8,0,0,0.0,0,40,0
University of Alabama,Physics,control,URM,8,0,0,0.0,0,40,15
University of Alabama,Physics,control,Black,8,0,0,0.0,0,40,5
University of Alabama,Physics,control,Hispanic,8,0,0,0.0,0,40,10
University of Alabama at Birmingham,Chemistry,treatment,female,4,0,0,0.0,0,40,0
University of Alabama at Birmingham,Chemistry,treatment,URM,4,0,0,0.0,0,40,26
University of Alabama at Birmingham,Chemistry,treatment,Black,4,0,0,0.0,0,40,13
University of Alabama at Birmingham,Chemistry,treatment,Hispanic,4,0,0,0.0,0,40,13
University of Alabama at Birmingham,Mathematics,control,female,2,0,0,0.0,0,40,0
University of Alabama at Birmingham,Mathematics,control,URM,2,0,0,0.0,0,40,26
University of Alabama at Birmingham,Mathematics,control,Black,2,0,0,0.0,0,40,13
