demographic,treatment_mean_pct,control_mean_pct,effect_size_pct,relative_increase_pct,t_statistic,p_value,significant
female,0.4761904761904761,0.0,0.4761904761904761,,1.8351812381124117,0.06704116563833115,False
URM,3.120978120978121,2.029520295202952,1.0914578257751688,53.77910377910378,0.8893373205898357,0.3742268190885226,False
Black,2.5096525096525095,0.7380073800738007,1.7716451295787088,240.05791505791504,1.6489089953683893,0.099761093517938,False
Hispanic,0.0,0.0,0.0,,,,False
