"seminar_id","university","discipline","department","condition","total_speakers","speakers_with_demographics","num_urm","num_black","num_hispanic","num_native_american","num_female","num_male","num_white","num_asian","pct_urm","pct_black","pct_hispanic","pct_native_american","pct_female","pct_male","pct_white","pct_asian","has_any_urm","has_any_black","has_any_hispanic","has_any_native_american","has_any_female","num_junior_speakers","num_senior_speakers","num_black_junior","num_black_senior","num_hispanic_junior","num_hispanic_senior","num_urm_junior","num_urm_senior","pct_black_junior","pct_black_senior","pct_hispanic_junior","pct_hispanic_senior","pct_urm_junior","pct_urm_senior","has_any_black_junior","has_any_black_senior","has_any_hispanic_junior","has_any_hispanic_senior","has_any_urm_junior","has_any_urm_senior","has_fall_speakers","has_spring_speakers","fall_total_speakers","fall_speakers_with_demographics","fall_num_urm","fall_num_black","fall_num_hispanic","fall_num_female","fall_pct_urm","fall_pct_black","fall_pct_hispanic","fall_pct_female","spring_total_speakers","spring_speakers_with_demographics","spring_num_urm","spring_num_black","spring_num_hispanic","spring_num_female","spring_pct_urm","spring_pct_black","spring_pct_hispanic","spring_pct_female","num_speakers_with_phd_year","pct_speakers_with_phd_year","mean_years_from_phd","median_years_from_phd","min_years_from_phd","max_years_from_phd","num_current_students","pct_current_students","treatment","department_std","bin_category","batch_number","total_faculty","urm_faculty","women_faculty","frac_urm_faculty","frac_women_faculty","dept_ranking","general_ranking","missing_dept_rank","num_recipients","total_peer_departments","total_urm_peer_faculty","pct_female_recipients","pct_urm_recipients","pct_black_recipients","pct_hispanic_recipients","pct_assistant_prof_recipients","num_email_recipients_analyzed","num_distinct_seminars","bin_7_11","bin_1_3","bin_17_26","bin_3_5","bin_5_7","bin_0_1","batch_1","batch_2","batch_3","batch_4","batch_5","batch_6","batch_7","batch_8","batch_9","disc_mathematics","disc_physics","disc_computer_science","disc_mechanical_engineering","bin_11_17","num_non_urm","fall_num_non_urm","spring_num_non_urm","num_non_black","num_non_hispanic","num_non_female","fall_num_non_black","fall_num_non_hispanic","fall_num_non_female","spring_num_non_black","spring_num_non_hispanic","spring_num_non_female","pct_non_urm","fall_pct_non_urm","spring_pct_non_urm","has_any_non_urm","fall_has_any_urm","spring_has_any_urm","fall_has_any_non_urm","spring_has_any_non_urm","fall_has_any_black","spring_has_any_black","fall_has_any_hispanic","spring_has_any_hispanic","fall_has_any_female","spring_has_any_female","pct_speakers","has_speakers","pct_urm_female","approx_num_urm_female","has_any_urm_female","pct_black_female","approx_num_black_female","has_any_black_female","pct_black_male","approx_num_black_male","has_any_black_male","pct_hispanic_female","approx_num_hispanic_female","has_any_hispanic_female","pct_hispanic_male","approx_num_hispanic_male","has_any_hispanic_male"
"4853c6-e8941c-0a","Brown University","Mathematics","Brown University-Mathematics","control",36,36,2,0,2,0,10,26,23,11,5.55555555555556,0,5.55555555555556,0,27.7777777777778,72.2222222222222,63.8888888888889,30.5555555555556,1,0,1,0,1,15,18,0,0,0,2,0,2,0,0,0,11.1111111111111,0,11.1111111111111,0,0,0,1,0,1,1,1,7,7,0,0,0,2,0,0,0,28.5714285714286,29,29,2,0,2,8,6.89655172413793,0,6.89655172413793,27.5862068965517,34,94.4444444444444,14.2,13,1,43,9,26.4705882352941,0,"Brown University-Mathematics","(7,11]",1,20,1,4,0.05,0.2,14,9,0,10,40,34,0.1,0,0,0,0,10,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,34,7,27,36,34,26,7,7,5,29,27,21,94.4444444444444,100,93.1034482758621,1,0,1,1,1,0,0,0,1,1,1,100,1,1.54320987654321,1,1,0,0,0,0,0,0,1.54320987654321,1,1,4.01234567901234,1,1
"48613d-04b12b-dc","Princeton University","Mathematics","Princeton University-Mathematics","control",27,27,2,1,1,0,3,24,13,12,7.40740740740741,3.7037037037037,3.7037037037037,0,11.1111111111111,88.8888888888889,48.1481481481481,44.4444444444444,1,1,1,0,1,15,8,0,0,1,0,1,0,0,0,6.66666666666667,0,6.66666666666667,0,0,0,1,0,1,0,1,1,11,11,2,1,1,1,18.1818181818182,9.09090909090909,9.09090909090909,9.09090909090909,16,16,0,0,0,2,0,0,0,12.5,26,96.2962962962963,13.5416666666667,10.5,1,57,2,7.69230769230769,0,"Princeton University-Mathematics","(17,26]",1,12,0,2,0,0.166666666666667,2,1,0,2,40,35,0,0,0,0,0,48,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25,9,16,26,26,24,10,10,10,16,16,14,92.5925925925926,81.8181818181818,100,1,1,0,1,1,1,0,1,0,1,1,100,1,0.823045267489712,0,0,0.411522633744856,0,0,3.29218106995885,1,1,0.411522633744856,0,0,3.29218106995885,1,1
"487947-00316d-d1","University of Chicago","Mathematics","University of Chicago-Mathematics","control",21,21,0,0,0,0,2,19,11,10,0,0,0,0,9.52380952380952,90.4761904761905,52.3809523809524,47.6190476190476,0,0,0,0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,0,1,0,0,0,11.1111111111111,12,12,0,0,0,1,0,0,0,8.33333333333333,20,95.2380952380952,6,6,1,14,6,30,0,"University of Chicago-Mathematics","(11,17]",6,34,3,3,0.0882352941176471,0.0882352941176471,6,14,0,14,40,35,0.2143,0.2143,0,0.2143,0,14,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,21,9,12,21,21,19,9,9,8,12,12,11,100,100,100,1,0,0,1,1,0,0,0,0,1,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48de1f-38d33a-5f","Stanford University","Chemistry","Stanford University-Chemistry","treatment",11,11,1,0,1,0,3,8,8,2,9.09090909090909,0,9.09090909090909,0,27.2727272727273,72.7272727272727,72.7272727272727,18.1818181818182,1,0,1,0,1,4,7,0,0,0,1,0,1,0,0,0,14.2857142857143,0,14.2857142857143,0,0,0,1,0,1,1,1,6,6,1,0,1,2,16.6666666666667,0,16.6666666666667,33.3333333333333,5,5,0,0,0,1,0,0,0,20,11,100,24.5454545454545,22,5,59,0,0,1,"Stanford University-Chemistry","(3,5]",3,26,2,6,0.0769230769230769,0.230769230769231,5,4,0,2,40,25,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,5,5,11,10,8,6,5,4,5,5,4,90.9090909090909,83.3333333333333,100,1,1,0,1,1,0,0,1,0,1,1,100,1,2.47933884297521,0,0,0,0,0,0,0,0,2.47933884297521,0,0,6.61157024793388,1,1
"490950-470362-c6","University of Connecticut","Mechanical Engineering","University of Connecticut-Mechanical Engineering","treatment",9,9,1,0,1,0,0,9,4,4,11.1111111111111,0,11.1111111111111,0,0,100,44.4444444444444,44.4444444444444,1,0,1,0,0,3,4,0,0,1,0,1,0,0,0,33.3333333333333,0,33.3333333333333,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,1,0,1,0,11.1111111111111,0,11.1111111111111,0,7,77.7777777777778,21.5714285714286,18,5,39,0,0,1,"University of Connecticut-Mechanical Engineering","[0,1]",4,30,1,5,0.0333333333333333,0.166666666666667,64,56,0,2,40,23,0.5,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,8,9,8,9,0,0,0,9,8,9,88.8888888888889,0,88.8888888888889,1,0,1,0,1,0,0,0,1,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,11.1111111111111,1,1
"492742-80af2f-ec","University of Texas at El Paso","Mathematics","University of Texas at El Paso-Mathematics","control",13,13,2,0,2,0,0,13,7,4,15.3846153846154,0,15.3846153846154,0,0,100,53.8461538461538,30.7692307692308,1,0,1,0,0,2,8,0,0,0,2,0,2,0,0,0,25,0,25,0,0,0,1,0,1,1,1,8,8,1,0,1,0,12.5,0,12.5,0,5,5,1,0,1,0,20,0,20,0,10,76.9230769230769,29,29.5,6,49,0,0,0,"University of Texas at El Paso-Mathematics","[0,1]",2,27,5,5,0.185185185185185,0.185185185185185,144,142,0,2,40,19,0.5,0.5,0,0.5,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11,7,4,13,11,13,8,7,8,5,4,5,84.6153846153846,87.5,80,1,1,1,1,1,0,0,1,1,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,15.3846153846154,2,1
"493e5d-41dfc0-da","Case Western Reserve University","Mathematics","Case Western Reserve University-Mathematics","treatment",26,26,5,1,4,0,6,20,11,10,19.2307692307692,3.84615384615385,15.3846153846154,0,23.0769230769231,76.9230769230769,42.3076923076923,38.4615384615385,1,1,1,0,1,7,12,0,1,2,0,2,1,0,8.33333333333333,28.5714285714286,0,28.5714285714286,8.33333333333333,0,1,1,0,1,1,1,1,12,12,2,0,2,2,16.6666666666667,0,16.6666666666667,16.6666666666667,14,14,3,1,2,4,21.4285714285714,7.14285714285714,14.2857142857143,28.5714285714286,19,73.0769230769231,12.8,6,2,46,9,47.3684210526316,1,"Case Western Reserve University-Mathematics","(3,5]",5,21,1,8,0.0476190476190476,0.380952380952381,82,51,0,2,40,29,1,0.5,0.5,0,0,2,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,21,10,11,25,22,20,12,10,10,13,12,10,80.7692307692308,83.3333333333333,78.5714285714286,1,1,1,1,1,0,1,1,1,1,1,100,1,4.43786982248521,1,1,0.887573964497041,0,0,2.95857988165681,1,1,3.55029585798817,1,1,11.8343195266272,3,1
"499b04-4182d3-42","Arizona State University","Physics","Arizona State University-Physics","treatment",4,4,0,0,0,0,0,4,2,2,0,0,0,0,0,100,50,50,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,75,27.3333333333333,22,18,42,0,0,1,"Arizona State University-Physics","(3,5]",3,53,5,10,0.0943396226415094,0.188679245283019,50,85,0,5,40,34,0.2,0,0,0,0,5,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,3,1,4,4,4,3,3,3,1,1,1,100,100,100,1,0,0,1,1,0,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4a2e75-4f973e-4c","Johns Hopkins University","Mechanical Engineering","Johns Hopkins University-Mechanical Engineering","control",2,2,0,0,0,0,1,1,1,1,0,0,0,0,50,50,50,50,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,1,50,17,17,17,17,0,0,0,"Johns Hopkins University-Mechanical Engineering","(1,3]",1,28,2,7,0.0714285714285714,0.25,15,10,0,3,40,63,0.3333,0,0,0,0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,2,1,2,2,1,0,0,0,100,100,0,1,0,0,1,0,0,0,0,0,1,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4a9620-d2ce55-f1","Montana State University","Computer Science","Montana State University-Computer Science","control",11,11,0,0,0,0,0,11,9,2,0,0,0,0,0,100,81.8181818181818,18.1818181818182,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,81.8181818181818,11.375,7.5,3,36,1,11.1111111111111,0,"Montana State University-Computer Science","[0,1]",5,12,1,4,0.0833333333333333,0.333333333333333,137,141,0,2,40,11,0.5,0.5,0,0.5,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11,8,3,11,11,11,8,8,8,3,3,3,100,100,100,1,0,0,1,1,0,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4accde-ee77d8-d7","New York University","Mathematics","New York University-Mathematics","control",18,18,1,1,0,0,2,16,11,6,5.55555555555556,5.55555555555556,0,0,11.1111111111111,88.8888888888889,61.1111111111111,33.3333333333333,1,1,0,0,1,3,12,0,1,0,0,0,1,0,8.33333333333333,0,0,0,8.33333333333333,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18,18,1,1,0,2,5.55555555555556,5.55555555555556,0,11.1111111111111,17,94.4444444444444,13.2222222222222,7,1,36,8,47.0588235294118,0,"New York University-Mathematics","(7,11]",1,68,0,9,0,0.132352941176471,9,35,0,10,40,34,0.2,0.2,0.1,0.1,0,10,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,17,17,18,16,0,0,0,17,18,16,94.4444444444444,0,94.4444444444444,1,0,1,0,1,0,1,0,0,0,1,100,1,0.617283950617284,0,0,0.617283950617284,0,0,4.93827160493827,1,1,0,0,0,0,0,0
"4ad761-b836b4-56","New York University","Physics","New York University-Physics","treatment",17,17,0,0,0,0,3,14,12,5,0,0,0,0,17.6470588235294,82.3529411764706,70.5882352941177,29.4117647058824,0,0,0,0,1,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,10,0,0,0,2,0,0,0,20,7,7,0,0,0,1,0,0,0,14.2857142857143,17,100,10.3529411764706,5,2,34,0,0,1,"New York University-Physics","(5,7]",5,41,1,7,0.024390243902439,0.170731707317073,30,35,0,2,40,44,0,0,0,0,0,2,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17,10,7,17,17,14,10,10,8,7,7,6,100,100,100,1,0,0,1,1,0,0,0,0,1,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4af28c-9a7af5-27","University of Michigan","Computer Science","University of Michigan-Computer Science","treatment",3,3,0,0,0,0,2,1,2,1,0,0,0,0,66.6666666666667,33.3333333333333,66.6666666666667,33.3333333333333,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,66.6666666666667,3,100,21,24,12,27,0,0,1,"University of Michigan-Computer Science","(7,11]",8,107,6,23,0.0560747663551402,0.214953271028037,11,21,0,10,40,35,0.2143,0,0,0,0,14,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,3,3,3,1,0,0,0,3,3,1,100,0,100,1,0,0,0,1,0,0,0,0,0,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4af734-69f58a-6f","Purdue University","Mathematics","Purdue University-Mathematics","treatment",12,12,2,0,2,0,4,8,4,6,16.6666666666667,0,16.6666666666667,0,33.3333333333333,66.6666666666667,33.3333333333333,50,1,0,1,0,1,10,1,0,0,2,0,2,0,0,0,20,0,20,0,0,0,1,0,1,0,1,1,11,11,2,0,2,3,18.1818181818182,0,18.1818181818182,27.2727272727273,1,1,0,0,0,1,0,0,0,100,11,91.6666666666667,8.81818181818182,8,2,23,0,0,1,"Purdue University-Mathematics","(5,7]",8,67,5,12,0.0746268656716418,0.17910447761194,39,45,0,5,40,41,0.1111,0.1111,0,0.1111,0,9,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,9,1,12,10,8,11,9,8,1,1,0,83.3333333333333,81.8181818181818,100,1,1,0,1,1,0,0,1,0,1,1,100,1,5.55555555555555,1,1,0,0,0,0,0,0,5.55555555555555,1,1,11.1111111111111,1,1
"4b26be-bb33f4-36","University of Missouri","Mathematics","University of Missouri-Mathematics","control",2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,100,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,2,2,2,2,0,0,0,"University of Missouri-Mathematics","(3,5]",10,28,0,3,0,0.107142857142857,79,98,0,6,40,32,0,0,0,0,0,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,2,2,2,2,2,0,0,0,100,100,0,1,0,0,1,0,0,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4b2bd4-c18c0d-37","University of Southern California","Physics","University of Southern California-Physics","treatment",22,22,3,0,3,0,11,11,12,7,13.6363636363636,0,13.6363636363636,0,50,50,54.5454545454545,31.8181818181818,1,0,1,0,1,12,6,0,0,2,0,2,0,0,0,16.6666666666667,0,16.6666666666667,0,0,0,1,0,1,0,1,1,12,12,0,0,0,6,0,0,0,50,10,10,3,0,3,5,30,0,30,50,18,81.8181818181818,14.6111111111111,14.5,3,43,0,0,1,"University of Southern California-Physics","(1,3]",1,25,0,5,0,0.2,65,31,0,2,40,33,0.5,0,0,0,0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19,12,7,22,19,11,12,12,6,10,7,5,86.3636363636364,100,70,1,0,1,1,1,0,0,0,1,1,1,100,1,6.81818181818182,2,1,0,0,0,0,0,0,6.81818181818182,2,1,6.81818181818182,2,1
"4b70d8-9e9526-d4","University of North Carolina at Chapel Hill","Chemistry","University of North Carolina at Chapel Hill-Chemistry","control",29,29,5,4,1,0,12,17,17,7,17.2413793103448,13.7931034482759,3.44827586206897,0,41.3793103448276,58.6206896551724,58.6206896551724,24.1379310344828,1,1,1,0,1,6,21,1,3,1,0,2,3,16.6666666666667,14.2857142857143,16.6666666666667,0,33.3333333333333,14.2857142857143,1,1,1,0,1,1,1,1,3,3,0,0,0,1,0,0,0,33.3333333333333,26,26,5,4,1,11,19.2307692307692,15.3846153846154,3.84615384615385,42.3076923076923,27,93.1034482758621,18.6153846153846,19,6,39,14,51.8518518518518,0,"University of North Carolina at Chapel Hill-Chemistry","(5,7]",7,41,1,12,0.024390243902439,0.292682926829268,16,23,0,2,40,25,0,0,0,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,3,21,25,28,17,3,3,2,22,25,15,82.7586206896552,100,80.7692307692308,1,0,1,1,1,0,1,0,1,1,1,100,1,7.13436385255648,2,1,5.70749108204518,2,1,8.08561236623068,2,1,1.4268727705113,0,0,2.02140309155767,1,1
"4bbd09-318fdc-bb","University of Southern California","Physics","University of Southern California-Physics","treatment",22,22,1,1,0,0,3,19,13,8,4.54545454545455,4.54545454545455,0,0,13.6363636363636,86.3636363636364,59.0909090909091,36.3636363636364,1,1,0,0,1,11,8,1,0,0,0,1,0,9.09090909090909,0,0,0,9.09090909090909,0,1,0,0,0,1,0,1,1,11,11,0,0,0,2,0,0,0,18.1818181818182,11,11,1,1,0,1,9.09090909090909,9.09090909090909,0,9.09090909090909,21,95.4545454545455,7.11764705882353,4,1,29,4,19.047619047619,1,"University of Southern California-Physics","(1,3]",1,25,0,5,0,0.2,65,31,0,2,40,33,0.5,0,0,0,0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,21,11,10,21,22,19,11,11,9,10,11,10,95.4545454545455,100,90.9090909090909,1,0,1,1,1,0,1,0,0,1,1,100,1,0.619834710743802,0,0,0.619834710743802,0,0,3.92561983471074,1,1,0,0,0,0,0,0
"4bd2df-49b63f-ee","University of Houston","Mathematics","University of Houston-Mathematics","treatment",4,4,1,0,1,0,0,4,3,0,25,0,25,0,0,100,75,0,1,0,1,0,0,3,1,0,0,1,0,1,0,0,0,33.3333333333333,0,33.3333333333333,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1,0,25,0,25,0,4,100,10.75,9,6,19,0,0,1,"University of Houston-Mathematics","(7,11]",1,49,0,8,0,0.163265306122449,97,102,0,7,40,28,0,0,0,0,0,7,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,4,3,4,0,0,0,4,3,4,75,0,75,1,0,1,0,1,0,0,0,1,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1
"4bd403-684855-d3","Boston University","Physics","Boston University-Physics","control",26,26,0,0,0,0,7,19,15,11,0,0,0,0,26.9230769230769,73.0769230769231,57.6923076923077,42.3076923076923,0,0,0,0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,0,3,0,0,0,33.3333333333333,17,17,0,0,0,4,0,0,0,23.5294117647059,23,88.4615384615385,16.5217391304348,9,1,51,0,0,0,"Boston University-Physics","(5,7]",5,37,1,5,0.027027027027027,0.135135135135135,38,43,0,3,40,46,0.6667,0,0,0,0,3,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,26,9,17,26,26,19,9,9,6,17,17,13,100,100,100,1,0,0,1,1,0,0,0,0,1,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4be1b8-32de38-14","Virginia Tech","Physics","Virginia Tech-Physics","control",14,14,3,1,2,0,4,10,10,1,21.4285714285714,7.14285714285714,14.2857142857143,0,28.5714285714286,71.4285714285714,71.4285714285714,7.14285714285714,1,1,1,0,1,10,1,0,0,1,0,1,0,0,0,10,0,10,0,0,0,1,0,1,0,1,1,6,6,1,0,1,0,16.6666666666667,0,16.6666666666667,0,8,8,2,1,1,4,25,12.5,12.5,50,12,85.7142857142857,6.72727272727273,6,1,16,1,8.33333333333333,0,"Virginia Tech-Physics","(3,5]",1,43,0,7,0,0.162790697674419,54,50,0,6,40,35,0,0,0,0,0,9,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11,5,6,13,12,10,6,5,6,7,7,4,78.5714285714286,83.3333333333333,75,1,1,1,1,1,0,1,1,1,0,1,100,1,6.12244897959184,1,1,2.04081632653061,0,0,5.10204081632653,1,1,4.08163265306122,1,1,10.2040816326531,1,1
"4bedcf-1da5da-cb","Old Dominion University","Chemistry","Old Dominion University-Chemistry","treatment",34,34,2,0,2,0,7,27,24,8,5.88235294117647,0,5.88235294117647,0,20.5882352941176,79.4117647058823,70.5882352941177,23.5294117647059,1,0,1,0,1,6,18,0,0,0,2,0,2,0,0,0,11.1111111111111,0,11.1111111111111,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,33,33,2,0,2,7,6.06060606060606,0,6.06060606060606,21.2121212121212,26,76.4705882352941,18,10.5,1,44,12,46.1538461538462,1,"Old Dominion University-Chemistry","[0,1]",9,17,1,5,0.0588235294117647,0.294117647058824,140,139,0,1,40,24,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,1,31,34,32,27,1,1,1,33,31,26,94.1176470588235,100,93.9393939393939,1,0,1,1,1,0,0,0,1,0,1,100,1,1.21107266435986,0,0,0,0,0,0,0,0,1.21107266435986,0,0,4.67128027681661,2,1
"4bfad5-cf18b6-b5","University of Florida","Physics","University of Florida-Physics","control",15,15,0,0,0,0,0,15,10,5,0,0,0,0,0,100,66.6666666666667,33.3333333333333,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,100,20,11.5,2,45,1,6.66666666666667,0,"University of Florida-Physics","(3,5]",7,45,1,6,0.0222222222222222,0.133333333333333,41,30,0,5,40,47,0,0,0,0,0,10,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,15,0,15,15,15,15,15,15,0,0,0,100,100,0,1,0,0,1,0,0,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4c1dab-50f7ce-aa","Ohio State University","Physics","Ohio State University-Physics","treatment",16,16,0,0,0,0,3,13,10,6,0,0,0,0,18.75,81.25,62.5,37.5,0,0,0,0,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,15,15,0,0,0,3,0,0,0,20,13,81.25,28.1538461538462,18,11,62,0,0,1,"Ohio State University-Physics","(7,11]",4,56,1,9,0.0178571428571429,0.160714285714286,31,44,0,6,40,42,0.0196,0,0,0,0,51,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16,1,15,16,16,13,1,1,1,15,15,12,100,100,100,1,0,0,1,1,0,0,0,0,0,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4c4754-3aedd1-85","University of Maryland, College Park","Mathematics","University of Maryland, College Park-Mathematics","control",21,21,4,0,4,0,2,19,7,10,19.047619047619,0,19.047619047619,0,9.52380952380952,90.4761904761905,33.3333333333333,47.6190476190476,1,0,1,0,1,11,8,0,0,2,2,2,2,0,0,18.1818181818182,25,18.1818181818182,25,0,0,1,1,1,1,1,1,10,10,0,0,0,2,0,0,0,20,11,11,4,0,4,0,36.3636363636364,0,36.3636363636364,0,20,95.2380952380952,10.8823529411765,7,1,34,3,15,0,"University of Maryland, College Park-Mathematics","(11,17]",3,60,2,5,0.0333333333333333,0.0833333333333333,26,46,0,16,40,39,0,0.0417,0,0.0417,0,24,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,17,10,7,21,17,19,10,10,8,11,7,11,80.9523809523809,100,63.6363636363636,1,0,1,1,1,0,0,0,1,1,0,100,1,1.8140589569161,0,0,0,0,0,0,0,0,1.8140589569161,0,0,17.2335600907029,4,1
"4c8a9e-450686-4c","Indiana University Bloomington","Mathematics","Indiana University Bloomington-Mathematics","treatment",9,9,0,0,0,0,0,9,8,1,0,0,0,0,0,100,88.8888888888889,11.1111111111111,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,8,88.8888888888889,19.8571428571429,24,3,47,1,12.5,1,"Indiana University Bloomington-Mathematics","(7,11]",7,36,0,4,0,0.111111111111111,35,68,0,4,40,41,0.5,0.5,0,0.5,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,6,9,9,9,3,3,3,6,6,6,100,100,100,1,0,0,1,1,0,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4c9d90-bc4a87-4b","Cornell University","Computer Science","Cornell University-Computer Science","control",9,9,1,0,1,0,2,7,8,0,11.1111111111111,0,11.1111111111111,0,22.2222222222222,77.7777777777778,88.8888888888889,0,1,0,1,0,1,9,0,0,0,1,0,1,0,0,0,11.1111111111111,0,11.1111111111111,0,0,0,1,0,1,0,1,0,9,9,1,0,1,2,11.1111111111111,0,11.1111111111111,22.2222222222222,0,0,0,0,0,0,0,0,0,0,9,100,5.33333333333333,5,3,10,0,0,0,"Cornell University-Computer Science","(7,11]",7,66,2,16,0.0303030303030303,0.242424242424242,6,13,0,8,40,34,0.375,0.125,0,0.125,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,8,0,9,8,7,9,8,7,0,0,0,88.8888888888889,88.8888888888889,0,1,1,0,1,0,0,0,1,0,1,0,100,1,2.46913580246914,0,0,0,0,0,0,0,0,2.46913580246914,0,0,8.64197530864198,1,1
