seminar_id,university,discipline,seminar_name,treatment,clicked,num_click_sources
a3e911-55a010-dd,Carnegie Mellon University,Computer Science,Principles of Programming Seminar,0,1,1
a41714-3d989b-a0,Wayne State University,Computer Science,CS Seminar,0,1,1
a424e9-cbf2fe-e2,University of Alabama,Mathematics,Applied Math Seminar,0,0,0
a43131-f167c3-e8,University of Georgia,Mathematics,Topology,1,0,0
a47318-b1b4f9-4f,University of Texas at Dallas,Mathematics,Algebra and Combinatorics Seminar,1,1,1
a4a3a6-a63ecd-6a,Brown University,Mathematics,Combinatorics Seminar,0,0,0
a4cc96-3a4fcd-87,Johns Hopkins University,Mechanical Engineering,Environmental and Applied Fluid Mechanics Seminar Series (CEAFM),0,0,0
a4db6c-5f221e-51,University of Texas at Dallas,Chemistry,Department Seminar Series,0,0,0
a4f3b3-216f2e-9e,"Graduate Center, CUNY",Mathematics,Kolchin Seminar in Differential Algebra,1,1,1
a50955-0eccf9-9b,"University of California, Riverside",Chemistry,CHEM 250 Seminar,1,0,0
a515b8-c69bee-22,"University of California, Berkeley",Mathematics,Combinatorics Seminar,1,1,1
a5680d-f44328-c3,"University of California, San Diego",Mechanical Engineering,Energy: Joint Mechanical & Aerospace Engineering Dept & Center for Energy Research,0,1,1
a587a6-565588-70,Rutgers University-New Brunswick,Mathematics,Lie Group/Quantum Mathematics Seminar,0,1,1
a5987b-0dc13f-94,California Institute of Technology,Chemistry,CCE Seminars: Organic Chemistry Seminar,0,1,2
a5a6ab-bdb564-e6,Florida State University,Chemistry,Departmental Seminar,0,1,1
a61434-2e4287-f4,Columbia University,Mathematics,Informal Complex Geometry and PDE,1,0,0
a66aec-c6eeaf-57,Rice University,Mathematics,RTG Seminar,1,0,0
a67823-9e13a0-05,Tufts University,Mathematics,Ergodic and Dynamical Systems Seminar,0,1,1
a68b20-2b1a3e-b6,"Graduate Center, CUNY",Mathematics,Nonlinear Analysis Seminar,1,0,0
a692bb-accbaf-38,Louisiana State University,Chemistry,Organic Seminar,1,1,1
a6ae3c-9eebd9-3e,"University of California, Los Angeles",Mathematics,Functional Analysis Seminar,0,0,0
a6dc14-dfb760-a7,University of Michigan,Mathematics,Algebraic Geometry Learning Seminar,1,1,1
a717e0-9977cf-a3,University at Buffalo,Mathematics,Geometry and Topology Seminar,0,1,1
a73341-50e535-78,Temple University,Mathematics,Geometry and Topology Seminar,0,1,1
a7924a-b6a6a3-a6,Georgia Institute of Technology,Mechanical Engineering,COE/Structural Mechanics Seminar,0,1,1
a7f0f5-de25f2-3b,Ohio State University,Mathematics,Ergodic Theory,1,0,0
a8463d-b804a0-55,Louisiana State University,Mathematics,Applied Analysis Seminar,1,1,1
a881c1-febdd1-39,Louisiana State University,Mathematics,Probability Seminar,1,1,1
a8ad26-62426b-bb,Kansas State University,Physics,AMO Seminars,1,1,2
a8c68b-d20375-ee,"University of Maryland, College Park",Mathematics,Norbert Wiener Center Seminar,0,1,1
a94eed-d22c7a-3e,"University of California, Los Angeles",Mathematics,Participating Analysis Seminar,0,0,0
a95938-ecfa92-b1,Georgia State University,Chemistry,Chemistry Seminar Series,0,0,0
a98713-91c200-21,Wayne State University,Mathematics,Algebra Seminar,0,1,1
a9a63a-9b0ca5-79,George Mason University,Mathematics,CMAI (Center for Mathematics and Artificial Intelligence) Colloquium,0,0,0
a9c94f-989de5-4e,University of Pennsylvania,Chemistry,Inorganic Chemistry Seminars,1,1,1
a9dcf6-50da4f-67,Purdue University,Mathematics,Geometry and Geometric Analysis Seminar,1,1,1
a9de72-b06fbc-62,University of South Florida,Chemistry,Organic Chemistry Colloquium,0,1,1
a9f288-c84ed6-9e,Northwestern University,Mathematics,Geometry/Physics Seminar,1,0,0
aa03a2-594fb3-26,"University of California, Davis",Mathematics,Colloquium,0,1,1
aa51ec-d06624-43,North Carolina State University,Physics,CMB Seminar,0,1,1
aa6aa6-44abcc-dc,"University of California, Berkeley",Mathematics,Harmonic Analysis and Differential Equations Seminar,1,1,1
aa7cf7-8fb7fe-93,"University of California, Irvine",Mathematics,Combinatorics and Probability Seminar,0,1,1
aa9a1f-0ccbcd-fa,Massachusetts Institute of Technology,Mathematics,Applied Mathematics Colloquium,0,1,1
aaff07-b68a80-f2,Virginia Commonwealth University,Mechanical Engineering,Seminars,1,0,0
ab1a5b-0a633b-fc,University of Michigan,Mathematics,Algebraic Geometry Seminars,1,1,1
ab4ac2-ac78c6-2b,Duke University,Mathematics,Probability Seminar,0,0,0
ab4d7f-6506ca-f6,Massachusetts Institute of Technology,Chemistry,Chemical Biology Seminars,1,0,0
ab4e9d-52f894-97,"University of Nevada, Reno",Mathematics,Colloquium,1,0,0
ab5b4e-4221d6-e8,"University of California, Los Angeles",Mathematics,Combinatorics Seminar,0,0,0
ab72ad-fe0769-8d,University of Utah,Computer Science,Seminars,1,1,1
ab89a7-a8e628-1a,Columbia University,Mathematics,Analysis Seminar,1,1,1
abb873-dc3dd8-eb,University of Minnesota,Mathematics,Commutative Algebra & Algebraic Geometry Seminar,1,1,1
ac530a-4b1327-25,University of Kentucky,Physics,String Seminars,0,0,0
ac90d5-0efae8-e0,Kansas State University,Mathematics,Combinatorics Seminar,1,1,1
ac954d-8f3d91-cf,University of South Carolina,Mathematics,RTG Seminars on Data Science,0,1,1
ac9f50-100f05-13,Michigan State University,Mathematics,Cluster Algebras,0,1,2
acd58d-ff3e9f-9d,Michigan State University,Mathematics,Probability Seminar,0,1,2
ad6384-8a3e57-ec,Massachusetts Institute of Technology,Physics,Chez Pierre Seminar Series,1,1,2
adf7f5-75af74-d9,"University of California, Irvine",Mathematics,Number Theory Seminar,0,1,1
ae42f6-b61c0f-df,Kansas State University,Mathematics,Analysis Seminar,1,1,1
ae4ec7-9ec772-a7,University of Illinois Urbana-Champaign,Physics,Astronomy Colloquium and Seminars,1,1,2
ae934f-104f9e-3e,University of Delaware,Physics,Fluids and Plasma Seminar,1,0,0
aeac91-ff22e5-0f,Kent State University,Physics,Physics Colloquium,0,1,1
aed7a8-b70d7e-ce,New York University,Mathematics,Algebraic Geometry Seminar,0,0,0
aef5f9-0d5cd2-1d,University of Kansas,Chemistry,Analytical Seminars,0,1,1
af1460-826c08-0e,Georgia Institute of Technology,Physics,Soft Condensed Matter Seminar,1,1,1
af3844-951c38-71,University of Chicago,Mathematics,Geometric Analysis Seminar,0,1,1
af45b1-443860-df,University of Nebraska-Lincoln,Physics,Colloquia,1,0,0
af51ae-d92723-a1,Emory University,Physics,Physics Department Colloquium,0,0,0
af569e-da84d9-4a,University of Kentucky,Physics,Physics Colloquia,0,0,0
af6b42-972c4b-19,Washington University in St. Louis,Chemistry,Chemistry Seminars,1,1,1
af89ff-7ede2e-96,University of Washington,Mathematics,Colloquia,1,1,1
afba9e-31642c-f5,University of Tennessee,Computer Science,EECS Seminar,0,0,0
afe312-a22bbc-f8,Vanderbilt University,Chemistry,Colloquium Schedule,1,0,0
aff408-0cd9a5-42,Stony Brook University,Computer Science,Seminar,0,1,1
aff580-acc8c6-db,Massachusetts Institute of Technology,Mathematics,Geometry and Topology Seminar,0,1,1
b02679-21eb6a-dc,Stanford University,Chemistry,Organic Chemistry Seminar,1,1,1
b04b3f-df2ff3-a8,University of Wisconsin-Milwaukee,Physics,Physics Colloquium,0,0,0
b05863-83eaeb-5d,University of Wisconsin-Madison,Physics,R.G. Herb Condensed Matter Seminar,0,1,1
b07d29-39a9fe-38,Pennsylvania State University,Mathematics,Theoretical Biology Seminar,0,0,0
b08a08-4c30f0-4b,Ohio State University,Physics,Biophysics Seminar,1,0,0
b0d500-f9450d-78,Washington University in St. Louis,Physics,Space Sciences/Astrophysics Seminar,0,1,2
b0da10-512276-fb,California Institute of Technology,Computer Science,Keller Colloquium in Computing + Mathematical Sciences,0,0,0
b0ef3e-af0204-25,University of Illinois Urbana-Champaign,Physics,Mathematical and Theoretical Physics Seminar,1,1,2
b15db7-7882c3-ac,University of Illinois Urbana-Champaign,Physics,Theoretical Biophysics Seminar,1,1,2
b15f4a-3e1ccd-c0,Case Western Reserve University,Mathematics,MAMS Colloquium Series,1,0,0
b18888-d6a9dc-51,Pennsylvania State University,Physics,Condensed Atomic Molecula Physics Seminar,0,0,0
b1f648-7ad346-5f,"University of California, Los Angeles",Chemistry,Bristol-Myers Squibb Lecture,1,0,0
b20aff-acb6d9-d4,"University of California, Los Angeles",Mathematics,Applied Math Colloquium,0,0,0
b2406c-f92ce3-46,Michigan State University,Chemistry,Analytical Chemistry Seminar,1,1,1
b24f9f-2e9316-7c,University of Wisconsin-Madison,Physics,Theory Seminar,0,0,0
b2a072-e7887b-4f,University of Minnesota,Mechanical Engineering,Departmental Seminar,1,0,0
b2cac7-ec74e5-79,Princeton University,Chemistry,Theoretical Chemistry,1,1,1
b2def7-84b75a-1c,University of Texas at Austin,Physics,Colloquia,1,1,2
b2fa90-bb460d-1f,University of Delaware,Physics,AMO Seminar,1,0,0
b313ae-e81dfc-f9,Brown University,Mathematics,Scientific Computing Seminar,0,1,1
b327d5-21c725-3c,Michigan State University,Mathematics,TDA Seminar,0,1,2
b34096-35a864-a4,Massachusetts Institute of Technology,Physics,String/Gravity Theory Seminar,1,1,2
b38af2-032c35-49,Temple University,Mathematics,Applied Mathematics and Scientific Computing Seminar,0,1,1
b397cb-18a17a-8b,Massachusetts Institute of Technology,Mathematics,Physical Mathematics Seminar,0,1,1
b3bd89-7da04f-e8,Boston University,Chemistry,MSE Colloquium Series,1,1,1
b3c3e0-7e1cba-22,University of Virginia,Mathematics,Colloquium,0,0,0
b3daee-d4244e-89,University of Southern Mississippi,Chemistry,Chemistry and Biochemistry Seminars,0,1,2
b3ea91-dae8b5-33,California Institute of Technology,Mathematics,Geometry & Topology Seminars,0,1,1
b40cd7-211a41-df,University of Michigan,Mathematics,MCAIM (Michigan Center for Applied and Interdisciplinary Mathematics) Colloquium,1,1,2
b4948d-b66a2e-08,Texas Tech University,Mathematics,Colloquia,0,1,1
b4b0f1-97c1eb-c4,"University of Maryland, College Park",Mathematics,Informal Geometric Analysis Seminar,0,1,1
b4d92a-21f5c5-03,Johns Hopkins University,Computer Science,Department Seminar Series,0,1,1
b53ea0-de54ad-4f,University of Michigan,Computer Science,Artificial Intelligence Seminars,1,1,1
b53fb6-d7b4f4-10,Wayne State University,Mechanical Engineering,ECE Seminar,0,0,0
b56932-40061b-5f,University of North Texas,Chemistry,Seminar,0,0,0
b59298-a43d5b-db,Stony Brook University,Mathematics,Dynamical Systems Seminar,0,1,1
b5e09b-b7c821-3a,Oregon State University,Mathematics,Algebra and Number Theory Seminar,1,0,0
b604a4-14f085-5d,University of Connecticut,Mathematics,S.I.G.M.A. Seminar,1,0,0
b617ce-939010-b5,University of Colorado Boulder,Mathematics,Algebra/Logic Seminar,0,1,1
b634ab-d0dd15-c4,University of Illinois Urbana-Champaign,Chemistry,Physical Chemistry Seminar,0,0,0
b6361f-a482ec-58,University of Michigan,Computer Science,CSE Seminars,1,1,1
b6aa16-4a7d6e-fa,Oregon State University,Physics,Solid State Seminar,0,1,1
b6be6f-864927-7a,"University at Albany, SUNY",Mathematics,Applied Topology in Albany (ATiA) Seminar,0,1,1
b6d039-5603d4-f2,Emory University,Mathematics,Discrete Analysis Seminar,1,1,1
b72041-c46e1f-c4,University of South Carolina,Mathematics,Department Colloquiua,0,0,0
b75943-28abc3-cf,University of Pennsylvania,Chemistry,Biological Chemistry Seminars,1,1,2
b75cef-76f2b7-79,University of Notre Dame,Chemistry,Chemistry-Biochemistry-Biology Interface Seminars,1,1,1
b78c74-4137f2-14,Massachusetts Institute of Technology,Mathematics,Probability Seminar,0,1,1
b79160-f421e2-a3,University of Southern California,Computer Science,Colloquium Series,0,1,1
b7940c-413458-a1,"University of California, Irvine",Mathematics,Applied and Computational Mathematics Seminar,0,1,1
b7bafc-074bbd-f3,Michigan State University,Chemistry,Physical Chemistry Seminar,1,1,1
b7da14-16815b-14,University of Washington,Chemistry,Seminars,0,1,1
b85c07-52d94e-4c,University at Buffalo,Mechanical Engineering,MAE Seminar Series,0,1,1
b87638-7220d8-ca,University of Colorado Boulder,Mathematics,Algebraic Geometry Seminar,0,0,0
b8a5d0-789810-39,University at Buffalo,Mathematics,Algebra Seminar,0,1,1
b8ea64-5c827e-47,University of Houston,Mathematics,Statistics Seminar,1,0,0
b919d7-744f19-ae,"University of California, San Diego",Mathematics,Colloquium,1,0,0
b93e2d-f2afcb-8c,Princeton University,Computer Science,Colloquium Series,1,1,1
b944e0-41eaf3-f7,University of Wisconsin-Madison,Physics,"Network in Neutrinos, Nuclear Astrophysics and Symmetries Seminar",0,0,0
ba07aa-aba3a1-6c,Columbia University,Physics,High Energy Particle Seminars (HEP),1,1,1
ba16ae-0ace16-fc,"University of California, Irvine",Mathematics,Differential Geometry Seminar,0,1,1
ba278d-97f08d-79,Binghamton University,Mathematics,Analysis Seminar,0,0,0
ba2f65-3f1c6d-f8,Texas A&M University,Mechanical Engineering,MEEN J. Mike Walker Seminar Series,1,0,0
ba4bfc-098dfe-59,Ohio State University,Mathematics,Analysis Operator and Theory Seminar,1,0,0
ba9178-cc0858-e1,Old Dominion University,Physics,Nuclear Physics Seminar,0,1,1
ba93a0-0672fb-ba,North Carolina State University,Chemistry,Analytical Chemistry Seminar Series,0,1,1
baab16-d8578e-b4,Syracuse University,Physics,Physics Colloquia,1,0,0
bac0f6-0ea93e-c6,University of Arizona,Computer Science,Colloquia,1,1,1
baee54-2350e8-48,Texas A&M University,Mechanical Engineering,MEEN Fowler Distinguished Lecture Series,1,0,0
baf0b9-4945ff-ca,Stanford University,Mathematics,Applied Math Seminar,1,0,0
bafa9d-6d1566-34,"University of Maryland, Baltimore County",Mathematics,Optimization Seminars,1,0,0
bb0883-9c74d8-d3,University of Texas at Austin,Mathematics,Analysis Seminar,0,1,2
bb1ed0-572699-11,University of New Hampshire,Chemistry,Chemical Engineering and Bioengineering Seminar Series,1,0,0
bb54f0-cdf53a-bb,University of Texas at Arlington,Mathematics,Stats and Data Science Seminars,0,0,0
bb6593-009c0c-d9,University of Colorado Boulder,Mathematics,Lie Theory Seminar,0,0,0
bb708b-4f48e0-e5,Tufts University,Mathematics,"Algebra, Geometry and Number Theory Seminar",0,0,0
bb802d-722d1b-21,Vanderbilt University,Mathematics,Number Theory Seminar,0,0,0
bb88f4-435527-7c,Rutgers University-New Brunswick,Mathematics,Statistical Mechanics Conference,0,1,1
bb9684-9c1e3c-55,University of Illinois Urbana-Champaign,Physics,IQUIST Seminar,1,1,2
bbe76d-a46ebe-83,New York University,Computer Science,Colloquium,1,0,0
bc03be-2e7f9d-e3,Cornell University,Mathematics,Scientific Computing and Numerics (SCAN) Seminar,0,1,2
bc2568-46b6c1-a7,Princeton University,Mathematics,Horizons Seminar,0,0,0
bc3874-ed15a0-38,Binghamton University,Mathematics,Algebra Seminar,0,0,0
bc5846-fa05a5-9c,University of Montana,Mathematics,Colloquia,1,1,1
bc5ad1-98277f-99,University of Louisville,Chemistry,Faculty Seminars,0,0,0
bc62e8-680ace-05,North Dakota State University,Mathematics,Mathematics Colloquium,1,0,0
bc78cf-1db9f0-e6,University of Pennsylvania,Mathematics,Geometry-Topology Seminar,0,1,1
bc9181-8ca4bb-c5,University of Florida,Physics,Condensed Matter/Biophysics Seminar,0,1,2
bca10b-1bdbb7-c2,Stanford University,Mathematics,Kiddie Colloquium,1,0,0
bd2a07-237bb4-13,George Mason University,Mathematics,Applied and Computational Mathematics Seminar,0,0,0
bd2c29-0651a1-ef,Washington State University,Mathematics,Mathematical Biology,1,1,1
bd4597-156f19-76,University of Tennessee,Mathematics,Probability Seminar,0,1,1
bd5103-e8c0a0-60,"University of California, San Diego",Mathematics,Computational and Applied Math Seminars,1,0,0
bd62e2-82a86e-49,Colorado State University,Chemistry,Analytical Seminars,1,0,0
bd94dd-977d74-55,University of Mississippi,Physics,Seminars/Colloquia,0,1,1
bd99ce-20f38e-bc,Rutgers University-New Brunswick,Physics,Seminar in Physics,0,1,2
bde811-f374b8-12,Case Western Reserve University,Physics,Particle/Astrophysics and CERCA Seminars,0,0,0
be11a1-5a14ae-d7,Pennsylvania State University,Chemistry,Chemistry Seminars,1,0,0
be171a-168eaa-d7,University of Wisconsin-Milwaukee,Mathematics,Colloquia,0,0,0
be5c50-7801d7-87,Emory University,Mathematics,Algebra Seminar,1,0,0
be70bf-684451-4a,Wayne State University,Chemistry,Organic and Biochemistry,0,0,0
be7c55-fd0fad-f8,Rutgers University-New Brunswick,Mathematics,Applied and Computational Math Seminar,0,1,1
beee17-0a7c45-e6,Georgia State University,Physics,Colloquium,0,0,0
bf1a8c-9c8b93-02,University of Alabama at Birmingham,Chemistry,Chemistry Seminar,1,0,0
bf8213-0fc894-fa,Stony Brook University,Mathematics,"Symplectic Geometry, Gauge Theory, and Low-Dimensional Topology Seminar",0,1,1
bf864a-130847-86,Tufts University,Mathematics,Analysis Seminar,0,0,0
bfc62c-1aeb6b-09,Oklahoma State University-Stillwater,Mathematics,Number Theory Seminar,0,0,0
bfd699-0d7bc9-a9,University of South Carolina,Mathematics,Discrete Math and Combinatorics Seminar,0,1,1
c017dc-96bbb1-8f,Washington University in St. Louis,Physics,Nuclear Physics Seminars,0,1,2
c02109-2cd04d-25,Pennsylvania State University,Mathematics,Applied Analysis and Probability Seminar,0,0,0
c07852-d1d5bc-bf,Washington University in St. Louis,Mathematics,Combinatorics Seminar,1,0,0
c079a1-0f99fc-a5,"University of California, San Diego",Mathematics,Geometry Seminars,1,0,0
c07d4f-a98325-91,"University of California, San Diego",Chemistry,Biochemistry Seminar,0,1,1
c0923a-a93022-4e,Louisiana State University,Mathematics,Computational Mathematics Seminar,1,1,1
c0b0d5-bde040-dc,Princeton University,Mathematics,Mathematical Physics Seminar,0,0,0
c0ccce-d5765d-42,"University of California, San Diego",Mechanical Engineering,Mechanics & Materials,0,1,1
c11378-b3a14f-b5,"University of California, Berkeley",Mathematics,HDSC Seminar,1,1,1
c11751-d9ebe4-94,Ohio University,Physics,Physics Colloquia,1,1,1
c11aac-863fb4-b6,University of Cincinnati,Mathematics,Taft Lectures,0,1,1
c11c5f-58b459-d3,Rutgers University-New Brunswick,Mathematics,Algebra Seminar,0,1,2
c12d90-47dffa-15,Princeton University,Mathematics,Topology Seminar,0,0,0
c158eb-8efb84-d5,University of Connecticut,Physics,"Particle, Astrophysics, and Nuclear Physics Seminar",1,0,0
c18a55-f4b12d-8f,Purdue University,Mathematics,Model Theory and Applications Seminar,1,1,1
c18f5b-8e156c-cc,North Carolina State University,Chemistry,Chemistry Colloquium Series,0,1,2
c190ef-b1bf31-07,Rutgers University-New Brunswick,Mathematics,DIMACS Theory of Computing Seminar,0,1,1
c19135-df3606-4b,Purdue University,Chemistry,Materials Seminar,0,0,0
c1a20f-c969f0-35,Louisiana State University,Chemistry,Chemistry Colloquium,1,1,1
c1a989-ff9525-d0,University of Utah,Mathematics,Applied Mathematics,1,0,0
c1b506-7671e3-3f,University of Michigan,Mathematics,Learning Seminar in Algebraic Combinatorics,1,1,1
c1c8c7-5f94a7-84,Washington University in St. Louis,Physics,Theory Seminar,0,1,2
c1e7be-7dff0d-b8,"University of California, Berkeley",Chemistry,CITRIS Research Exchange,1,1,1
c2515f-12671d-97,University of Arizona,Chemistry,CBC Colloquium Series,0,0,0
c25580-31a283-9c,Washington University in St. Louis,Mathematics,Analysis Seminar,1,0,0
c29066-c11806-ee,"University of Maryland, College Park",Mathematics,Geometry-Topology Seminar,0,1,2
c290ec-62caa3-39,University of Kansas,Physics,Condensed Matter Physics Seminar,0,1,1
c2a880-96e94f-12,University of Miami,Physics,Colloqium,1,0,0
c3443a-280e59-31,Stanford University,Mathematics,Number Theory Seminar,1,0,0
c34f68-b77e93-65,University of Connecticut,Mathematics,Math Club Talks,1,0,0
c378b2-4bd29c-3e,University of Wisconsin-Madison,Mathematics,SILO,0,1,1
c39e2a-88c32f-92,University of Pittsburgh,Physics,Pittsburgh Quantum Institute Distinguished Seminars in Quantum Science and Engineering,1,1,1
c3e476-86b2ed-b2,Texas A&M University,Mathematics,Algebra and Combinatorics Seminar,1,0,0
c4495f-ecde3e-00,Virginia Tech,Computer Science,Seminars and Distinguished Lectures,0,1,1
c50ba6-c44e7f-84,Stanford University,Mathematics,Department Colloquium,1,0,0
c566cb-c2fb13-c4,Michigan State University,Computer Science,CMSE Colloquium,0,1,1
c575be-725d40-77,University of Michigan,Mathematics,Applied & Interdisciplinary Mathematics,1,1,2
c5ec3e-3395ea-a3,University of Texas at Dallas,Mathematics,Statistics Seminar,1,0,0
c63769-903cf4-18,Case Western Reserve University,Mathematics,Computing and Uncertainty Analysis,1,0,0
c64475-f0dd12-5a,Mississippi State University,Mathematics,Statistics Seminar,1,0,0
c65a4f-2c5b50-8b,University of Arizona,Chemistry,Analytical Seminar,0,0,0
c679b1-dfe22a-b6,Ohio State University,Physics,Quantam Matter/Condensed Matter Seminar,1,0,0
c695df-d0159b-73,"University of California, Davis",Physics,Condensed Matter Seminar,0,0,0
c6ca2c-b9e1f2-9a,University of Colorado Boulder,Mathematics,Representation Theory Seminar,0,0,0
c6f562-e42c40-14,Brandeis University,Mathematics,Everytopic Seminar,1,0,0
c701ce-ab880c-ff,Florida International University,Mathematics,Geometry and Topology Seminar Sessions,1,1,1
c723cf-0ed1d2-4c,University of Minnesota,Physics,Physics and Astronomy Colloquia,1,0,0
c76102-f57518-7e,Indiana University Bloomington,Mathematics,PDE/Applied Math Seminar,1,1,1
c785f1-1b6214-16,University of Notre Dame,Mathematics,Algebraic Geometry Seminars,1,1,2
c79205-ff3fef-68,Emory University,Chemistry,Biochemistry Seminar Series,0,1,1
c7c39d-c90fbf-be,Duke University,Mechanical Engineering,MEMS Seminar,0,1,2
c7c489-963ffb-8a,University of Michigan,Mathematics,Financial/Actuarial Mathematics,1,1,1
c7da6e-67fd51-fd,Stony Brook University,Physics,CFNS Seminar,1,1,1
c814a9-b5a50b-72,"University of California, Santa Barbara",Mathematics,Applied Mathematics/PDE/DS Seminars,0,1,1
c87eeb-01097a-f5,Massachusetts Institute of Technology,Physics,David & Edith Harris Physics Colloquium Series,1,1,1
c89321-29c7b6-37,Purdue University,Mathematics,Probability Seminar,1,0,0
c8c193-25a082-69,Boston University,Physics,Physics Department Colloquia,0,0,0
c8d299-1ef019-ec,Kent State University,Mathematics,Measure Theory Seminar,0,0,0
c8f3ca-af7bb8-23,"University of California, Santa Cruz",Mathematics,Algebra & Number Theory Seminar,1,0,0
c90079-bd3836-2b,University of Arizona,Physics,LPL Colloquium,0,0,0
c98170-d99af0-28,Purdue University,Chemistry,Colloquium,0,0,0
c9c2ed-5d7ca7-ba,Virginia Commonwealth University,Mathematics,Geometry and Topology Seminar,1,0,0
c9ecc5-c43e11-36,George Washington University,Mathematics,Colloquium,0,1,1
c9f1e9-e851d0-22,"Graduate Center, CUNY",Mathematics,Group Theory Seminar,1,1,1
ca0b75-473d4e-ba,University of Michigan,Physics,Department of Astronomy DEI Series,1,1,1
ca1917-de0303-9f,Indiana University Bloomington,Chemistry,Inorganic,0,0,0
ca272f-0d6565-fb,"University of California, Berkeley",Chemistry,BTP/SQB Seminar,1,1,1
ca60e1-bf143f-51,Brown University,Computer Science,Department Seminars,0,0,0
ca62a8-d3802e-60,University of New Hampshire,Physics,Colloquium,0,1,1
cb333b-c7f581-e2,North Carolina State University,Mechanical Engineering,MAE Seminar Series,0,0,0
cb9070-f7eef8-b9,"University of California, Berkeley",Chemistry,CBE Colloquium,1,1,1
cb9dd1-f33421-ce,Carnegie Mellon University,Mathematics,Model Theory Seminars,1,0,0
cba51e-b171b5-49,Georgia Institute of Technology,Chemistry,Physical Chemistry Seminar,1,1,1
cbb328-7f3a63-26,"University of California, Berkeley",Mathematics,Probabilistic Operator Algebra Seminar,1,1,1
cbb5cf-d96504-2c,Stony Brook University,Chemistry,Seminar,0,0,0
cbc57d-ef1db9-56,University of Georgia,Mathematics,Algebraic Geometry Seminar,1,0,0
cbe47f-1812bc-13,Texas A&M University,Mathematics,Numerical Analysis Seminar,1,0,0
cc0d4d-2c09f5-52,Iowa State University,Mathematics,Analysis and Probability Seminar,0,1,1
cc8e11-9a825f-cc,Yale University,Chemistry,Seminars,0,1,1
cc969a-4987cf-8e,Rensselaer Polytechnic Institute,Computer Science,Computer Science Colloquium,0,1,1
ccbbf2-72454c-a0,Case Western Reserve University,Mathematics,Geometry,1,0,0
cd0d68-4ba8b1-24,"University of Maryland, College Park",Mathematics,Statistics Seminar,0,1,2
cd596c-f36de6-97,University of Colorado Boulder,Mechanical Engineering,Distinguished Seminar Series,0,1,1
cd7093-32e4d3-00,Rutgers University-New Brunswick,Mathematics,Discret Math Seminar,0,1,1
cd87f8-111d69-d5,Brandeis University,Physics,Quantum/Gravity Seminar Series,1,1,1
cde125-0ac782-b3,Clemson University,Chemistry,Chemistry Seminar,0,0,0
ce32f4-dbf1c4-a0,Brown University,Mathematics,Analysis Seminar,0,1,1
ce8285-843f17-6f,Cornell University,Computer Science,Robotics Seminar,0,1,1
ceccea-f74857-9a,Tulane University,Mathematics,Algebraic Geometry Seminar,1,0,0
cee7c3-791273-6a,Ohio State University,Mathematics,"Topology, Geometry, and Data Analysis Seminar",1,0,0
cee8a8-3c6a12-a8,Northwestern University,Computer Science,CS Distinguished Lecture Series,0,0,0
ceffe3-0b8847-9f,Virginia Commonwealth University,Physics,Physics Colloquia,1,0,0
cf0eae-1d19f1-25,North Dakota State University,Physics,Seminars,1,1,1
cf1991-774aee-7b,Princeton University,Mathematics,International Polyhedral Products Seminar,0,0,0
cf1cd5-8ca813-4d,Yale University,Mathematics,Colloquium,0,0,0
cf58b7-3d64bc-4f,"University of California, Berkeley",Mathematics,Arithmetic Geometry and Number Theory RTG Seminar,1,1,1
cf5a22-788cc0-6f,Oregon State University,Mathematics,Probability and Data Science Seminar,1,0,0
cf64ec-51440b-9a,University of Minnesota,Physics,Astrophysics Seminar,1,0,0
cf886a-977af3-32,George Mason University,Computer Science,CS Seminar,0,1,1
cfad34-81d328-c7,Ohio State University,Physics,Condensed Matter Experiment/Quantum Matter Seminar,1,0,0
cfc138-53abf1-fe,Baylor University,Chemistry,Colloquium,0,0,0
cff16b-186708-a5,Oregon State University,Chemistry,Seminar,0,0,0
cff747-174604-2a,Brandeis University,Mathematics,Combinatorics Seminar,1,0,0
d0040b-e7803f-a0,University of Alabama,Mathematics,Colloquium,0,0,0
d0057b-281563-ce,University of Minnesota,Chemistry,Special Seminar,0,1,1
d00b5c-461b21-3f,University of Kentucky,Chemistry,Chemistry Seminars,1,0,0
d00b64-000f55-c3,George Mason University,Mathematics,Mathematics Colloquium,0,0,0
d00db5-80cdbb-85,University of North Carolina at Chapel Hill,Mathematics,Mathematics Colloquium,1,1,1
d06499-94ed3a-c2,"University at Albany, SUNY",Mathematics,Algebra/Topology Seminar,0,0,0
d0707a-bbaf18-1b,Vanderbilt University,Mathematics,Subfactors Seminar,0,0,0
d0841c-77bbfc-7a,Ohio State University,Mathematics,Logic Seminar,1,0,0
d0c5c2-365b16-8c,Stony Brook University,Physics,Simons Center for Geometry and Physics Colloquium,1,1,1
d0d417-f3f76f-9f,University of Delaware,Mechanical Engineering,Seminar Series,0,0,0
d10261-5d0f69-5f,University of Houston,Computer Science,Seminars,1,0,0
d116b4-30f5e5-5f,New York University,Mathematics,Applied Math Seminar,0,1,1
d12437-232532-19,"University of Maryland, College Park",Physics,Quantum Seminar,0,1,1
d15b2b-f62717-8b,Princeton University,Mathematics,Probability Seminar,0,0,0
d16cab-b39e78-c5,University of Delaware,Physics,CMP Seminar,1,0,0
d18200-7e106a-5b,"University of California, Davis",Chemistry,Chemistry Seminar,1,1,1
