seminar_id,university,discipline,seminar_name,treatment,clicked,num_click_sources
4125eb-6be93c-c8,Pennsylvania State University,Mathematics,"GAP (Geometry, Algebra, Physics) Seminar",0,0,0
413707-148a78-3d,Princeton University,Mathematics,Analysis of Fluids and Related Topics,0,0,0
417388-0167eb-74,University of Illinois Chicago,Computer Science,Lectures and Seminars,0,0,0
418248-124a3d-bf,Texas A&M University,Mathematics,Noncommutative Geometry Seminar,1,0,0
418ae9-326f45-0a,University of Minnesota,Physics,Space Physics Seminar,1,0,0
41aacf-10e061-23,University of Chicago,Mathematics,Pedagogy Seminar,0,1,1
41b8f7-851268-25,University of Houston,Mathematics,Colloquium,1,0,0
41c7d7-cf0269-40,Purdue University,Chemistry,Analytical Seminar,0,0,0
41d2aa-a93c61-24,Johns Hopkins University,Physics,Theoretical Particle Physics Seminars,0,0,0
4227be-399cee-da,Carnegie Mellon University,Mechanical Engineering,MechE Seminar Series,0,0,0
424149-4b9de3-72,Pennsylvania State University,Mathematics,Combinatorics/Partitions Seminar,0,0,0
428a53-522aba-f1,University of Arizona,Mathematics,"Analysis, Dynamics, and Applications Seminar",1,1,1
42afab-734f95-a4,Massachusetts Institute of Technology,Computer Science,Cryptography and Information Security (CIS) Seminars,0,0,0
42e4d6-7bb66a-06,"University of California, Irvine",Physics,Particle/Astro-Machine Learning Seminar,1,0,0
43212b-07918a-5c,Washington University in St. Louis,Physics,Condensed Matter/Materials & Biological Physics Seminar,0,1,2
436a96-84b0be-17,University of Massachusetts Amherst,Mathematics,Statistics and Data Science Seminar Series,0,1,1
43aa94-d5b5eb-64,"University of California, Los Angeles",Mathematics,Analysis and PDE Seminar,0,0,0
43ecc9-390f1d-82,Duke University,Chemistry,Chemistry Seminar,0,0,0
441623-5d8055-e4,University of Chicago,Mathematics,Zygmund-Calderon Lectures in Analysis,0,1,1
444fb5-6376b0-81,Texas A&M University,Mathematics,Mathematical Physics and Harmonic Analysis Seminar,1,1,1
4474db-7e569d-6f,University of Massachusetts Amherst,Mathematics,Applied Mathematics & Computation Seminar,0,1,1
4487a3-b142a0-1d,New York University,Computer Science,Computational Mathematics and Scientific Computing Seminar,1,1,1
44c646-03227c-ba,University of Iowa,Chemistry,Seminars,0,1,1
44d080-791236-21,"University of California, San Diego",Physics,Physics Colloquia,1,1,1
44f177-4ba2f2-6d,Indiana University Bloomington,Chemistry,Chemical Biology,0,0,0
44f1a4-78a4fd-ae,University of South Carolina,Chemistry,Departmental Seminars,0,1,1
45263a-cedaab-8b,University of Rochester,Mechanical Engineering,Mechanical Engineering Seminar Series,1,0,0
452b39-566707-5f,Georgia Institute of Technology,Physics,School of Physics Colloquium,1,1,1
455b59-d51dbd-b9,University of Wisconsin-Madison,Mathematics,Combinatorics,0,0,0
455cae-e9c5be-62,Florida International University,Physics,Physics Seminars,1,1,1
456012-7e7bd1-a9,University of Denver,Physics,Colloquia and Seminars,1,1,1
459287-773161-66,University of Wisconsin-Madison,Mathematics,PDE Reading Seminar,0,0,0
45b27a-7f298a-be,Oklahoma State University-Stillwater,Mathematics,Computational and Applied Math Seminar,0,0,0
45d5f8-56a52b-35,"University of California, Los Angeles",Computer Science,CS 201 Seminar,1,1,2
45ee20-ac2778-47,Georgia Institute of Technology,Chemistry,Organic Chemistry Seminar,1,1,1
460b58-6484b2-3e,"University of California, Los Angeles",Physics,Astrophysics Colloquium,1,1,2
46101a-86f51e-d0,Brown University,Mathematics,Colloquium,0,0,0
463dad-0ddef9-e9,University of Miami,Mathematics,Seminars,1,0,0
466ed1-d19bec-aa,University of Texas at San Antonio,Physics,Physics & Astronomy Seminars,1,0,0
469ea7-091936-14,George Mason University,Mathematics,Quantum Computing Seminar,0,0,0
46a4cc-5a3edf-60,Florida State University,Mathematics,Mathematics Colloquium,1,1,1
46b9e2-a21be8-e7,Carnegie Mellon University,Computer Science,ML DB Seminar,0,1,1
4707f9-15f8aa-8f,University of Massachusetts Amherst,Computer Science,Theory Seminar,0,1,1
472d83-1c2503-1c,Stanford University,Mathematics,Symplectic Geometry Seminar,1,0,0
477b42-deebe4-f3,University of Washington,Mathematics,Differential Geometry/PDE Seminar,1,1,1
478223-2c80a4-55,Wayne State University,Chemistry,Analytical-Physical Seminar,0,0,0
481b4e-bb9f38-32,"University of California, Berkeley",Mathematics,Logic Colloquium,1,1,1
4853c6-e8941c-0a,Brown University,Mathematics,Algebra and Algebraic Geometry Seminars,0,0,0
48613d-04b12b-dc,Princeton University,Mathematics,IAS/Princeton Arithmetic Geometry Seminar,0,0,0
487947-00316d-d1,University of Chicago,Mathematics,Random Geometry and Statistical Physics Seminar,0,1,2
48de1f-38d33a-5f,Stanford University,Chemistry,Inorganic Chemistry Seminar,1,1,2
490950-470362-c6,University of Connecticut,Mechanical Engineering,Seminar,1,1,1
492742-80af2f-ec,University of Texas at El Paso,Mathematics,Colloquium Series,0,0,0
493e5d-41dfc0-da,Case Western Reserve University,Mathematics,Analysis and Probability,1,0,0
499b04-4182d3-42,Arizona State University,Physics,Colloquia,1,1,1
4a2e75-4f973e-4c,Johns Hopkins University,Mechanical Engineering,MechE/LCSR/IAA Seminar,0,1,1
4a9620-d2ce55-f1,Montana State University,Computer Science,Seminars,0,0,0
4accde-ee77d8-d7,New York University,Mathematics,"Mathematics, Information, and Computation (MIC) Seminar",0,1,1
4ad761-b836b4-56,New York University,Physics,High Energy Physics Seminar,1,1,1
4af28c-9a7af5-27,University of Michigan,Computer Science,Michigan Institute for Data Science (MIDAS) Seminars,1,1,1
4af734-69f58a-6f,Purdue University,Mathematics,Colloquium,1,0,0
4b26be-bb33f4-36,University of Missouri,Mathematics,Geometry and Topology Seminar,0,1,1
4b2bd4-c18c0d-37,University of Southern California,Physics,Department Colloquia,1,0,0
4b70d8-9e9526-d4,University of North Carolina at Chapel Hill,Chemistry,Physical Chemistry Seminars,0,1,2
4bbd09-318fdc-bb,University of Southern California,Physics,High Energy Physics Seminar Series,1,0,0
4bd2df-49b63f-ee,University of Houston,Mathematics,Deep Learning and Deep Mining Seminar,1,0,0
4bd403-684855-d3,Boston University,Physics,Center for Space Physics Seminar,0,0,0
4be1b8-32de38-14,Virginia Tech,Physics,Neutrino Physics Seminar,0,0,0
4bedcf-1da5da-cb,Old Dominion University,Chemistry,Seminar,1,0,0
4bfad5-cf18b6-b5,University of Florida,Physics,High Energy Seminar,0,1,1
4c1dab-50f7ce-aa,Ohio State University,Physics,Optical Science Seminar,1,1,1
4c4754-3aedd1-85,"University of Maryland, College Park",Mathematics,PDE-Applied Math Seminar,0,1,1
4c8a9e-450686-4c,Indiana University Bloomington,Mathematics,Probability and Related Fields Seminar,1,1,1
4c9d90-bc4a87-4b,Cornell University,Computer Science,Scientific Computing and Numerics (SCAN) Seminar,0,1,1
4cdcc3-6b3af3-7b,University of Rochester,Physics,Physics and Astronomy Colloquia,0,0,0
4ce0e1-1135c8-2e,Johns Hopkins University,Mathematics,Analysis and PDE Seminar,0,1,2
4d0a75-5aa6ae-d6,University of Utah,Mathematics,Max Dehn Seminar,1,0,0
4d211e-8deb28-f9,Emory University,Mathematics,Analysis and Differential Geometry Seminar,1,0,0
4d3834-ee13f2-6d,Florida International University,Chemistry,Chemistry and Biochemistry Seminars,1,1,1
4d47cc-b284f4-9e,University of North Carolina at Chapel Hill,Physics,Physics Colloquium,1,0,0
4da718-6f0402-c0,Tulane University,Mathematics,Applied and Computational Math Seminar,1,1,1
4dc728-f40e0c-90,University of Pennsylvania,Mathematics,Galois Seminar,0,1,1
4e14c5-8f594f-2b,University of Iowa,Mathematics,Colloquium,0,1,1
4e379a-406f5d-73,Georgia Institute of Technology,Computer Science,Machine Learning Seminar Series,1,0,0
4e6f18-2688d9-20,University of Pennsylvania,Computer Science,Colloquium Series and Special Talks,1,1,1
4ed910-2de68e-8e,University of Arizona,Chemistry,ORGINS Seminar,0,0,0
4ef8d2-2c8907-a0,Virginia Tech,Mathematics,Colloquia,0,1,1
4f67b4-f12d17-6e,Pennsylvania State University,Mechanical Engineering,Seminars,0,0,0
4f6b5c-fe537f-f8,University of Cincinnati,Chemistry,Seminar Series,0,0,0
4fc430-c773aa-f1,University of Florida,Computer Science,Colloquium,1,1,1
4fc7c1-7fb7bb-22,North Carolina State University,Mathematics,Computational and Applied Mathematics Seminar,1,1,1
503ade-f6e71c-c8,New York University,Physics,Astrophysics and Relativity Seminars,1,1,1
50453b-04a7ad-49,Oregon State University,Mathematics,Mathematical Education Seminar,1,0,0
504ae4-489e38-d8,University of Utah,Physics,HEAP Seminar,0,0,0
504bdf-cbf291-3a,University of Louisiana at Lafayette,Mathematics,Topology Seminar,0,1,2
5075ea-d8a95f-aa,Tulane University,Mathematics,Probability & Statistics Seminar,1,1,1
5093ca-546bca-93,Montana State University,Mathematics,Mathematics Seminars,1,0,0
50c066-4d8396-2d,University of Colorado Boulder,Physics,Colloquium,0,1,1
50de8c-9d3ee9-5f,Yale University,Mathematics,Summer Representation Theory Seminar,0,0,0
51348d-da8c2a-83,Yale University,Physics,NPA Seminar,1,1,1
513b7e-461441-5d,University of Central Florida,Physics,Colloquia,1,1,1
514299-d1024c-4e,University of Rochester,Chemistry,Inorganic Seminars,1,0,0
518749-24c60d-c9,Massachusetts Institute of Technology,Mathematics,PDE/Analysis Seminar,0,1,1
51a4e6-9b9dda-01,University at Buffalo,Chemistry,"MEETS (Materials, Energy, Environment Seminars)",0,1,2
51ac52-931ab5-10,"University of Maryland, College Park",Computer Science,Values Centered AI Seminar,1,0,0
51f366-8bb07b-72,Kent State University,Chemistry,Departmental Colloquium,1,1,1
521d22-b49e87-24,Vanderbilt University,Mathematics,Topology / Group Theory,0,1,1
52522e-5b7f1f-8b,Tulane University,Computer Science,Distinguished Lectures,0,1,1
5270e1-8aa732-3d,Texas A&M University,Chemistry,Seminar,1,1,1
527896-e1b838-b0,University of Southern California,Chemistry,Seminars,0,1,1
52b1de-84554d-13,Columbia University,Mathematics,Algebraic Geometry Seminar,1,1,1
52cab4-192a37-f5,Johns Hopkins University,Physics,Condensed Matter and Biological Physics Seminar Series,0,0,0
52cf29-787554-8e,University of Illinois Chicago,Chemistry,Chemistry Seminars,1,1,1
52f135-344f5a-92,Indiana University Bloomington,Chemistry,Seminar,0,0,0
52f52e-9b0a3b-b6,Princeton University,Mathematics,Geometry Learning Seminar,0,0,0
52f7da-4131c3-37,"University of California, Berkeley",Mathematics,Spectral Theory Seminar,1,1,1
53171d-397217-94,University of Notre Dame,Physics,Astrophysics Seminar,0,1,1
5345fc-a561b1-d5,"University of Maryland, Baltimore County",Mathematics,Math Colloquia,1,0,0
534828-b5f519-2f,Oklahoma State University-Stillwater,Mathematics,Algebra Seminar,0,0,0
536452-d533b0-6b,"Graduate Center, CUNY",Mathematics,Hyperbolic Geometry Seminar,1,1,1
53712b-6cd5bb-fc,Rutgers University-New Brunswick,Physics,High Energy Experimental Seminar,0,1,1
5381b7-15eebe-38,"University of California, San Diego",Mathematics,Number Theory Seminars,1,0,0
539a12-7a6572-17,Rice University,Mathematics,Topology Seminar,1,0,0
539afd-82647c-2e,Massachusetts Institute of Technology,Mechanical Engineering,MechE Colloquium,1,1,1
53addd-76f490-bc,University of Colorado Boulder,Chemistry,Organic Chemistry Seminars,1,1,1
53b3ce-1dbb51-8e,Rutgers University-New Brunswick,Mathematics,Nonlinear Physics Seminar,0,1,1
53d5ec-300b01-fe,"Graduate Center, CUNY",Mathematics,Ergodic Theory and Dynamical Systems Seminar,1,1,1
53df1c-c10c46-5b,University at Buffalo,Physics,Physics Seminars,1,1,1
54c6cd-e1042a-d7,Indiana University Bloomington,Physics,Colloquium,0,0,0
54f579-b0fb32-10,University of Louisiana at Lafayette,Physics,Physics Seminar,1,0,0
55000d-78d84a-0b,Boston University,Mechanical Engineering,Convergent Search Seminar,0,0,0
551ae6-e1a9ed-c0,University of Michigan,Computer Science,ECE Communications and Signal Processing Seminars,1,1,1
552c7a-d2666a-90,Pennsylvania State University,Mathematics,Geometry Lunch Seminar,0,0,0
553a90-4681b5-ef,University of Wisconsin-Madison,Chemistry,Theoretical Chemistry Seminars,1,1,1
558087-2a4782-83,Purdue University,Physics,Biophysical Seminars,0,0,0
558770-c5fd19-2e,University of Utah,Mechanical Engineering,Seminars,0,1,1
559178-14deed-b4,"University of Maryland, College Park",Physics,Physics Colloquium,0,1,1
55b3f4-2be68e-42,University of North Carolina at Chapel Hill,Chemistry,Polymer/Materials Chemistry Seminars,0,1,2
55cf15-0b2d09-7f,University of Virginia,Mathematics,Operator Theory Seminar,0,0,0
55eaa9-45b7e8-fb,New York University,Computer Science,Theory Seminar,1,1,1
55ef36-756dcc-68,"University of Maryland, Baltimore County",Physics,Physics Colloquium,0,1,1
561aff-cb06c0-d8,"University of Maryland, Baltimore County",Mathematics,Differential Equations Seminar,1,0,0
564d18-89cdb0-a5,University of Colorado Boulder,Chemistry,Physical Chemistry / Chemical Physics Seminars,1,1,1
5662a1-1c7e0a-4a,University of South Florida,Mathematics,Analysis Seminars,0,1,1
570006-cd2af6-a4,Kansas State University,Chemistry,Departmental Seminars,1,0,0
570429-e69e82-92,Rutgers University-New Brunswick,Physics,Astrophysics Seminar,0,1,1
573a43-163ec6-f9,University of Chicago,Mathematics,Unni Namboodiri Lectures in Geometry and Topology,0,1,1
5744b1-6aff90-36,West Virginia University,Chemistry,Seminars,1,0,0
579de3-d811b3-35,"University of California, Riverside",Chemistry,CHEM 253 Seminar,1,0,0
57a379-49af03-5c,University of Illinois Urbana-Champaign,Mathematics,Seminars,1,1,1
57c8de-9707ba-63,University of Texas at Austin,Computer Science,IFML Seminar Series,1,1,1
57f10d-90d10b-c3,University of Wisconsin-Madison,Mathematics,Analysis,0,0,0
5806cc-8c4756-92,University of New Mexico,Chemistry,Chemical and Biological Engineering Seminar Series,0,0,0
58204f-d0aa63-77,Louisiana State University,Mathematics,Harmonic Analysis Seminar,1,1,1
583487-0c6216-98,Columbia University,Mechanical Engineering,ME Seminar,1,0,0
587ec8-bb5270-9d,Virginia Tech,Physics,Colloquium,0,0,0
58a66e-bc58ce-ec,Binghamton University,Mathematics,Geometry and Topology Seminar,0,1,1
58adea-4d686c-06,New Jersey Institute of Technology,Computer Science,Department Seminars,0,0,0
58d3fc-d0d91a-4e,Oklahoma State University-Stillwater,Mathematics,Combinatorial and Commutative Algebra Seminar,0,0,0
58fc8d-86e321-50,University of Louisiana at Lafayette,Mathematics,Statistics Seminar,0,1,1
59395b-23c135-4e,"University of California, Berkeley",Physics,Physics Colloquium,0,0,0
595aec-31aac3-db,University of Wisconsin-Madison,Chemistry,Physical Chemistry Seminars,1,1,1
5971c5-78dc61-cf,Ohio State University,Mathematics,PDE Seminar,1,0,0
59937b-c12dc1-6a,University of North Texas,Mathematics,Millican Colloquium,1,0,0
59b256-c93966-44,Purdue University,Chemistry,Inorganic Seminar,0,0,0
59b606-239bdc-24,University of Alabama in Huntsville,Physics,Seminars,0,1,1
59fd69-c64f8b-94,Texas A&M University,Computer Science,Distinguished Lectures,0,0,0
5a0498-86d87f-12,University of Minnesota,Mathematics,Math Colloquium,1,0,0
5a0e49-5bd931-28,North Carolina State University,Mathematics,Differential Equations/Nonlinear Analysis Seminar,1,1,1
5a3ff8-9fc281-d4,University of New Mexico,Mathematics,Analysis Seminar,0,1,1
5a64c2-65bc12-c8,University of Kansas,Physics,Astro Seminar,0,1,1
5a8639-bfd795-6b,Rice University,Physics,Physics and Astronomy Colloquium,1,0,0
5a9b97-9d6c34-60,University of Louisiana at Lafayette,Mathematics,Algebra Seminar,0,1,1
5aac54-5b0ed7-d6,"Graduate Center, CUNY",Mathematics,Data Science and Applied Topology Seminar,1,1,1
5ad64d-d24077-8c,Texas Tech University,Computer Science,Seminar,1,0,0
5ae0df-7d9f8d-a5,Michigan State University,Mathematics,Mathematical Physics and Operator Algebras Seminar,0,1,2
5b2dac-0a4e8f-b0,Virginia Commonwealth University,Chemistry,Seminar Schedule,1,1,1
5b7411-060a44-29,University of South Florida,Computer Science,Major Works Seminars,0,1,1
5bafa8-29f72d-f7,"University of Maryland, College Park",Physics,QuLCS Seminar,0,1,1
5bbe85-e2aad2-2b,Florida State University,Physics,Nuclear Seminar,0,0,0
5c0ac8-4e62a3-2c,Michigan State University,Mathematics,Topology Seminar,0,1,2
5c1e52-9bd2ae-8a,University of Denver,Mathematics,Algebra & Logic Seminars,0,1,1
5c3d88-a29b75-fd,University of North Carolina at Chapel Hill,Chemistry,Biology/Biological,0,1,2
5c4b38-bb1f55-56,"University at Albany, SUNY",Mathematics,Analysis and Data Science Seminar,0,0,0
5ca708-d0db7c-43,Indiana University Bloomington,Chemistry,Organic,0,0,0
5ca7f1-2454aa-24,University of Notre Dame,Mathematics,Model Theory Seminars,1,1,1
5cc3e9-6ebb53-28,"Graduate Center, CUNY",Mathematics,Complex Analysis and Dynamics Seminar,1,0,0
5cc631-34546c-44,University of Chicago,Chemistry,Seminar,1,1,2
5d4b77-34236f-6f,Cornell University,Mechanical Engineering,MAE Colloquium,0,0,0
5d502a-9647e8-ec,"University of California, Berkeley",Mathematics,Analysis and PDE Seminar,1,0,0
5decc2-444d08-4b,"University of Maryland, College Park",Mathematics,JHU-UMD Complex Geometry Seminar,0,1,1
5e6e27-c15e6d-d6,University of Oklahoma,Mathematics,Frames Seminar,1,1,2
5ecf1b-688af6-b5,Northwestern University,Mathematics,Topology Seminar,1,0,0
5ee81c-d31287-cd,Wayne State University,Mathematics,Colloquium,0,1,1
5eece1-8e494a-58,Princeton University,Physics,Condensed Matter Seminar,0,0,0
5f2abe-7c7f66-36,Rutgers University-New Brunswick,Computer Science,Colloquium,1,0,0
5f725b-7078ee-cb,New York University,Physics,Center for Quantum Phenomena Seminars,1,1,1
5f78fa-e10217-97,University of Texas at Arlington,Mathematics,Colloquia and Seminars,0,0,0
5fc010-5aaf63-85,Indiana University Bloomington,Mathematics,Quantum Topology Seminar,1,1,1
60179d-20e751-ed,Tufts University,Chemistry,Seminar Series,1,1,1
6017e9-6e72a0-72,University of North Texas,Mathematics,Dynamical Systems Seminars,1,0,0
601d8c-390422-ea,Michigan State University,Mathematics,Geometrical Analysis Seminar,0,1,2
603f76-9ac7b6-6e,University of North Texas,Mechanical Engineering,Seminars,1,1,1
60d4a1-1d777c-28,Washington University in St. Louis,Mathematics,Geometry and Topology Seminar,1,0,0
60e0a0-92771b-cd,University of Illinois Urbana-Champaign,Physics,Condensed Matter Seminar,1,1,2
610ed1-afa060-df,Florida State University,Chemistry,Biochemistry Seminar,0,1,1
61625e-11002f-58,"University of California, Irvine",Chemistry,Seminar,0,0,0
61666a-10c997-b9,University of Michigan,Mathematics,Representation Stability Seminar,1,1,2
61d20b-62eb03-0d,University of Chicago,Mathematics,No Boundaries Seminar,0,1,1
61f06c-5af08a-f8,"University of California, San Diego",Chemistry,Organic/Chemical Biology Seminar,0,1,1
621dd3-751cc2-b1,Louisiana State University,Chemistry,Inorganic Seminar,1,1,1
62526a-38e9b6-93,Brown University,Chemistry,Organic Chemistry Seminars,0,1,1
6260a2-ec2f93-2d,University of Nebraska-Lincoln,Computer Science,Colloquium Series,0,0,0
62702d-0f2cb4-f6,Colorado School of Mines,Mechanical Engineering,Distinguished Seminar Series,0,0,0
627383-96707f-71,University of Illinois Urbana-Champaign,Computer Science,Computer Science Speaker Series,1,1,1
629bfe-3e4bd3-de,University of Washington,Mathematics,Math AI Seminar,1,1,1
62ace6-0e753d-2b,Yale University,Mathematics,Combined Analysis and Applied Math Seminar,0,0,0
62e359-67cb5a-c1,University of North Carolina at Chapel Hill,Mathematics,Analysis and PDE Seminars,1,1,2
631334-d8bf31-54,"Graduate Center, CUNY",Mechanical Engineering,Seminar,1,0,0
631734-c6dd1b-bd,Brown University,Mathematics,Pattern Theory Seminars,0,0,0
63b307-208a52-a6,North Carolina State University,Chemistry,Physical Chemistry Seminar Series,0,1,2
63bce2-e67af3-39,Columbia University,Mathematics,Probability Seminar,1,0,0
63c596-c6347e-28,Washington State University,Computer Science,CySER Seminar,1,0,0
63f950-163a01-1a,Michigan State University,Mathematics,Algebra Seminar,0,1,2
641cc8-b13b14-fc,"University of California, Berkeley",Mathematics,Representation Theory and Tensor Categories Seminar,1,0,0
646418-2ae4c3-cd,University of Kansas,Mathematics,Seminars,0,1,1
64c918-44b205-d3,University of Michigan,Physics,HET (High-Energy Transformation) Brown Bag Series,1,1,1
64d7dd-4ef5c4-58,University of Kentucky,Computer Science,Keeping Current Seminars,1,0,0
64dfbf-c28db0-84,Syracuse University,Physics,Quantum Information Science and Engineering Seminar,1,0,0
64e5fb-fdfec0-4a,Washington University in St. Louis,Mathematics,Szego Seminar,1,0,0
652978-5b5ab0-6b,"University of California, Los Angeles",Mathematics,Distinguished Lecture Series,0,0,0
65459b-730d5e-2c,University of Michigan,Physics,Astronomy Colloquia,1,1,1
6545c0-f910bc-91,University of Oregon,Mathematics,Algebra Seminar,1,1,2
655443-807273-cf,University of Michigan,Mathematics,Topology,1,1,1
65625a-9ddacd-7f,North Carolina State University,Chemistry,Organic Chemistry Seminar Series,0,1,2
65b373-55daea-a6,Boston University,Computer Science,BU Computer Systems Seminar,1,1,2
65e8a5-16da34-65,University of Southern California,Physics,Condensed Matter / Quantum Information Seminar,1,0,0
662114-e3b95d-85,University of Massachusetts Amherst,Mathematics,Discrete Math Seminar,0,1,1
663396-502db0-61,Rice University,Computer Science,Distinguished Lecture Series,0,0,0
668246-942f12-f1,Dartmouth College,Chemistry,Seminars and Colloquia,1,1,2
669415-e22903-3f,University of Minnesota,Mathematics,Differential geometry and symplectic topology seminar,1,1,1
6714ca-11e111-73,Tufts University,Computer Science,CS Colloquium,0,1,1
674556-05bcb3-bb,Florida State University,Mathematics,PDE Seminar,1,1,1
676015-5ae8ab-a6,"University of California, Berkeley",Chemistry,ERG Colloquium Series,1,1,1
678695-6f6bc6-44,Colorado State University,Mathematics,Fragment Seminar,1,1,2
679527-c7ae53-82,Georgia Institute of Technology,Physics,Physics of Living Systems (PoLS) Seminar,1,1,1
6799ca-645daf-f4,Washington University in St. Louis,Mathematics,AAG Seminar,1,0,0
67fcf9-5db00c-b8,Florida State University,Mathematics,Topology and Geometry Seminar,1,1,2
68097c-562c16-a9,University of New Mexico,Physics,"Nuclear, Particle, Astroparticle and Cosmology (NUPAC) Seminars",0,0,0
6848c2-39065a-bc,"Graduate Center, CUNY",Mathematics,Differential Geometry and Special Structures Seminar,1,1,1
6865a9-8980b0-37,"University of California, Santa Barbara",Physics,Department Colloquium Series,0,1,1
6896f5-ef517f-49,University of Pittsburgh,Computer Science,Colloquium Talks,1,1,1
68d0ea-8296b6-8e,University of Oregon,Mathematics,Combinatorics Seminar,1,1,2
691ed6-94b8c7-37,University of Michigan,Physics,"CM - AMO (Condensed Matter and Atomic, Molecular, and Optical Physics) Seminars",1,1,1
695f8e-f93a92-ce,Columbia University,Mathematics,Columbia - CUNY - NYU Joint Number Theory Seminar,1,1,1
69712d-fd073a-e4,Georgia Institute of Technology,Mechanical Engineering,Mechanical Engineering Seminar,0,1,1
69b989-7f60ca-38,Boston University,Computer Science,Principles of Programming and Verification (POPV) Seminars,1,1,2
69c48f-679c55-c7,University of Arizona,Mathematics,Program in Applied Mathematics Colloquium,1,1,1
6a053c-02a30a-35,University of Louisiana at Lafayette,Mathematics,Colloquium,0,1,2
6a05db-66ab02-d8,University of North Carolina at Chapel Hill,Mathematics,Geometric Methods in Representation Theory Seminar,1,1,1
6a234c-8d16ef-60,Stanford University,Mathematics,Joint Berkeley-Stanford Algebraic Number Theory Seminar,1,0,0
6a389a-4e2d79-50,University of Chicago,Mathematics,Dynamics Seminar,0,1,1
6a6ac9-c6294c-e1,University of Southern California,Mechanical Engineering,Seminars,0,1,1
6a9484-cfb8db-a2,Stony Brook University,Mathematics,Stony Brook Lectures in Algebraic Geometry,0,1,1
6aa178-c48f0f-50,Washington University in St. Louis,Physics,Physics Colloquium,0,1,2
6ab20e-31ba0c-39,University of Illinois Chicago,Physics,Biophysics Seminar,1,0,0
6ac827-1494be-58,Michigan State University,Mathematics,Combinatorics and Graph Theory,0,1,2
6ae331-b3b51e-02,Cornell University,Mathematics,Analysis Seminar,0,1,1
6af2f8-df8567-a5,University of New Mexico,Physics,Center for Quantum Information and Control Seminars,0,1,1
6af717-6dae3a-14,Massachusetts Institute of Technology,Mathematics,Lie Groups Seminar,0,1,2
6b0bae-6aa458-b9,Rutgers University-New Brunswick,Chemistry,Colloquium,1,0,0
6b2bc1-ec5dc5-23,Louisiana State University,Mathematics,Combinatorics Seminar,1,1,1
6b5927-45a321-b6,"University of California, Los Angeles",Mathematics,Logic Seminar,0,0,0
6b805f-ff8139-cd,Purdue University,Chemistry,Chemical Ed Seminar,0,0,0
6bc091-a501c0-6b,Virginia Tech,Mathematics,Applied Algebra Seminar,0,1,1
6bed10-bbedc2-cc,"University of California, Los Angeles",Physics,TEPAPP Seminars,1,1,1
6c2466-ea0f37-8e,Harvard University,Physics,Condensed Matter Physics Seminars,1,0,0
6c375f-782aa4-50,Cornell University,Chemistry,Colloquia,0,0,0
6c431e-f4ccca-a5,Columbia University,Chemistry,Cantor Seminar,1,1,1
6c5728-11e20d-e3,Tufts University,Physics,High Energy Physics Seminar,1,0,0
6c5d31-7dac92-04,University of Pennsylvania,Chemistry,Organic Chemistry Seminars,1,1,2
6c9552-41c5c9-cc,University of Tennessee,Mathematics,Data Science and Statistics Seminar,0,1,1
6cb94d-f5c64b-ba,Old Dominion University,Computer Science,CS Department Colloquiua,0,0,0
6d3e0d-cdbaaf-26,Northwestern University,Mathematics,Colloquium,1,0,0
6d6b92-12b97a-d2,Indiana University Bloomington,Mathematics,Analysis Seminar,1,1,1
6d9a7e-fb10da-a0,"University of California, Davis",Physics,Experimental Particle Physics Seminar,0,0,0
6d9d91-7b898b-76,Ohio University,Chemistry,Chemistry & Biochemistry Colloquia,0,0,0
6e273d-7a2617-47,Massachusetts Institute of Technology,Computer Science,Algorithms and Complexity Seminar,0,0,0
6e4495-eb3cf9-5d,University of Notre Dame,Mathematics,Colloquia,1,1,1
6e6cc2-b9c313-5d,Yale University,Mathematics,Algebra and Number Theory Seminar,0,0,0
6ec642-318024-1f,University of Oregon,Mathematics,Analysis Seminar,1,1,2
6ef164-3c8cc7-c9,Wayne State University,Chemistry,Inorgnanic,0,1,1
6facb1-748461-01,California Institute of Technology,Physics,Physics Colloquium,0,1,1
6fb4a6-025082-e6,"University of California, San Diego",Mathematics,Topology Seminars,1,0,0
6fbaee-d743b6-a4,University of Georgia,Chemistry,Departmental Colloquium,0,1,1
6fc2fa-060c9c-4e,University of Utah,Mathematics,Math Biology,1,0,0
6fedb4-29d156-a3,University of Michigan,Computer Science,CSE Distinguished Lecture Series,1,1,1
6fef66-483091-f3,Mississippi State University,Physics,Colloquium,1,1,1
6ffd67-a86bca-19,University of Florida,Physics,Physics Colloquium,0,1,1
7011a0-9fe669-5b,Purdue University,Mathematics,Topology Seminar,1,1,1
702c10-db74c6-ea,"University of California, Santa Barbara",Chemistry,Organic Chemistry Seminar,1,1,1
70580c-c37d81-0b,University of Virginia,Mathematics,Topology Seminar,0,0,0
706819-b850c8-41,University of Michigan,Chemistry,Organic Chemistry Events,1,1,1
708d44-8bb211-7c,University of North Carolina at Chapel Hill,Mathematics,Applied Mathematics Seminars,1,1,1
709fb4-5d4a22-b2,University of Michigan,Physics,Interdisciplinary QC/CM Seminars,1,1,1
70b888-41139b-a4,Princeton University,Chemistry,Spectroscopy/Physical Chemistry Seminar,1,1,1
70dc15-1397ad-20,"University of California, Santa Cruz",Mathematics,Mathematics Colloquium,1,0,0
70ed2a-0a5abf-98,University of Alabama,Physics,Colloquia,0,0,0
