department,num_email_recipients,num_female_recipients,pct_female_recipients,num_urm_recipients,pct_urm_recipients,num_black_recipients,pct_black_recipients,num_hispanic_recipients,pct_hispanic_recipients,num_assistant_prof_recipients,pct_assistant_prof_recipients,department_clean
Rutgers University-New Brunswick-Chemistry,2,1,0.5,1,0.5,1,0.5,0,0.0,0,0.0,New Brunswick-Chemistry-Rutgers University
Rutgers University-New Brunswick-Computer Science,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,New Brunswick-Computer Science-Rutgers University
Rutgers University-New Brunswick-Mathematics,21,1,0.0476,2,0.0952,1,0.0476,1,0.0476,0,0.0,New Brunswick-Mathematics-Rutgers University
Rutgers University-New Brunswick-Mechanical Engineering,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,New Brunswick-Mechanical Engineering-Rutgers University
Rutgers University-New Brunswick-Physics,13,1,0.0769,1,0.0769,1,0.0769,0,0.0,0,0.0,New Brunswick-Physics-Rutgers University
Stanford University-Chemistry,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-Stanford University
Stanford University-Mathematics,14,0,0.0,1,0.0714,0,0.0,1,0.0714,0,0.0,Mathematics-Stanford University
Stanford University-Physics,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Physics-Stanford University
Stony Brook University-Chemistry,2,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,Chemistry-Stony Brook University
Stony Brook University-Computer Science,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-Stony Brook University
Stony Brook University-Mathematics,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-Stony Brook University
Stony Brook University-Physics,10,3,0.3,1,0.1,0,0.0,1,0.1,0,0.0,Physics-Stony Brook University
Syracuse University-Chemistry,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-Syracuse University
Syracuse University-Physics,2,2,1.0,1,0.5,0,0.0,1,0.5,0,0.0,Physics-Syracuse University
Temple University-Chemistry,2,2,1.0,1,0.5,0,0.0,1,0.5,0,0.0,Chemistry-Temple University
Temple University-Mathematics,8,1,0.125,1,0.125,1,0.125,0,0.0,0,0.0,Mathematics-Temple University
Temple University-Physics,2,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-Temple University
Texas A&M University-Chemistry,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-Texas A&M University
Texas A&M University-Computer Science,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-Texas A&M University
Texas A&M University-Mathematics,14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-Texas A&M University
Texas A&M University-Mechanical Engineering,2,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,Mechanical Engineering-Texas A&M University
Texas A&M University-Physics,2,1,0.5,1,0.5,1,0.5,0,0.0,0,0.0,Physics-Texas A&M University
Texas Tech University-Chemistry,2,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,Chemistry-Texas Tech University
Texas Tech University-Computer Science,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-Texas Tech University
Texas Tech University-Mathematics,2,2,1.0,1,0.5,0,0.0,1,0.5,0,0.0,Mathematics-Texas Tech University
Texas Tech University-Mechanical Engineering,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-Texas Tech University
Texas Tech University-Physics,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Physics-Texas Tech University
Tufts University-Chemistry,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-Tufts University
Tufts University-Computer Science,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-Tufts University
Tufts University-Mathematics,7,2,0.2857,2,0.2857,1,0.1429,1,0.1429,0,0.0,Mathematics-Tufts University
Tufts University-Mechanical Engineering,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-Tufts University
Tufts University-Physics,4,2,0.5,2,0.5,1,0.25,1,0.25,0,0.0,Physics-Tufts University
Tulane University-Chemistry,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-Tulane University
Tulane University-Computer Science,2,2,1.0,1,0.5,0,0.0,1,0.5,0,0.0,Computer Science-Tulane University
Tulane University-Mathematics,7,1,0.1429,1,0.1429,1,0.1429,0,0.0,0,0.0,Mathematics-Tulane University
Tulane University-Physics,2,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,Physics-Tulane University
"University at Albany, SUNY-Chemistry",2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Chemistry-University at Albany, SUNY"
"University at Albany, SUNY-Mathematics",5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Mathematics-University at Albany, SUNY"
"University at Albany, SUNY-Physics",2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Physics-University at Albany, SUNY"
University at Buffalo-Chemistry,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University at Buffalo
University at Buffalo-Computer Science,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University at Buffalo
University at Buffalo-Mathematics,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University at Buffalo
University at Buffalo-Mechanical Engineering,2,1,0.5,1,0.5,1,0.5,0,0.0,0,0.0,Mechanical Engineering-University at Buffalo
University at Buffalo-Physics,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University at Buffalo
University of Alabama at Birmingham-Chemistry,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Alabama at Birmingham
University of Alabama at Birmingham-Mathematics,2,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Alabama at Birmingham
University of Alabama in Huntsville-Mathematics,2,1,0.5,1,0.5,1,0.5,0,0.0,0,0.0,Mathematics-University of Alabama in Huntsville
University of Alabama in Huntsville-Physics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Alabama in Huntsville
University of Alabama-Chemistry,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Alabama
University of Alabama-Computer Science,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Alabama
University of Alabama-Mathematics,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Alabama
University of Alabama-Mechanical Engineering,2,1,0.5,1,0.5,1,0.5,0,0.0,0,0.0,Mechanical Engineering-University of Alabama
University of Alabama-Physics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Alabama
University of Arizona-Chemistry,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Arizona
University of Arizona-Computer Science,2,2,1.0,1,0.5,0,0.0,1,0.5,0,0.0,Computer Science-University of Arizona
University of Arizona-Mathematics,2,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,Mathematics-University of Arizona
University of Arizona-Mechanical Engineering,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Arizona
University of Arizona-Physics,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Arizona
University of Arkansas-Chemistry,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Arkansas
University of Arkansas-Mathematics,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Arkansas
University of Arkansas-Physics,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Arkansas
"University of California, Berkeley-Chemistry",2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Chemistry-University of California, Berkeley"
"University of California, Berkeley-Computer Science",2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,"Computer Science-University of California, Berkeley"
"University of California, Berkeley-Mathematics",8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Mathematics-University of California, Berkeley"
"University of California, Berkeley-Mechanical Engineering",2,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,"Mechanical Engineering-University of California, Berkeley"
"University of California, Berkeley-Physics",2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Physics-University of California, Berkeley"
"University of California, Davis-Chemistry",2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,"Chemistry-University of California, Davis"
"University of California, Davis-Mathematics",12,1,0.0833,0,0.0,0,0.0,0,0.0,0,0.0,"Mathematics-University of California, Davis"
"University of California, Davis-Physics",2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Physics-University of California, Davis"
"University of California, Irvine-Chemistry",2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,"Chemistry-University of California, Irvine"
"University of California, Irvine-Computer Science",3,1,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,"Computer Science-University of California, Irvine"
"University of California, Irvine-Mathematics",2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,"Mathematics-University of California, Irvine"
"University of California, Irvine-Mechanical Engineering",2,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,"Mechanical Engineering-University of California, Irvine"
"University of California, Irvine-Physics",3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Physics-University of California, Irvine"
"University of California, Los Angeles-Chemistry",2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,"Chemistry-University of California, Los Angeles"
"University of California, Los Angeles-Computer Science",5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Computer Science-University of California, Los Angeles"
"University of California, Los Angeles-Mathematics",2,1,0.5,1,0.5,1,0.5,0,0.0,0,0.0,"Mathematics-University of California, Los Angeles"
"University of California, Los Angeles-Mechanical Engineering",2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Mechanical Engineering-University of California, Los Angeles"
"University of California, Los Angeles-Physics",8,2,0.25,1,0.125,0,0.0,1,0.125,0,0.0,"Physics-University of California, Los Angeles"
"University of California, Riverside-Chemistry",2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Chemistry-University of California, Riverside"
"University of California, Riverside-Computer Science",2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,"Computer Science-University of California, Riverside"
"University of California, Riverside-Mechanical Engineering",2,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,"Mechanical Engineering-University of California, Riverside"
"University of California, Riverside-Physics",2,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,"Physics-University of California, Riverside"
"University of California, San Diego-Chemistry",2,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,"Chemistry-University of California, San Diego"
"University of California, San Diego-Mathematics",13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Mathematics-University of California, San Diego"
"University of California, San Diego-Mechanical Engineering",2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,"Mechanical Engineering-University of California, San Diego"
"University of California, San Diego-Physics",2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Physics-University of California, San Diego"
"University of California, Santa Barbara-Chemistry",2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,"Chemistry-University of California, Santa Barbara"
"University of California, Santa Barbara-Computer Science",2,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,"Computer Science-University of California, Santa Barbara"
"University of California, Santa Barbara-Mathematics",6,0,0.0,1,0.1667,1,0.1667,0,0.0,0,0.0,"Mathematics-University of California, Santa Barbara"
"University of California, Santa Barbara-Mechanical Engineering",2,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,"Mechanical Engineering-University of California, Santa Barbara"
"University of California, Santa Barbara-Physics",2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,"Physics-University of California, Santa Barbara"
"University of California, Santa Cruz-Chemistry",2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Chemistry-University of California, Santa Cruz"
"University of California, Santa Cruz-Mathematics",9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Mathematics-University of California, Santa Cruz"
"University of California, Santa Cruz-Physics",4,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,"Physics-University of California, Santa Cruz"
University of Central Florida-Chemistry,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Central Florida
University of Central Florida-Mathematics,4,0,0.0,1,0.25,0,0.0,1,0.25,0,0.0,Mathematics-University of Central Florida
University of Central Florida-Physics,2,1,0.5,1,0.5,1,0.5,0,0.0,0,0.0,Physics-University of Central Florida
University of Chicago-Chemistry,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Chicago
University of Chicago-Computer Science,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Chicago
University of Chicago-Mathematics,14,3,0.2143,3,0.2143,0,0.0,3,0.2143,0,0.0,Mathematics-University of Chicago
University of Chicago-Physics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Chicago
University of Cincinnati-Chemistry,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Cincinnati
University of Cincinnati-Mathematics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Cincinnati
University of Cincinnati-Mechanical Engineering,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Cincinnati
University of Colorado Boulder-Chemistry,3,1,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Colorado Boulder
University of Colorado Boulder-Mathematics,11,1,0.0909,1,0.0909,0,0.0,1,0.0909,0,0.0,Mathematics-University of Colorado Boulder
University of Colorado Boulder-Mechanical Engineering,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Colorado Boulder
University of Colorado Boulder-Physics,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Colorado Boulder
University of Colorado Denver-Chemistry,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Colorado Denver
University of Colorado Denver-Mathematics,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Colorado Denver
University of Connecticut-Chemistry,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Connecticut
University of Connecticut-Mathematics,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Connecticut
University of Connecticut-Mechanical Engineering,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Connecticut
University of Connecticut-Physics,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Connecticut
University of Delaware-Computer Science,2,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,Computer Science-University of Delaware
University of Delaware-Mathematics,11,0,0.0,1,0.0909,0,0.0,1,0.0909,0,0.0,Mathematics-University of Delaware
University of Delaware-Mechanical Engineering,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Delaware
University of Delaware-Physics,2,1,0.5,1,0.5,1,0.5,0,0.0,0,0.0,Physics-University of Delaware
University of Denver-Chemistry,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Denver
University of Denver-Mathematics,4,0,0.0,1,0.25,0,0.0,1,0.25,0,0.0,Mathematics-University of Denver
University of Denver-Physics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Denver
University of Florida-Chemistry,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Florida
University of Florida-Computer Science,1,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,Computer Science-University of Florida
University of Florida-Mathematics,12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Florida
University of Florida-Mechanical Engineering,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Florida
University of Florida-Physics,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Florida
University of Georgia-Chemistry,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Georgia
University of Georgia-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Georgia
University of Georgia-Mathematics,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Georgia
University of Georgia-Physics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Georgia
University of Hawaii at Manoa-Chemistry,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Hawaii at Manoa
University of Hawaii at Manoa-Mathematics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Hawaii at Manoa
University of Hawaii at Manoa-Mechanical Engineering,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Hawaii at Manoa
University of Hawaii at Manoa-Physics,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Hawaii at Manoa
University of Houston-Chemistry,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Houston
University of Houston-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Houston
University of Houston-Mathematics,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Houston
University of Houston-Mechanical Engineering,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Houston
University of Houston-Physics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Houston
University of Illinois Chicago-Chemistry,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Illinois Chicago
University of Illinois Chicago-Computer Science,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Illinois Chicago
University of Illinois Chicago-Mathematics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Illinois Chicago
University of Illinois Chicago-Mechanical Engineering,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Illinois Chicago
University of Illinois Chicago-Physics,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Illinois Chicago
University of Illinois Urbana-Champaign-Chemistry,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Champaign-Chemistry-University of Illinois Urbana
University of Illinois Urbana-Champaign-Computer Science,48,1,0.0208,0,0.0,0,0.0,0,0.0,0,0.0,Champaign-Computer Science-University of Illinois Urbana
University of Illinois Urbana-Champaign-Mathematics,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,Champaign-Mathematics-University of Illinois Urbana
University of Illinois Urbana-Champaign-Mechanical Engineering,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Champaign-Mechanical Engineering-University of Illinois Urbana
University of Illinois Urbana-Champaign-Physics,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Champaign-Physics-University of Illinois Urbana
University of Iowa-Chemistry,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Iowa
University of Iowa-Computer Science,48,0,0.0,1,0.0208,0,0.0,1,0.0208,0,0.0,Computer Science-University of Iowa
University of Iowa-Mathematics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Iowa
University of Iowa-Physics,48,1,0.0208,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Iowa
University of Kansas-Chemistry,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Kansas
University of Kansas-Mathematics,48,0,0.0,1,0.0208,1,0.0208,0,0.0,0,0.0,Mathematics-University of Kansas
University of Kansas-Physics,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Kansas
University of Kentucky-Chemistry,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Kentucky
University of Kentucky-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Kentucky
University of Kentucky-Mathematics,3,0,0.0,1,0.3333,0,0.0,1,0.3333,0,0.0,Mathematics-University of Kentucky
University of Kentucky-Mechanical Engineering,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Kentucky
University of Kentucky-Physics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Kentucky
University of Louisiana at Lafayette-Chemistry,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Louisiana at Lafayette
University of Louisiana at Lafayette-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Louisiana at Lafayette
University of Louisiana at Lafayette-Mathematics,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Louisiana at Lafayette
University of Louisiana at Lafayette-Mechanical Engineering,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Louisiana at Lafayette
University of Louisiana at Lafayette-Physics,48,1,0.0208,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Louisiana at Lafayette
University of Louisville-Chemistry,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Louisville
University of Louisville-Computer Science,3,1,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Louisville
University of Louisville-Mathematics,15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Louisville
University of Louisville-Mechanical Engineering,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Louisville
University of Louisville-Physics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Louisville
University of Maine-Mathematics,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Maine
University of Maine-Mechanical Engineering,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Maine
University of Maine-Physics,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Maine
"University of Maryland, Baltimore County-Mathematics",1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Mathematics-University of Maryland, Baltimore County"
"University of Maryland, Baltimore County-Physics",48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Physics-University of Maryland, Baltimore County"
"University of Maryland, College Park-Computer Science",5,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,"Computer Science-University of Maryland, College Park"
"University of Maryland, College Park-Mathematics",24,0,0.0,1,0.0417,0,0.0,1,0.0417,0,0.0,"Mathematics-University of Maryland, College Park"
"University of Maryland, College Park-Mechanical Engineering",1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Mechanical Engineering-University of Maryland, College Park"
"University of Maryland, College Park-Physics",48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Physics-University of Maryland, College Park"
University of Massachusetts Amherst-Chemistry,1,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,Chemistry-University of Massachusetts Amherst
University of Massachusetts Amherst-Computer Science,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Massachusetts Amherst
University of Massachusetts Amherst-Mathematics,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Massachusetts Amherst
University of Memphis-Chemistry,2,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,Chemistry-University of Memphis
University of Memphis-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Memphis
University of Memphis-Mathematics,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Memphis
University of Memphis-Physics,2,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,Physics-University of Memphis
University of Miami-Chemistry,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Miami
University of Miami-Computer Science,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Miami
University of Miami-Mathematics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Miami
University of Miami-Physics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Miami
University of Michigan-Chemistry,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Michigan
University of Michigan-Computer Science,14,3,0.2143,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Michigan
University of Michigan-Mathematics,13,2,0.1538,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Michigan
University of Michigan-Mechanical Engineering,2,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Michigan
University of Michigan-Physics,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Michigan
University of Minnesota-Chemistry,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Minnesota
University of Minnesota-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Minnesota
University of Minnesota-Mathematics,14,0,0.0,1,0.0714,0,0.0,1,0.0714,0,0.0,Mathematics-University of Minnesota
University of Minnesota-Mechanical Engineering,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Minnesota
University of Minnesota-Physics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Minnesota
University of Mississippi-Chemistry,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Mississippi
University of Mississippi-Mathematics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Mississippi
University of Mississippi-Physics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Mississippi
University of Missouri-Chemistry,3,1,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Missouri
University of Missouri-Mathematics,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Missouri
University of Missouri-Mechanical Engineering,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Missouri
University of Missouri-Physics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Missouri
University of Montana-Chemistry,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Montana
University of Montana-Mathematics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Montana
University of Nebraska-Lincoln-Chemistry,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Lincoln-Chemistry-University of Nebraska
University of Nebraska-Lincoln-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Lincoln-Computer Science-University of Nebraska
University of Nebraska-Lincoln-Mathematics,2,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,Lincoln-Mathematics-University of Nebraska
University of Nebraska-Lincoln-Physics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Lincoln-Physics-University of Nebraska
"University of Nevada, Las Vegas-Physics",1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Physics-University of Nevada, Las Vegas"
"University of Nevada, Reno-Computer Science",1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Computer Science-University of Nevada, Reno"
"University of Nevada, Reno-Mathematics",1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Mathematics-University of Nevada, Reno"
University of New Hampshire-Chemistry,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of New Hampshire
University of New Hampshire-Mathematics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of New Hampshire
