seminar_id,university,discipline,condition,total_speakers,unique_speakers,speakers_from_db,urm_from_db,black_from_db,hispanic_from_db,female_from_db,pct_from_db,pct_urm_from_db,pct_black_from_db,pct_hispanic_from_db,pct_female_from_db,any_from_db,any_urm_from_db,any_black_from_db,any_hispanic_from_db,any_female_from_db
3ce6fe-4618b2-83,"University of California, Davis",Mathematics,control,14,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3ce8ef-86e561-d2,"Graduate Center, CUNY",Mathematics,treatment,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3cf243-75042c-eb,University of New Mexico,Physics,control,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3cf822-41a3b2-b9,Tulane University,Physics,treatment,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3d1545-c806eb-5f,Purdue University,Physics,control,17,17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3d4360-0d1bf4-60,Columbia University,Physics,treatment,23,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3d499c-542c76-3a,University of Hawaii at Manoa,Mechanical Engineering,treatment,8,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3dbf03-0d5e67-55,Wayne State University,Physics,treatment,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3e4593-3652c8-17,Stanford University,Mathematics,treatment,6,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3e6050-369647-1c,Cornell University,Mathematics,control,18,17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3e73f0-f83dc5-01,University of Pennsylvania,Computer Science,treatment,8,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3e86dd-fe25ad-c7,University of Utah,Mathematics,treatment,7,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3e9d38-c2423f-ed,Princeton University,Mathematics,control,24,24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3ea741-6f1bfe-35,Princeton University,Chemistry,treatment,7,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3eb2d1-f43d48-3d,"University of California, Irvine",Physics,treatment,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3ed1e4-abc2aa-bd,University of Georgia,Mathematics,treatment,32,32,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3edce7-18d358-3a,Massachusetts Institute of Technology,Mathematics,control,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3efd7d-7da279-ff,Arizona State University,Mathematics,control,20,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3f4eff-e104a0-47,Rutgers University-New Brunswick,Physics,control,16,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3f54f1-10440b-4c,University of Tennessee,Mathematics,control,9,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3f5f0b-21cb22-53,"University of Maryland, Baltimore County",Physics,control,16,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3f68f9-1cf0e6-72,Boston University,Computer Science,treatment,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3f8c76-8da1b9-43,Ohio State University,Physics,treatment,6,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3f95a2-5b5d96-37,West Virginia University,Physics,treatment,13,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3fae5c-726137-ca,"University of California, Irvine",Mathematics,control,5,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3fca95-1d876b-82,New York University,Physics,treatment,18,18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
400d91-a09426-a3,University of Illinois Chicago,Physics,treatment,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
403b90-31856d-4c,University of Oregon,Physics,control,24,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4076c4-c4c032-ab,University of Colorado Boulder,Mathematics,control,21,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4078ea-b63d6e-72,University of Delaware,Mathematics,treatment,9,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
408523-7e4bbb-19,University of Florida,Mathematics,control,19,19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
40962c-1e0e29-55,University of Utah,Physics,control,15,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
40a1fc-f5e8f0-7f,University of Massachusetts Amherst,Mathematics,control,7,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
40bbe4-0c2a19-65,University of Illinois Urbana-Champaign,Physics,treatment,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
410865-4537f2-98,"University of California, Los Angeles",Mathematics,control,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
412528-cf2623-bb,University of Washington,Mathematics,treatment,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4125eb-6be93c-c8,Pennsylvania State University,Mathematics,control,6,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
413707-148a78-3d,Princeton University,Mathematics,control,22,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
417388-0167eb-74,University of Illinois Chicago,Computer Science,control,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
418248-124a3d-bf,Texas A&M University,Mathematics,treatment,13,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
418ae9-326f45-0a,University of Minnesota,Physics,treatment,11,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
41aacf-10e061-23,University of Chicago,Mathematics,control,16,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
41b8f7-851268-25,University of Houston,Mathematics,treatment,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
41c7d7-cf0269-40,Purdue University,Chemistry,control,17,17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
41d2aa-a93c61-24,Johns Hopkins University,Physics,control,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4227be-399cee-da,Carnegie Mellon University,Mechanical Engineering,control,4,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
424149-4b9de3-72,Pennsylvania State University,Mathematics,control,15,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
428a53-522aba-f1,University of Arizona,Mathematics,treatment,6,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
42afab-734f95-a4,Massachusetts Institute of Technology,Computer Science,control,14,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
42e4d6-7bb66a-06,"University of California, Irvine",Physics,treatment,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
43212b-07918a-5c,Washington University in St. Louis,Physics,control,15,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
436a96-84b0be-17,University of Massachusetts Amherst,Mathematics,control,24,24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
43aa94-d5b5eb-64,"University of California, Los Angeles",Mathematics,control,17,17,1,1,0,1,0,5.88235294117647,5.88235294117647,0.0,5.88235294117647,0.0,1,1,0,1,0
43ecc9-390f1d-82,Duke University,Chemistry,control,20,20,1,1,0,1,0,5.0,5.0,0.0,5.0,0.0,1,1,0,1,0
444fb5-6376b0-81,Texas A&M University,Mathematics,treatment,18,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4474db-7e569d-6f,University of Massachusetts Amherst,Mathematics,control,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4487a3-b142a0-1d,New York University,Computer Science,treatment,14,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
44c646-03227c-ba,University of Iowa,Chemistry,control,7,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
44d080-791236-21,"University of California, San Diego",Physics,treatment,4,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
44f177-4ba2f2-6d,Indiana University Bloomington,Chemistry,control,4,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
44f1a4-78a4fd-ae,University of South Carolina,Chemistry,control,24,24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
45263a-cedaab-8b,University of Rochester,Mechanical Engineering,treatment,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
452b39-566707-5f,Georgia Institute of Technology,Physics,treatment,15,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
455b59-d51dbd-b9,University of Wisconsin-Madison,Mathematics,control,26,26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
455cae-e9c5be-62,Florida International University,Physics,treatment,11,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
456012-7e7bd1-a9,University of Denver,Physics,treatment,19,19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
459287-773161-66,University of Wisconsin-Madison,Mathematics,control,18,18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
45b27a-7f298a-be,Oklahoma State University-Stillwater,Mathematics,control,14,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
45d5f8-56a52b-35,"University of California, Los Angeles",Computer Science,treatment,11,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
45ee20-ac2778-47,Georgia Institute of Technology,Chemistry,treatment,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
460b58-6484b2-3e,"University of California, Los Angeles",Physics,treatment,15,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
46101a-86f51e-d0,Brown University,Mathematics,control,7,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
463dad-0ddef9-e9,University of Miami,Mathematics,treatment,17,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
466ed1-d19bec-aa,University of Texas at San Antonio,Physics,treatment,26,24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
469ea7-091936-14,George Mason University,Mathematics,control,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
46a4cc-5a3edf-60,Florida State University,Mathematics,treatment,19,19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
46b9e2-a21be8-e7,Carnegie Mellon University,Computer Science,control,22,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4707f9-15f8aa-8f,University of Massachusetts Amherst,Computer Science,control,23,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
472d83-1c2503-1c,Stanford University,Mathematics,treatment,29,29,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
477b42-deebe4-f3,University of Washington,Mathematics,treatment,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
478223-2c80a4-55,Wayne State University,Chemistry,control,13,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
481b4e-bb9f38-32,"University of California, Berkeley",Mathematics,treatment,7,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4853c6-e8941c-0a,Brown University,Mathematics,control,36,35,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
48613d-04b12b-dc,Princeton University,Mathematics,control,27,27,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
487947-00316d-d1,University of Chicago,Mathematics,control,21,21,1,0,0,0,0,4.761904761904762,0.0,0.0,0.0,0.0,1,0,0,0,0
48de1f-38d33a-5f,Stanford University,Chemistry,treatment,11,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
490950-470362-c6,University of Connecticut,Mechanical Engineering,treatment,9,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
492742-80af2f-ec,University of Texas at El Paso,Mathematics,control,13,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
493e5d-41dfc0-da,Case Western Reserve University,Mathematics,treatment,26,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
499b04-4182d3-42,Arizona State University,Physics,treatment,4,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4a2e75-4f973e-4c,Johns Hopkins University,Mechanical Engineering,control,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4a9620-d2ce55-f1,Montana State University,Computer Science,control,11,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4accde-ee77d8-d7,New York University,Mathematics,control,18,17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4ad761-b836b4-56,New York University,Physics,treatment,17,17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4af28c-9a7af5-27,University of Michigan,Computer Science,treatment,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4af734-69f58a-6f,Purdue University,Mathematics,treatment,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4b26be-bb33f4-36,University of Missouri,Mathematics,control,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4b2bd4-c18c0d-37,University of Southern California,Physics,treatment,22,21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4b70d8-9e9526-d4,University of North Carolina at Chapel Hill,Chemistry,control,29,28,1,1,0,1,0,3.4482758620689653,3.4482758620689653,0.0,3.4482758620689653,0.0,1,1,0,1,0
4bbd09-318fdc-bb,University of Southern California,Physics,treatment,22,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4bd2df-49b63f-ee,University of Houston,Mathematics,treatment,4,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4bd403-684855-d3,Boston University,Physics,control,26,25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4be1b8-32de38-14,Virginia Tech,Physics,control,14,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4bedcf-1da5da-cb,Old Dominion University,Chemistry,treatment,34,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4bfad5-cf18b6-b5,University of Florida,Physics,control,15,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4c1dab-50f7ce-aa,Ohio State University,Physics,treatment,16,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4c4754-3aedd1-85,"University of Maryland, College Park",Mathematics,control,21,17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4c8a9e-450686-4c,Indiana University Bloomington,Mathematics,treatment,9,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4c9d90-bc4a87-4b,Cornell University,Computer Science,control,9,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4cdcc3-6b3af3-7b,University of Rochester,Physics,control,31,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4ce0e1-1135c8-2e,Johns Hopkins University,Mathematics,control,20,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4d0a75-5aa6ae-d6,University of Utah,Mathematics,treatment,13,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4d211e-8deb28-f9,Emory University,Mathematics,treatment,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4d3834-ee13f2-6d,Florida International University,Chemistry,treatment,9,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4d47cc-b284f4-9e,University of North Carolina at Chapel Hill,Physics,treatment,23,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4da718-6f0402-c0,Tulane University,Mathematics,treatment,15,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4dc728-f40e0c-90,University of Pennsylvania,Mathematics,control,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4e14c5-8f594f-2b,University of Iowa,Mathematics,control,6,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4e379a-406f5d-73,Georgia Institute of Technology,Computer Science,treatment,12,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4e6f18-2688d9-20,University of Pennsylvania,Computer Science,treatment,32,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4ed910-2de68e-8e,University of Arizona,Chemistry,control,10,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4ef8d2-2c8907-a0,Virginia Tech,Mathematics,control,17,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4f67b4-f12d17-6e,Pennsylvania State University,Mechanical Engineering,control,15,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4f6b5c-fe537f-f8,University of Cincinnati,Chemistry,control,6,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4fc430-c773aa-f1,University of Florida,Computer Science,treatment,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4fc7c1-7fb7bb-22,North Carolina State University,Mathematics,treatment,15,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
503ade-f6e71c-c8,New York University,Physics,treatment,28,28,1,1,1,0,0,3.571428571428571,3.571428571428571,3.571428571428571,0.0,0.0,1,1,1,0,0
50453b-04a7ad-49,Oregon State University,Mathematics,treatment,12,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
504ae4-489e38-d8,University of Utah,Physics,control,45,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
504bdf-cbf291-3a,University of Louisiana at Lafayette,Mathematics,control,5,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
5075ea-d8a95f-aa,Tulane University,Mathematics,treatment,7,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
5093ca-546bca-93,Montana State University,Mathematics,treatment,18,18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
50c066-4d8396-2d,University of Colorado Boulder,Physics,control,18,18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
50de8c-9d3ee9-5f,Yale University,Mathematics,control,59,52,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
51348d-da8c2a-83,Yale University,Physics,treatment,29,28,1,1,0,1,1,3.4482758620689653,3.4482758620689653,0.0,3.4482758620689653,3.4482758620689653,1,1,0,1,1
513b7e-461441-5d,University of Central Florida,Physics,treatment,17,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
514299-d1024c-4e,University of Rochester,Chemistry,treatment,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
518749-24c60d-c9,Massachusetts Institute of Technology,Mathematics,control,13,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
51a4e6-9b9dda-01,University at Buffalo,Chemistry,control,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
51ac52-931ab5-10,"University of Maryland, College Park",Computer Science,treatment,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
51f366-8bb07b-72,Kent State University,Chemistry,treatment,11,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
521d22-b49e87-24,Vanderbilt University,Mathematics,control,26,26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
52522e-5b7f1f-8b,Tulane University,Computer Science,control,4,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
5270e1-8aa732-3d,Texas A&M University,Chemistry,treatment,70,60,1,1,1,0,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,0.0,0.0,1,1,1,0,0
527896-e1b838-b0,University of Southern California,Chemistry,control,48,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
52b1de-84554d-13,Columbia University,Mathematics,treatment,25,25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
52cab4-192a37-f5,Johns Hopkins University,Physics,control,14,14,1,0,0,0,0,7.142857142857142,0.0,0.0,0.0,0.0,1,0,0,0,0
52cf29-787554-8e,University of Illinois Chicago,Chemistry,treatment,26,26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
52f135-344f5a-92,Indiana University Bloomington,Chemistry,control,13,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
52f52e-9b0a3b-b6,Princeton University,Mathematics,control,40,39,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
52f7da-4131c3-37,"University of California, Berkeley",Mathematics,treatment,23,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
53171d-397217-94,University of Notre Dame,Physics,control,14,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
5345fc-a561b1-d5,"University of Maryland, Baltimore County",Mathematics,treatment,23,19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
534828-b5f519-2f,Oklahoma State University-Stillwater,Mathematics,control,2,2,1,1,0,1,0,50.0,50.0,0.0,50.0,0.0,1,1,0,1,0
536452-d533b0-6b,"Graduate Center, CUNY",Mathematics,treatment,11,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
53712b-6cd5bb-fc,Rutgers University-New Brunswick,Physics,control,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
5381b7-15eebe-38,"University of California, San Diego",Mathematics,treatment,8,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
539a12-7a6572-17,Rice University,Mathematics,treatment,21,21,1,1,1,0,0,4.761904761904762,4.761904761904762,4.761904761904762,0.0,0.0,1,1,1,0,0
539afd-82647c-2e,Massachusetts Institute of Technology,Mechanical Engineering,treatment,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
53addd-76f490-bc,University of Colorado Boulder,Chemistry,treatment,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
53b3ce-1dbb51-8e,Rutgers University-New Brunswick,Mathematics,control,13,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
53d5ec-300b01-fe,"Graduate Center, CUNY",Mathematics,treatment,27,23,2,2,0,2,0,7.4074074074074066,7.4074074074074066,0.0,7.4074074074074066,0.0,1,1,0,1,0
53df1c-c10c46-5b,University at Buffalo,Physics,treatment,27,26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
54c6cd-e1042a-d7,Indiana University Bloomington,Physics,control,19,18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
54f579-b0fb32-10,University of Louisiana at Lafayette,Physics,treatment,10,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
55000d-78d84a-0b,Boston University,Mechanical Engineering,control,5,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
551ae6-e1a9ed-c0,University of Michigan,Computer Science,treatment,27,27,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
552c7a-d2666a-90,Pennsylvania State University,Mathematics,control,14,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
553a90-4681b5-ef,University of Wisconsin-Madison,Chemistry,treatment,5,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
558087-2a4782-83,Purdue University,Physics,control,4,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
558770-c5fd19-2e,University of Utah,Mechanical Engineering,control,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
559178-14deed-b4,"University of Maryland, College Park",Physics,control,20,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
55b3f4-2be68e-42,University of North Carolina at Chapel Hill,Chemistry,control,6,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
55cf15-0b2d09-7f,University of Virginia,Mathematics,control,16,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
55eaa9-45b7e8-fb,New York University,Computer Science,treatment,26,26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
55ef36-756dcc-68,"University of Maryland, Baltimore County",Physics,control,19,18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
561aff-cb06c0-d8,"University of Maryland, Baltimore County",Mathematics,treatment,15,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
564d18-89cdb0-a5,University of Colorado Boulder,Chemistry,treatment,4,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
5662a1-1c7e0a-4a,University of South Florida,Mathematics,control,13,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
570006-cd2af6-a4,Kansas State University,Chemistry,treatment,10,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
570429-e69e82-92,Rutgers University-New Brunswick,Physics,control,13,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
573a43-163ec6-f9,University of Chicago,Mathematics,control,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
5744b1-6aff90-36,West Virginia University,Chemistry,treatment,20,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
579de3-d811b3-35,"University of California, Riverside",Chemistry,treatment,9,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
57a379-49af03-5c,University of Illinois Urbana-Champaign,Mathematics,treatment,20,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
