seminar_id,university,discipline,condition,total_speakers,unique_speakers,speakers_from_db,urm_from_db,black_from_db,hispanic_from_db,female_from_db,pct_from_db,pct_urm_from_db,pct_black_from_db,pct_hispanic_from_db,pct_female_from_db,any_from_db,any_urm_from_db,any_black_from_db,any_hispanic_from_db,any_female_from_db
003ac8-0efc4e-2f,Binghamton University,Mathematics,control,20,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
005d0a-caf943-2a,Montana State University,Mathematics,treatment,22,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
008535-f3cced-21,University of Wisconsin-Madison,Mathematics,control,17,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
008cef-9bdf9c-0d,University of Wisconsin-Madison,Physics,control,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
00aa10-e8beff-4c,University of Georgia,Mathematics,treatment,21,17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
00b316-d7200e-fd,"University of California, Irvine",Mathematics,control,20,19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
011abf-b70a67-65,Rutgers University-New Brunswick,Physics,control,5,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
011ce3-f043e2-21,Kansas State University,Physics,treatment,21,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
011e14-875572-14,University at Buffalo,Computer Science,control,9,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
01dcca-7bbb99-e5,Stony Brook University,Physics,treatment,11,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
01de47-a88483-6e,Ohio University,Physics,treatment,11,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
01fa01-187e22-7b,Duke University,Mathematics,control,4,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
02178a-edb0b8-b1,"University of California, Irvine",Physics,treatment,25,25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
022725-6d33b2-9b,Louisiana State University,Mathematics,treatment,24,24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
024587-53f55d-3d,Colorado State University,Mathematics,treatment,23,18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
024600-71da61-b1,University of Memphis,Mathematics,control,4,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0246a9-3c736f-77,Clemson University,Mathematics,treatment,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0248f3-7f4441-14,Tufts University,Mathematics,control,19,19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
028dbb-5175b2-50,University of Virginia,Mathematics,control,26,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
02bc35-6c731d-77,Carnegie Mellon University,Computer Science,control,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
03392d-63bd38-9a,University of Connecticut,Mathematics,treatment,10,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0343da-985cf4-0e,University of Chicago,Mathematics,control,13,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
037913-25d3de-fa,University of Washington,Mathematics,treatment,5,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
037aee-5187c5-4b,Dartmouth College,Mathematics,treatment,5,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
039b0a-0cb93e-f6,Arizona State University,Mathematics,control,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
03a7c7-525fe4-c2,University of Nebraska-Lincoln,Chemistry,treatment,26,26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
03fa38-199b92-45,University of Colorado Boulder,Mathematics,control,16,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
045e8a-441431-f5,"University of California, Davis",Mathematics,control,28,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
048afd-b56b8b-7b,University of Cincinnati,Mechanical Engineering,control,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
04b408-f784d7-ac,Texas A&M University,Mathematics,treatment,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
058042-a002d6-1f,University of Illinois Chicago,Physics,treatment,57,50,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
058e33-5258a5-fd,Boston University,Physics,control,7,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
059130-ac3c3e-80,North Carolina State University,Mathematics,treatment,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
059b2e-0ac028-51,North Carolina State University,Mathematics,treatment,7,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
05feb1-c7c890-af,Binghamton University,Mathematics,control,36,34,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0691a6-6ee969-47,Yale University,Computer Science,control,6,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
06af24-486e60-04,University of Massachusetts Amherst,Mathematics,control,9,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
06d591-975592-48,New York University,Mathematics,control,13,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
06e46a-f64c31-d5,"University of California, San Diego",Mathematics,treatment,14,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
070c95-519ed4-ac,University of Illinois Urbana-Champaign,Physics,treatment,26,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
076f84-2e12fe-78,University of Wisconsin-Madison,Chemistry,treatment,11,11,1,1,1,0,0,9.090909090909092,9.090909090909092,9.090909090909092,0.0,0.0,1,1,1,0,0
078e81-afde7a-ca,Syracuse University,Physics,treatment,13,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
07a019-01ca44-a1,Brown University,Physics,treatment,17,17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
07b159-e11b6a-30,University of Tennessee,Chemistry,control,10,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0827ad-65389c-d1,University of Michigan,Mathematics,treatment,31,24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0829eb-fb5608-35,Cornell University,Computer Science,control,29,29,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
082a7c-cef7a5-58,Kent State University,Mathematics,control,7,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
084aec-dcee6d-fb,Purdue University,Physics,control,13,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
086a11-532139-0c,"University of California, Los Angeles",Mathematics,control,5,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
08783c-af46b5-41,New York University,Mathematics,control,27,27,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
089265-dd6228-06,University of Alabama in Huntsville,Mathematics,control,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0895f9-067ce7-da,Purdue University,Physics,control,29,27,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
08af46-bd4f45-0b,University at Buffalo,Mathematics,control,7,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
08b2ad-871b53-22,University of North Carolina at Chapel Hill,Mathematics,treatment,5,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
08de03-74568d-14,Colorado School of Mines,Physics,control,17,17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
08f577-df1d13-90,University of Wisconsin-Madison,Mathematics,control,25,25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
091e6a-43893d-19,Rutgers University-New Brunswick,Mathematics,control,17,17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
09516c-97650f-f5,Duke University,Mathematics,control,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0966b8-833dd9-cb,University of Houston,Mathematics,treatment,29,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0981bb-fbb99c-8f,"University of California, Santa Cruz",Physics,treatment,9,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
09adbe-115b9f-19,Princeton University,Mathematics,control,30,28,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
09b181-e94a8e-ed,University of Wisconsin-Madison,Chemistry,treatment,4,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0a3ef5-5c69a6-2b,University of Wisconsin-Madison,Physics,control,30,26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0a7e6f-67877c-29,Princeton University,Mathematics,control,21,21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0a9d77-f684ff-8a,"University of California, Irvine",Physics,treatment,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0ab2fa-d49365-83,Columbia University,Mathematics,treatment,25,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0ac71a-1f1cf9-c8,Cornell University,Mathematics,control,14,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0ad6ec-dc61be-74,Virginia Tech,Mathematics,control,19,19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0ae6a3-c63ba2-2a,Georgetown University,Physics,control,19,19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0b179f-1a779c-6d,Ohio State University,Mathematics,treatment,10,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0b2346-47908a-b7,Binghamton University,Mathematics,control,17,17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0b50a1-c7cfd7-82,Brandeis University,Physics,treatment,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0b98ab-7656c6-1d,University of Chicago,Chemistry,treatment,55,54,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0bc297-6655d5-c0,"University of California, Riverside",Computer Science,control,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0c5861-7c2846-26,Indiana University Bloomington,Chemistry,control,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0c8b29-4d8ba9-d4,University of Michigan,Mechanical Engineering,treatment,18,18,1,1,1,0,0,5.555555555555555,5.555555555555555,5.555555555555555,0.0,0.0,1,1,1,0,0
0c9de2-68d4f1-d0,Tulane University,Mathematics,treatment,12,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0cd47b-0e5d48-e0,"University of California, Santa Cruz",Mathematics,treatment,7,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0cee9c-4400fb-97,Northeastern University,Mathematics,treatment,14,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0d05ee-10e108-0d,Iowa State University,Mathematics,control,20,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0d091a-267479-aa,University of Georgia,Chemistry,control,11,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0d2528-e3e71f-da,Princeton University,Mathematics,control,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0d5de8-0d34b8-22,Auburn University,Mathematics,control,9,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0d64a1-dedf3f-60,"University of California, San Diego",Chemistry,control,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0db08a-23f095-ba,University of Notre Dame,Physics,control,16,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0e637f-95892d-6d,Vanderbilt University,Physics,control,28,27,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0eaac3-793b30-4d,University of Wisconsin-Madison,Mathematics,control,12,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0eaf7b-fbc084-ab,Cornell University,Mathematics,control,16,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0ec2f7-fd40f2-2f,University of Southern California,Mathematics,control,7,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0ec491-20fe6b-d0,California Institute of Technology,Physics,control,20,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0f01ed-8508d6-07,"University of California, Los Angeles",Physics,treatment,7,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0f0a7a-345883-3c,University of Florida,Mathematics,control,17,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0f24d1-7ccc62-8e,University of Missouri,Mathematics,control,16,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0f2f5e-c8e178-db,California Institute of Technology,Chemistry,control,18,18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0f3b3e-9b0550-4c,University of Arizona,Mathematics,treatment,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0f5c65-8df78f-ce,"University of California, Berkeley",Mathematics,treatment,20,18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0f9b3d-fcc0d4-5e,University of Michigan,Mathematics,treatment,30,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0fa505-face0a-59,"Graduate Center, CUNY",Mathematics,treatment,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
10858b-fc8543-e6,Brandeis University,Computer Science,control,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
10d866-56146b-9d,"University of California, Los Angeles",Chemistry,treatment,28,26,1,1,0,1,0,3.571428571428571,3.571428571428571,0.0,3.571428571428571,0.0,1,1,0,1,0
10e2eb-1ed185-c0,University of Missouri,Mathematics,control,15,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1194d0-7e014e-48,University of Georgia,Mathematics,treatment,5,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
119ae7-646532-6c,"University of California, San Diego",Chemistry,control,19,19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
11a9ad-20255e-57,"University of California, Los Angeles",Mechanical Engineering,control,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
11b003-d5eaf2-f8,Washington State University,Chemistry,treatment,14,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
11de47-300d27-53,Syracuse University,Chemistry,treatment,8,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
123a1a-2a31c8-a1,California Institute of Technology,Mechanical Engineering,treatment,13,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
124b83-56b845-1b,"University of California, San Diego",Chemistry,control,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
12586a-a1faa7-b5,Carnegie Mellon University,Computer Science,control,48,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
127ee4-f4f08b-b5,Carnegie Mellon University,Computer Science,control,15,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1285a6-8fe8c1-93,University of Chicago,Mathematics,control,18,17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
12d4e7-bdfb96-da,"University of California, San Diego",Mathematics,treatment,14,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
12deb4-1b70d7-8b,University of Arizona,Mathematics,treatment,15,15,1,1,0,1,0,6.666666666666667,6.666666666666667,0.0,6.666666666666667,0.0,1,1,0,1,0
12f461-b39d81-77,Rutgers University-New Brunswick,Mathematics,control,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
134bf3-98037b-2d,Northwestern University,Mathematics,treatment,19,18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1364a7-bafdca-99,University of Louisville,Physics,treatment,7,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
13c4c8-fd1c57-d9,Tufts University,Mathematics,control,5,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
13d150-3314b9-4a,University of Virginia,Chemistry,control,21,21,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
13d5b1-86734f-f1,"University of California, Davis",Mathematics,control,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
140dcc-499b35-b5,Harvard University,Computer Science,treatment,13,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
141fdc-305d40-35,Boston College,Mathematics,control,29,29,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
142e80-600353-9e,University of Houston,Mechanical Engineering,control,29,29,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1451db-5f5159-60,Columbia University,Mathematics,treatment,6,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
14568e-f0fc54-c7,University of Arizona,Mathematics,treatment,22,18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
145b13-d2c791-0d,"University of California, Santa Barbara",Computer Science,treatment,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
146216-51dccc-9e,University of Wisconsin-Madison,Chemistry,treatment,9,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1474e0-69b9ac-1a,University of Mississippi,Chemistry,treatment,6,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
14982d-3ad234-84,University of Pennsylvania,Mathematics,control,20,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
14998a-814110-84,Boston University,Mathematics,treatment,22,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
14bfbd-7f30c4-e4,University of Michigan,Computer Science,treatment,16,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
14d5b4-ddb3cf-f5,"University of California, Irvine",Mathematics,control,7,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
14eb82-27042c-2d,University of Georgia,Chemistry,control,13,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
14ee17-1608f4-cf,Dartmouth College,Mathematics,treatment,22,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1545aa-d0dbd0-ff,Virginia Tech,Physics,control,7,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
154975-f8ef1f-3d,"University at Albany, SUNY",Physics,treatment,10,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
158842-d0c47c-1e,Stony Brook University,Physics,treatment,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
159c40-1d68a4-b9,Princeton University,Mathematics,control,6,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
16094b-ee728c-74,Montana State University,Chemistry,treatment,25,24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1632fe-2b7e08-47,Boston University,Physics,control,8,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
164d63-ee9263-b7,New York University,Mathematics,control,27,25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
166b41-73e4f7-90,New York University,Mathematics,control,6,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
167259-627a63-2d,University of Arizona,Chemistry,control,13,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
169a4f-3f7d3a-58,Massachusetts Institute of Technology,Mathematics,control,4,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
169d47-d02bdf-10,Ohio State University,Mathematics,treatment,23,18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
16c3a3-87dca3-e5,University of Oklahoma,Mathematics,treatment,24,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
16d531-009c16-7d,"University of California, Berkeley",Mathematics,treatment,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
174cb3-09ac2c-14,"University of California, Irvine",Mathematics,control,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
174d30-df924d-c4,University of Delaware,Mathematics,treatment,20,19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
175f93-30c4bc-eb,"University of California, Irvine",Physics,treatment,28,28,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
17d7ca-b1b021-12,Virginia Tech,Physics,control,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
183479-ce7cba-a1,University of Missouri,Chemistry,treatment,11,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
18a52c-75b384-f8,"University of California, San Diego",Mechanical Engineering,control,11,11,1,0,0,0,0,9.090909090909092,0.0,0.0,0.0,0.0,1,0,0,0,0
18fabd-3843fa-ee,Dartmouth College,Mathematics,treatment,19,18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
191a70-d4123f-ad,Georgia Institute of Technology,Physics,treatment,19,19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1934c0-46decf-60,George Mason University,Chemistry,treatment,14,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1943bd-dd3040-8d,University of Michigan,Physics,treatment,19,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1951a2-70cac7-f3,Colorado State University,Chemistry,treatment,16,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1956fd-b9715d-44,University of Minnesota,Mathematics,treatment,24,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
19711a-a99c34-9a,"University of California, Berkeley",Chemistry,treatment,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1981a8-ac4c1d-f7,Montana State University,Mathematics,treatment,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
198c52-06192d-14,University of Georgia,Mathematics,treatment,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
198cf5-803383-9e,Yale University,Mathematics,control,23,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
19c3a6-009880-48,Michigan State University,Physics,control,17,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1a21b3-f88892-9e,University of Illinois Urbana-Champaign,Chemistry,control,14,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1a79c5-a87c6f-25,Virginia Tech,Physics,control,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1a7ad5-871502-5c,George Washington University,Mathematics,control,6,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1a9023-af1dec-a5,"University of California, Los Angeles",Mathematics,control,8,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1aa489-d713f2-1c,Washington University in St. Louis,Computer Science,treatment,8,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1aa5c5-39b46e-64,Vanderbilt University,Mathematics,control,6,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1b065b-36010c-82,University of Delaware,Mathematics,treatment,4,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1b0b84-44e690-a3,University of Texas at Arlington,Computer Science,treatment,28,28,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1b1c2d-c3a1c0-e8,New York University,Mathematics,control,8,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1b210a-2435c7-a9,Binghamton University,Mathematics,control,9,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1b6b3d-38f401-de,Texas A&M University,Mathematics,treatment,18,18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1b7fc8-db4f7a-19,University of Connecticut,Mathematics,treatment,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1ba1fc-40358b-b7,University of Chicago,Physics,treatment,10,10,1,1,1,0,1,10.0,10.0,10.0,0.0,10.0,1,1,1,0,1
1bb2ba-4337df-01,"University of California, Riverside",Chemistry,treatment,23,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1bc459-2243ab-76,Duke University,Mathematics,control,15,15,1,1,0,1,0,6.666666666666667,6.666666666666667,0.0,6.666666666666667,0.0,1,1,0,1,0
1be8fb-b2f0d7-15,University of Notre Dame,Physics,control,15,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1bee8c-a75308-7f,"University of California, San Diego",Mathematics,treatment,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1c056a-e44e07-da,University of Michigan,Physics,treatment,22,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1c62f3-29a99f-85,Utah State University,Mathematics,control,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1c63dc-e62fb3-6b,Temple University,Mathematics,control,12,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1c670c-c35bfe-6c,University of Michigan,Mathematics,treatment,12,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1c7f9e-67dd36-6e,Rutgers University-New Brunswick,Physics,control,9,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1cde7d-db239d-c7,Arizona State University,Physics,treatment,13,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1d36f0-52fa39-a8,Stony Brook University,Mathematics,control,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
