seminar_id,university,discipline,department,condition,total_speakers,speakers_with_demographics,num_urm,num_black,num_hispanic,num_native_american,num_female,num_male,num_white,num_asian,pct_urm,pct_black,pct_hispanic,pct_native_american,pct_female,pct_male,pct_white,pct_asian,has_any_urm,has_any_black,has_any_hispanic,has_any_native_american,has_any_female,has_fall_speakers,has_spring_speakers,fall_total_speakers,fall_speakers_with_demographics,fall_num_urm,fall_num_black,fall_num_hispanic,fall_num_female,fall_pct_urm,fall_pct_black,fall_pct_hispanic,fall_pct_female,spring_total_speakers,spring_speakers_with_demographics,spring_num_urm,spring_num_black,spring_num_hispanic,spring_num_female,spring_pct_urm,spring_pct_black,spring_pct_hispanic,spring_pct_female,num_speakers_with_phd_year,pct_speakers_with_phd_year,mean_years_from_phd,median_years_from_phd,min_years_from_phd,max_years_from_phd,num_current_students,pct_current_students,treatment,department_std,bin_category,batch_number,total_faculty,urm_faculty,women_faculty,frac_urm_faculty,frac_women_faculty,dept_ranking,general_ranking,missing_dept_rank,num_recipients,total_peer_departments,total_urm_peer_faculty,bin_7_11,bin_1_3,bin_17_26,bin_3_5,bin_5_7,bin_0_1,batch_1,batch_2,batch_3,batch_4,batch_5,batch_6,batch_7,batch_8,batch_9,disc_mathematics,disc_physics,disc_computer_science,disc_mechanical_engineering
003ac8-0efc4e-2f,Binghamton University,Mathematics,Binghamton University-Mathematics,control,20,20,0,0,0,0,3,17,13,7,0.0,0.0,0.0,0.0,15.0,85.0,65.0,35.0,0,0,0,0,1,1,1,10,10,0,0,0,0,0.0,0.0,0.0,0.0,10,10,0,0,0,3,0.0,0.0,0.0,30.0,16,80.0,17.5,18.0,1.0,31.0,4,25.0,0,Binghamton University-Mathematics,"(7,11]",9.0,28,1,4,0.03571428571428571,0.14285714285714285,104.0,67.0,0,9,40,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
005d0a-caf943-2a,Montana State University,Mathematics,Montana State University-Mathematics,treatment,22,22,2,1,1,0,2,20,16,4,9.090909090909092,4.545454545454546,4.545454545454546,0.0,9.090909090909092,90.9090909090909,72.72727272727273,18.181818181818183,1,1,1,0,1,1,1,11,11,0,0,0,2,0.0,0.0,0.0,18.181818181818183,11,11,2,1,1,0,18.181818181818183,9.090909090909092,9.090909090909092,0.0,16,72.72727272727273,14.375,14.5,3.0,30.0,8,50.0,1,Montana State University-Mathematics,"(1,3]",7.0,25,1,11,0.04,0.44,125.0,141.0,0,2,40,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
008535-f3cced-21,University of Wisconsin-Madison,Mathematics,University of Wisconsin-Madison-Mathematics,control,17,17,2,0,2,0,0,17,10,5,11.76470588235294,0.0,11.76470588235294,0.0,0.0,100.0,58.82352941176471,29.411764705882355,1,0,1,0,0,1,1,14,14,2,0,2,0,14.285714285714285,0.0,14.285714285714285,0.0,3,3,0,0,0,0,0.0,0.0,0.0,0.0,16,94.11764705882352,29.0,31.0,9.0,39.0,7,43.75,0,University of Wisconsin-Madison-Mathematics,"(11,17]",4.0,58,4,11,0.06896551724137931,0.1896551724137931,19.0,38.0,0,15,40,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
008cef-9bdf9c-0d,University of Wisconsin-Madison,Physics,University of Wisconsin-Madison-Physics,control,3,3,0,0,0,0,0,3,2,1,0.0,0.0,0.0,0.0,0.0,100.0,66.66666666666666,33.33333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0.0,0.0,0.0,0.0,1,33.33333333333333,5.0,5.0,5.0,5.0,0,0.0,0,University of Wisconsin-Madison-Physics,"(7,11]",10.0,54,0,8,0.0,0.14814814814814814,27.0,38.0,0,4,40,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00aa10-e8beff-4c,University of Georgia,Mathematics,University of Georgia-Mathematics,treatment,21,21,0,0,0,0,0,21,12,9,0.0,0.0,0.0,0.0,0.0,100.0,57.14285714285714,42.857142857142854,0,0,0,0,0,1,1,12,12,0,0,0,0,0.0,0.0,0.0,0.0,9,9,0,0,0,0,0.0,0.0,0.0,0.0,18,85.71428571428571,14.0,7.0,1.0,41.0,3,16.666666666666664,1,University of Georgia-Mathematics,"(7,11]",8.0,33,1,7,0.030303030303030304,0.21212121212121213,60.0,48.0,0,2,40,34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
00b316-d7200e-fd,"University of California, Irvine",Mathematics,"University of California, Irvine-Mathematics",control,20,20,2,1,1,0,3,17,10,8,10.0,5.0,5.0,0.0,15.0,85.0,50.0,40.0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,20,20,2,1,1,3,10.0,5.0,5.0,15.0,17,85.0,10.6875,6.0,1.0,35.0,1,5.88235294117647,0,"University of California, Irvine-Mathematics","(11,17]",9.0,43,3,4,0.06976744186046512,0.09302325581395349,37.0,34.0,0,2,40,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
011abf-b70a67-65,Rutgers University-New Brunswick,Physics,Rutgers University-New Brunswick-Physics,control,5,5,0,0,0,0,0,5,5,0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,5,0,0,0,0,0.0,0.0,0.0,0.0,5,100.0,19.4,17.0,12.0,27.0,0,0.0,0,Rutgers University-New Brunswick-Physics,"(17,26]",10.0,7,0,1,0.0,0.14285714285714285,32.0,40.0,0,12,40,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
011ce3-f043e2-21,Kansas State University,Physics,Kansas State University-Physics,treatment,21,21,0,0,0,0,5,16,16,5,0.0,0.0,0.0,0.0,23.809523809523807,76.19047619047619,76.19047619047619,23.809523809523807,0,0,0,0,1,1,1,9,9,0,0,0,2,0.0,0.0,0.0,22.22222222222222,12,12,0,0,0,3,0.0,0.0,0.0,25.0,18,85.71428571428571,20.944444444444443,21.5,2.0,47.0,0,0.0,1,Kansas State University-Physics,"(1,3]",1.0,26,0,1,0.0,0.038461538461538464,87.0,113.0,0,4,40,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
011e14-875572-14,University at Buffalo,Computer Science,University at Buffalo-Computer Science,control,9,9,0,0,0,0,2,7,5,4,0.0,0.0,0.0,0.0,22.22222222222222,77.77777777777779,55.55555555555556,44.44444444444444,0,0,0,0,1,1,0,9,9,0,0,0,2,0.0,0.0,0.0,22.22222222222222,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9,100.0,16.88888888888889,16.0,5.0,27.0,0,0.0,0,University at Buffalo-Computer Science,"(1,3]",8.0,42,1,6,0.023809523809523808,0.14285714285714285,62.0,71.0,0,2,40,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
01dcca-7bbb99-e5,Stony Brook University,Physics,Stony Brook University-Physics,treatment,15,15,0,0,0,0,2,13,13,2,0.0,0.0,0.0,0.0,13.333333333333334,86.66666666666667,86.66666666666667,13.333333333333334,0,0,0,0,1,1,1,8,8,0,0,0,1,0.0,0.0,0.0,12.5,7,7,0,0,0,1,0.0,0.0,0.0,14.285714285714285,12,80.0,15.7,8.5,2.0,50.0,2,16.666666666666664,1,Stony Brook University-Physics,"(11,17]",2.0,74,2,11,0.02702702702702703,0.14864864864864866,25.0,55.0,0,10,40,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
01de47-a88483-6e,Ohio University,Physics,Ohio University-Physics,treatment,11,11,1,0,1,0,3,8,6,4,9.090909090909092,0.0,9.090909090909092,0.0,27.27272727272727,72.72727272727273,54.54545454545454,36.36363636363637,1,0,1,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,11,1,0,1,3,9.090909090909092,0.0,9.090909090909092,27.27272727272727,9,81.81818181818183,19.333333333333332,14.0,14.0,30.0,6,66.66666666666666,1,Ohio University-Physics,"(1,3]",2.0,25,2,6,0.08,0.24,95.0,116.0,0,3,40,19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
01fa01-187e22-7b,Duke University,Mathematics,Duke University-Mathematics,control,4,4,0,0,0,0,0,4,2,2,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0.0,0.0,0.0,0.0,4,100.0,13.75,12.5,2.0,28.0,0,0.0,0,Duke University-Mathematics,"(3,5]",5.0,35,0,7,0.0,0.2,16.0,8.0,0,2,40,35,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
02178a-edb0b8-b1,"University of California, Irvine",Physics,"University of California, Irvine-Physics",treatment,25,25,1,1,0,0,4,21,14,10,4.0,4.0,0.0,0.0,16.0,84.0,56.00000000000001,40.0,1,1,0,0,1,1,1,11,11,0,0,0,1,0.0,0.0,0.0,9.090909090909092,14,14,1,1,0,3,7.142857142857142,7.142857142857142,0.0,21.428571428571427,20,80.0,9.4,7.0,2.0,20.0,5,25.0,1,"University of California, Irvine-Physics","(5,7]",4.0,32,1,4,0.03125,0.125,37.0,34.0,0,2,40,44,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
022725-6d33b2-9b,Louisiana State University,Mathematics,Louisiana State University-Mathematics,treatment,24,24,0,0,0,0,5,19,22,2,0.0,0.0,0.0,0.0,20.833333333333336,79.16666666666666,91.66666666666666,8.333333333333332,0,0,0,0,1,1,1,12,12,0,0,0,2,0.0,0.0,0.0,16.666666666666664,12,12,0,0,0,3,0.0,0.0,0.0,25.0,23,95.83333333333334,23.695652173913043,22.0,7.0,52.0,0,0.0,1,Louisiana State University-Mathematics,"(11,17]",7.0,52,2,10,0.038461538461538464,0.19230769230769232,68.0,119.0,0,2,40,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
024587-53f55d-3d,Colorado State University,Mathematics,Colorado State University-Mathematics,treatment,23,23,2,2,0,0,7,16,18,3,8.695652173913043,8.695652173913043,0.0,0.0,30.434782608695656,69.56521739130434,78.26086956521739,13.043478260869565,1,1,0,0,1,1,1,10,10,1,1,0,4,10.0,10.0,0.0,40.0,13,13,1,1,0,3,7.6923076923076925,7.6923076923076925,0.0,23.076923076923077,22,95.65217391304348,14.5,16.5,2.0,25.0,14,63.63636363636363,1,Colorado State University-Mathematics,"(5,7]",7.0,40,0,13,0.0,0.325,88.0,108.0,0,8,40,29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
024600-71da61-b1,University of Memphis,Mathematics,University of Memphis-Mathematics,control,4,4,1,0,1,0,0,4,3,0,25.0,0.0,25.0,0.0,0.0,100.0,75.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,1,0,1,0,25.0,0.0,25.0,0.0,4,100.0,18.0,13.0,5.0,36.0,1,25.0,0,University of Memphis-Mathematics,"(3,5]",2.0,22,2,4,0.09090909090909091,0.18181818181818182,127.0,136.0,0,1,40,18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0246a9-3c736f-77,Clemson University,Mathematics,Clemson University-Mathematics,treatment,3,3,0,0,0,0,0,3,3,0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0.0,0.0,0.0,0.0,3,100.0,15.666666666666666,3.0,3.0,41.0,0,0.0,1,Clemson University-Mathematics,"(1,3]",6.0,54,2,13,0.037037037037037035,0.24074074074074073,87.0,76.0,0,2,40,27,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0248f3-7f4441-14,Tufts University,Mathematics,Tufts University-Mathematics,control,19,19,3,1,2,0,5,14,13,3,15.789473684210526,5.263157894736842,10.526315789473683,0.0,26.31578947368421,73.68421052631578,68.42105263157895,15.789473684210526,1,1,1,0,1,1,1,9,9,1,0,1,3,11.11111111111111,0.0,11.11111111111111,33.33333333333333,10,10,2,1,1,2,20.0,10.0,10.0,20.0,18,94.73684210526315,6.882352941176471,6.0,1.0,22.0,1,5.555555555555555,0,Tufts University-Mathematics,"(5,7]",6.0,22,2,6,0.09090909090909091,0.2727272727272727,70.0,41.0,0,7,40,32,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
028dbb-5175b2-50,University of Virginia,Mathematics,University of Virginia-Mathematics,control,26,26,1,0,1,0,7,19,18,7,3.8461538461538463,0.0,3.8461538461538463,0.0,26.923076923076923,73.07692307692307,69.23076923076923,26.923076923076923,1,0,1,0,1,1,1,14,14,1,0,1,4,7.142857142857142,0.0,7.142857142857142,28.57142857142857,12,12,0,0,0,3,0.0,0.0,0.0,25.0,19,73.07692307692307,7.769230769230769,3.0,1.0,21.0,6,31.57894736842105,0,University of Virginia-Mathematics,"(7,11]",5.0,34,0,9,0.0,0.2647058823529412,43.0,26.0,0,10,40,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
02bc35-6c731d-77,Carnegie Mellon University,Computer Science,Carnegie Mellon University-Computer Science,control,12,12,1,0,1,0,0,12,2,9,8.333333333333332,0.0,8.333333333333332,0.0,0.0,100.0,16.666666666666664,75.0,1,0,1,0,0,1,1,9,9,1,0,1,0,11.11111111111111,0.0,11.11111111111111,0.0,3,3,0,0,0,0,0.0,0.0,0.0,0.0,10,83.33333333333334,9.25,6.5,1.0,39.0,2,20.0,0,Carnegie Mellon University-Computer Science,"(7,11]",10.0,36,2,11,0.05555555555555555,0.3055555555555556,1.0,24.0,0,9,40,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03392d-63bd38-9a,University of Connecticut,Mathematics,University of Connecticut-Mathematics,treatment,10,10,0,0,0,0,1,9,10,0,0.0,0.0,0.0,0.0,10.0,90.0,100.0,0.0,0,0,0,0,1,1,1,1,1,0,0,0,1,0.0,0.0,0.0,100.0,9,9,0,0,0,0,0.0,0.0,0.0,0.0,8,80.0,31.0,30.5,20.0,40.0,2,25.0,1,University of Connecticut-Mathematics,"(7,11]",10.0,38,0,7,0.0,0.18421052631578946,64.0,56.0,0,6,40,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0343da-985cf4-0e,University of Chicago,Mathematics,University of Chicago-Mathematics,control,13,13,1,0,1,0,3,10,11,1,7.6923076923076925,0.0,7.6923076923076925,0.0,23.076923076923077,76.92307692307693,84.61538461538461,7.6923076923076925,1,0,1,0,1,1,1,7,7,1,0,1,0,14.285714285714285,0.0,14.285714285714285,0.0,6,6,0,0,0,3,0.0,0.0,0.0,50.0,13,100.0,18.166666666666668,15.5,1.0,45.0,1,7.6923076923076925,0,University of Chicago-Mathematics,"(11,17]",10.0,34,3,3,0.08823529411764706,0.08823529411764706,6.0,14.0,0,14,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
037913-25d3de-fa,University of Washington,Mathematics,University of Washington-Mathematics,treatment,8,8,2,1,1,0,1,7,2,4,25.0,12.5,12.5,0.0,12.5,87.5,25.0,50.0,1,1,1,0,1,1,1,2,2,0,0,0,0,0.0,0.0,0.0,0.0,6,6,2,1,1,1,33.33333333333333,16.666666666666664,16.666666666666664,16.666666666666664,7,87.5,5.714285714285714,6.0,1.0,11.0,0,0.0,1,University of Washington-Mathematics,"(11,17]",5.0,40,2,7,0.05,0.175,30.0,42.0,0,5,40,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
037aee-5187c5-4b,Dartmouth College,Mathematics,Dartmouth College-Mathematics,treatment,5,5,0,0,0,0,1,4,3,2,0.0,0.0,0.0,0.0,20.0,80.0,60.0,40.0,0,0,0,0,1,1,1,4,4,0,0,0,1,0.0,0.0,0.0,25.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5,100.0,14.0,14.0,8.0,20.0,3,60.0,1,Dartmouth College-Mathematics,"(5,7]",1.0,26,2,7,0.07692307692307693,0.2692307692307692,58.0,18.0,0,8,40,34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
039b0a-0cb93e-f6,Arizona State University,Mathematics,Arizona State University-Mathematics,control,12,12,1,0,1,0,4,8,5,6,8.333333333333332,0.0,8.333333333333332,0.0,33.33333333333333,66.66666666666666,41.66666666666667,50.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12,12,1,0,1,4,8.333333333333332,0.0,8.333333333333332,33.33333333333333,11,91.66666666666666,9.6,7.5,2.0,27.0,1,9.090909090909092,0,Arizona State University-Mathematics,"(3,5]",9.0,58,3,16,0.05172413793103448,0.27586206896551724,56.0,85.0,0,4,40,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
03a7c7-525fe4-c2,University of Nebraska-Lincoln,Chemistry,University of Nebraska-Lincoln-Chemistry,treatment,26,26,2,0,2,0,5,21,22,2,7.6923076923076925,0.0,7.6923076923076925,0.0,19.230769230769234,80.76923076923077,84.61538461538461,7.6923076923076925,1,0,1,0,1,1,1,12,12,1,0,1,1,8.333333333333332,0.0,8.333333333333332,8.333333333333332,14,14,1,0,1,4,7.142857142857142,0.0,7.142857142857142,28.57142857142857,22,84.61538461538461,21.045454545454547,21.0,4.0,43.0,0,0.0,1,University of Nebraska-Lincoln-Chemistry,"[0,1]",9.0,20,0,2,0.0,0.1,93.0,111.0,0,1,40,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
03fa38-199b92-45,University of Colorado Boulder,Mathematics,University of Colorado Boulder-Mathematics,control,16,16,1,1,0,0,2,14,10,5,6.25,6.25,0.0,0.0,12.5,87.5,62.5,31.25,1,1,0,0,1,1,1,3,3,0,0,0,0,0.0,0.0,0.0,0.0,13,13,1,1,0,2,7.6923076923076925,7.6923076923076925,0.0,15.384615384615385,14,87.5,13.25,8.0,1.0,37.0,2,14.285714285714285,0,University of Colorado Boulder-Mathematics,"(11,17]",9.0,24,1,7,0.041666666666666664,0.2916666666666667,51.0,88.0,0,11,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
045e8a-441431-f5,"University of California, Davis",Mathematics,"University of California, Davis-Mathematics",control,28,28,4,0,4,0,13,15,19,5,14.285714285714285,0.0,14.285714285714285,0.0,46.42857142857143,53.57142857142857,67.85714285714286,17.857142857142858,1,0,1,0,1,1,1,10,10,1,0,1,4,10.0,0.0,10.0,40.0,18,18,3,0,3,9,16.666666666666664,0.0,16.666666666666664,50.0,26,92.85714285714286,9.0,5.0,1.0,48.0,8,30.76923076923077,0,"University of California, Davis-Mathematics","(11,17]",3.0,51,3,11,0.058823529411764705,0.21568627450980393,33.0,28.0,0,11,40,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
048afd-b56b8b-7b,University of Cincinnati,Mechanical Engineering,University of Cincinnati-Mechanical Engineering,control,12,12,0,0,0,0,5,7,10,2,0.0,0.0,0.0,0.0,41.66666666666667,58.333333333333336,83.33333333333334,16.666666666666664,0,0,0,0,1,1,0,12,12,0,0,0,5,0.0,0.0,0.0,41.66666666666667,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10,83.33333333333334,17.8,15.0,1.0,35.0,0,0.0,0,University of Cincinnati-Mechanical Engineering,"[0,1]",9.0,26,0,4,0.0,0.15384615384615385,81.0,106.0,0,2,40,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
04b408-f784d7-ac,Texas A&M University,Mathematics,Texas A&M University-Mathematics,treatment,1,1,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,100.0,4.0,4.0,4.0,4.0,0,0.0,1,Texas A&M University-Mathematics,"(11,17]",1.0,73,1,12,0.0136986301369863,0.1643835616438356,36.0,47.0,0,10,40,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
058042-a002d6-1f,University of Illinois Chicago,Physics,University of Illinois Chicago-Physics,treatment,57,57,4,2,2,0,11,46,31,22,7.017543859649122,3.508771929824561,3.508771929824561,0.0,19.298245614035086,80.7017543859649,54.385964912280706,38.59649122807017,1,1,1,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57,57,4,2,2,11,7.017543859649122,3.508771929824561,3.508771929824561,19.298245614035086,50,87.71929824561403,13.704545454545455,10.0,3.0,50.0,6,12.0,1,University of Illinois Chicago-Physics,"(3,5]",7.0,25,2,5,0.08,0.2,76.0,75.0,0,2,40,32,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
058e33-5258a5-fd,Boston University,Physics,Boston University-Physics,control,7,7,0,0,0,0,2,5,2,5,0.0,0.0,0.0,0.0,28.57142857142857,71.42857142857143,28.57142857142857,71.42857142857143,0,0,0,0,1,1,1,6,6,0,0,0,2,0.0,0.0,0.0,33.33333333333333,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5,71.42857142857143,22.0,22.0,10.0,34.0,3,60.0,0,Boston University-Physics,"(5,7]",3.0,37,1,5,0.02702702702702703,0.13513513513513514,38.0,43.0,0,3,40,46,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
059130-ac3c3e-80,North Carolina State University,Mathematics,North Carolina State University-Mathematics,treatment,1,1,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,100.0,12.0,12.0,12.0,12.0,0,0.0,1,North Carolina State University-Mathematics,"(5,7]",3.0,55,1,12,0.01818181818181818,0.21818181818181817,53.0,59.0,0,3,40,34,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
059b2e-0ac028-51,North Carolina State University,Mathematics,North Carolina State University-Mathematics,treatment,7,7,0,0,0,0,0,7,7,0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,0,0,0,0,1,0,7,7,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,71.42857142857143,9.25,10.5,3.0,13.0,1,20.0,1,North Carolina State University-Mathematics,"(5,7]",3.0,55,1,12,0.01818181818181818,0.21818181818181817,53.0,59.0,0,3,40,34,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
05feb1-c7c890-af,Binghamton University,Mathematics,Binghamton University-Mathematics,control,36,36,1,0,1,0,4,32,23,12,2.7777777777777777,0.0,2.7777777777777777,0.0,11.11111111111111,88.88888888888889,63.888888888888886,33.33333333333333,1,0,1,0,1,1,1,19,19,0,0,0,3,0.0,0.0,0.0,15.789473684210526,17,17,1,0,1,1,5.88235294117647,0.0,5.88235294117647,5.88235294117647,31,86.11111111111111,17.217391304347824,14.0,2.0,52.0,8,25.806451612903224,0,Binghamton University-Mathematics,"(7,11]",10.0,28,1,4,0.03571428571428571,0.14285714285714285,104.0,67.0,0,9,40,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0691a6-6ee969-47,Yale University,Computer Science,Yale University-Computer Science,control,4,4,1,1,0,0,0,4,1,2,25.0,25.0,0.0,0.0,0.0,100.0,25.0,50.0,1,1,0,0,0,1,0,4,4,1,1,0,0,25.0,25.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,100.0,21.25,16.5,13.0,39.0,0,0.0,0,Yale University-Computer Science,"[0,1]",8.0,37,1,9,0.02702702702702703,0.24324324324324326,23.0,5.0,0,1,40,33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
06af24-486e60-04,University of Massachusetts Amherst,Mathematics,University of Massachusetts Amherst-Mathematics,control,9,9,1,0,1,0,2,7,6,2,11.11111111111111,0.0,11.11111111111111,0.0,22.22222222222222,77.77777777777779,66.66666666666666,22.22222222222222,1,0,1,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9,9,1,0,1,2,11.11111111111111,0.0,11.11111111111111,22.22222222222222,9,100.0,11.4,5.0,2.0,24.0,4,44.44444444444444,0,University of Massachusetts Amherst-Mathematics,"(11,17]",8.0,45,2,12,0.044444444444444446,0.26666666666666666,62.0,64.0,0,4,40,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
06d591-975592-48,New York University,Mathematics,New York University-Mathematics,control,13,13,1,0,1,0,2,11,9,3,7.6923076923076925,0.0,7.6923076923076925,0.0,15.384615384615385,84.61538461538461,69.23076923076923,23.076923076923077,1,0,1,0,1,1,1,7,7,0,0,0,1,0.0,0.0,0.0,14.285714285714285,6,6,1,0,1,1,16.666666666666664,0.0,16.666666666666664,16.666666666666664,12,92.3076923076923,20.916666666666668,19.0,5.0,46.0,0,0.0,0,New York University-Mathematics,"(7,11]",5.0,68,0,9,0.0,0.1323529411764706,9.0,35.0,0,10,40,34,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
06e46a-f64c31-d5,"University of California, San Diego",Mathematics,"University of California, San Diego-Mathematics",treatment,9,9,0,0,0,0,0,9,7,2,0.0,0.0,0.0,0.0,0.0,100.0,77.77777777777779,22.22222222222222,0,0,0,0,0,1,1,8,8,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,8,88.88888888888889,15.714285714285714,4.0,1.0,40.0,1,12.5,1,"University of California, San Diego-Mathematics","(11,17]",2.0,70,0,17,0.0,0.24285714285714285,24.0,29.0,0,13,40,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
070c95-519ed4-ac,University of Illinois Urbana-Champaign,Physics,University of Illinois Urbana-Champaign-Physics,treatment,26,26,3,1,2,0,5,21,15,8,11.538461538461538,3.8461538461538463,7.6923076923076925,0.0,19.230769230769234,80.76923076923077,57.692307692307686,30.76923076923077,1,1,1,0,1,1,1,12,12,2,0,2,2,16.666666666666664,0.0,16.666666666666664,16.666666666666664,14,14,1,1,0,3,7.142857142857142,7.142857142857142,0.0,21.428571428571427,24,92.3076923076923,14.3,6.0,1.0,54.0,4,16.666666666666664,1,University of Illinois Urbana-Champaign-Physics,"(7,11]",9.0,64,6,16,0.09375,0.25,11.0,37.0,0,2,40,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
076f84-2e12fe-78,University of Wisconsin-Madison,Chemistry,University of Wisconsin-Madison-Chemistry,treatment,11,11,1,1,0,0,4,7,6,4,9.090909090909092,9.090909090909092,0.0,0.0,36.36363636363637,63.63636363636363,54.54545454545454,36.36363636363637,1,1,0,0,1,1,1,4,4,1,1,0,1,25.0,25.0,0.0,25.0,7,7,0,0,0,3,0.0,0.0,0.0,42.857142857142854,9,81.81818181818183,19.22222222222222,15.0,10.0,41.0,0,0.0,1,University of Wisconsin-Madison-Chemistry,"(7,11]",3.0,39,0,10,0.0,0.2564102564102564,14.0,38.0,0,2,40,26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
